[2022-12-11 19:31:49,939] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/envs/nf-core-atacseq-1.2.2/lib/python3.7/site-packages/multiqc_config.yaml
[2022-12-11 19:32:18,824] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,825] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,826] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,827] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,828] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,829] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,830] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,831] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,832] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,833] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,834] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,835] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,836] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,837] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,838] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,839] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,840] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,841] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,842] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,843] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,844] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,845] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,846] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,847] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,848] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,849] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,850] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,851] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,853] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,856] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,858] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,859] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,860] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,861] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,863] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,864] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,865] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,866] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,867] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,868] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,869] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,870] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,871] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,872] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,873] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,874] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,875] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,876] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,877] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,878] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,879] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,880] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,882] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,883] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,884] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Selecting 'Ncol_pos_R4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,929] multiqc.modules.picard.picard                      [INFO   ]  Found 22 AlignmentSummaryMetrics reports
[2022-12-11 19:32:18,929] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Elav_neg_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,931] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Elav_neg_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,933] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Elav_neg_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,934] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Elav_neg_R4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,935] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Elav_pos_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,937] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Elav_pos_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,938] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Elav_pos_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,939] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Elav_pos_R4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,940] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Fox_neg_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,942] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Fox_neg_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,943] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Fox_neg_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,944] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,945] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,947] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,948] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,949] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,951] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,952] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,954] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,957] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,959] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Ncol_pos_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:18,960] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Selecting 'Ncol_pos_R4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,011] multiqc.modules.picard.picard                      [INFO   ]  Found 44 BaseDistributionByCycleMetrics reports
[2022-12-11 19:32:19,011] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,013] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,014] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,017] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,018] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,019] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,020] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,021] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,024] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,025] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,026] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,027] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,028] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,031] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,032] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,033] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,034] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,035] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,037] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,038] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_neg_R4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,039] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,040] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,041] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,044] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,045] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,047] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,047] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,048] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,051] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,052] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,053] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,054] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,055] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,058] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,059] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
