G1	G2	G3	G4	G5	G6	G7	G8	G9
ARCH2281_bZIP_Maff	0.993082396419601	1	1	1	1	1	1	1	1
ARCH2282_bZIP_BACH1	0.993082396419601	1	1	1	1	1	1	1	1
ARCH2283	0.710654899944493	1	1	0.817728297095072	1	1	1	1	1
ARCH2284_XBP1_bZIP_Xbp1	0.177077319636339	1	0.863318342509132	1	1	1	1	1	1
ARCH2285_FOS_FOSB_FOSL1_FOSL2_FOSL1	0.98013703055648	0.746226643238243	0.592019556558394	0.0467562272038568	0.167118873544395	1	1	1	1
ARCH2286_FOXN1_FOXN4_FOXR1_FOXR2_jumu	0.0485744145165364	0.136556461568408	0.916877058000985	1	1	0.834042226725552	1	1	1
ARCH2287_zf_C2H2_bnc_1	1	1	0.770968767643563	0.853593338005866	1	1	1	1	1
ARCH2288_bZIP_BATF	1	1	0.33775185287322	0.905220379406166	1	1	1	1	1
ARCH2289_disco	1	0.896968402423282	1	1	0.762743657214832	0.928792899240797	1	1	1
ARCH228_br	1	1	1	1	0.985112806712341	1	0.123900752363611	1	1
ARCH2290_disco	1	0.789351992738752	1	1	0.865685337477555	0.652866703675693	0.605518144530846	1	1
ARCH2291_FOS_FOSB_FOSL1_FOSL2_Fosl1	0.147200792339595	0.0441771595562777	0.00101870317423165	0.112917054808211	1	0.980433819536623	0.832311055563695	1	1
ARCH2292	0.149477633633428	0.0187700026870541	0.445995414066849	0.139253047351092	0.883768977659085	1	1	1	1
ARCH2293_CREB3_CREB3L3_CREB3L4_bZIP_CREB3L4_CREB3	1	1	0.237378867908795	1	1	1	1	1	1
ARCH2294_islike_CREB3L1_CREB3L2_CREB3L1_CREB3L2_bZIP_CREB3L1_Creb3l2_CrebA_Atf6_ATF6B	1	0.921135890885743	0.708160919342047	1	1	1	1	1	1
ARCH2295_bZIP_crh_2	1	1	0.93809871082453	1	1	1	1	1	1
ARCH2296_HLH_MXI1	1	1	1	1	1	1	1	1	1
ARCH2297_HLH_MYC_Myc	1	1	1	1	1	1	0.340122819228062	1	1
ARCH2298_HLH_MYCN	1	1	1	1	1	1	1	1	1
ARCH2299_HLH_MYCN	1	1	1	1	1	1	1	0.754664990890376	1
ARCH229_CUX1	0.595508880438937	0.422337759996581	0.920123816520387	0.827322029890213	1	0.527831007649118	0.0287238874087442	1	1
ARCH22_TFAM	0.000230397309227741	1	1	1	1	0.823942524867396	1	1	1
ARCH2300_zf_C2H2_Zfp281	1	1	1	1	0.986896428100072	0.865204347338884	0.894624281922418	1	1
ARCH2301_zf_C2H2_WT1	1	1	0.737539820867686	0.709699197692022	0.783492308812976	1	1	1	1
ARCH2302_zf_C2H2_lmd	1	1	0.763303479685562	0.903584684324963	0.640244916377595	1	0.66857727788458	1	1
ARCH2303_zf_C2H2_ZNF740_Zfp740	1	1	0.715821125923565	1	0.902663101610406	1	0.827563027846216	1	1
ARCH2304_zf_C2H2_ZNF740	1	1	0.892555181337159	0.906095230878988	1	1	1	1	1
ARCH2305_zf_C2H2_ZNF281	0.770114683690327	1	0.962996825238837	1	0.913716790764992	1	1	1	1
ARCH2306_zf_C2H2_ZNF641	0.364731091744507	1	0.681631049939059	1	1	1	1	1	1
ARCH2307_zf_C2H2_ZNF468	0.66267840074942	0.91134770729004	0.701155794610812	1	0.806581223861599	1	1	1	1
ARCH2308_zf_C2H2_KLF5_SP1_KLF7_KLF12	1	1	1	1	0.514916704073178	1	1	1	1
ARCH2309_zf_C2H2_MAZ	1	1	0.737539820867686	1	0.909864448857713	1	1	1	1
ARCH230_FOXF1	1	1	1	1	1	1	0.000210146983094677	1	1
ARCH2310_zf_C2H2_SP2_SP1	1	1	1	0.92728731590102	1	1	0.432853909715153	1	1
ARCH2311_zf_C2H2_ovo	0.198690105027111	0.732965963895347	0.78576882365628	0.772918644517491	1	1	0.529661652011196	1	1
ARCH2312_zf_C2H2_ovo	0.306945954188105	0.324900663693509	1	1	1	0.853151725194089	1	1	1
ARCH2313	0.399226590378833	0.517301736031184	0.0301171614131214	0.862372968571296	1	1	1	1	1
ARCH2314_KLF10_KLF11_zf_C2H2_KLF10_KLF11	1	1	0.904888788558102	1	0.958187486698898	1	0.629864133700338	1	1
ARCH2315_zf_C2H2_ZNF180	1	1	0.868904180254273	1	1	1	0.818239666709318	1	1
ARCH2316_zf_C2H2_ZNF682	0.338276963154389	1	1	1	1	0.881502545501607	1	1	1
ARCH2317_zf_C2H2_ZNF263	1	1	0.640150822889668	1	1	1	0.893771495778924	1	1
ARCH2318_zf_C2H2_EGR1	1	1	1	0.984468921253841	1	1	1	1	1
ARCH2319_zf_C2H2_ZNF467_MAZ_Maz	1	1	1	1	0.926681194191346	1	0.915511348406245	1	1
ARCH231_FOXI1	1	1	1	1	1	0.807382337846808	0.0010854657596414	1	1
ARCH2320_zf_C2H2_ZNF341	1	1	1	1	1	1	1	1	1
ARCH2321_zf_C2H2_KLF6_KLF3_Klf6_Klf3	1	1	1	1	1	1	0.897734496326047	0.728779083511917	1
ARCH2322_zf_C2H2_PATZ1_WT1_Wt1	0.98013703055648	1	1	1	0.789643784149002	1	1	1	1
ARCH2323_zf_C2H2_SP4_Sp4	1	1	0.868904180254273	0.90575399484341	0.926681194191346	1	0.930088518061159	1	1
ARCH2324_zf_C2H2_ZBTB17_Zbtb17	0.722538296925164	1	1	0.942471419147023	1	1	1	1	1
ARCH2325_zf_C2H2_EGR1_EGR2	1	1	1	1	0.986896428100072	1	0.882385183234196	1	1
ARCH2326_zf_C2H2_VEZF1_Sp5	1	1	0.868851786565692	1	0.705141949485785	1	0.969215381136188	1	1
ARCH2327_zf_C2H2_KLF15_Klf15	1	1	1	1	1	1	0.428983040237621	1	1
ARCH2328_zf_C2H2_SP2_SP3_Sp2_Sp3	1	1	1	1	1	1	0.697481469995392	1	1
ARCH2329_zf_C2H2_SP1	1	1	1	0.782748040674693	0.840288557763242	1	1	1	1
ARCH232_FOXD3	1	1	1	1	1	1	0.025148263121588	1	1
ARCH2330_zf_C2H2_Sp1	1	1	1	1	1	1	0.604627720546859	1	1
ARCH2331_islike_EGR1_EGR2_EGR3_EGR2	0.382711323405206	1	1	0.914915762920314	1	1	0.422599585575982	1	1
ARCH2332_zf_C2H2_MZF1	1	1	1	1	0.922871127976566	0.642545634756674	1	1	1
ARCH2333_Forkhead_FOXO3	1	1	1	0.902453468528754	0.705141949485785	0.556554450534251	1	1	1
ARCH2334_Forkhead_FOXO1_FOXO4_FOXO3	1	0.913451446527531	1	1	1	0.837057190706729	1	1	1
ARCH2335_Forkhead_FOXO6	1	1	1	1	0.967178370800354	1	1	1	1
ARCH2336_zf_C2H2_hkb	0.754148780371717	1	1	0.970495353123357	1	1	1	1	1
ARCH2337_zf_C2H2_lola	1	1	1	1	1	1	0.38957712489623	1	1
ARCH2338_zf_C2H2_hkb	0.754148780371717	0.732965963895347	1	1	1	0.834833975342432	1	1	1
ARCH2339_zf_C2H2_ZNF333	1	1	1	1	1	1	1	1	1
ARCH233_HNF1A	1	1	0.207199440915118	0.891905572981201	1	0.625822046180802	0.00287335040165961	1	1
ARCH2340_E2F_TDP_E2F3	1	1	1	1	1	0.404688703375544	1	1	1
ARCH2341_E2F_TDP_E2F7_E2F6_E2f7	0.812441195988948	1	1	1	0.709988534989994	0.61209919241878	1	1	1
ARCH2342_E2F_TDP_E2F4_E2f1	0.993082396419601	1	1	1	0.705141949485785	0.814317442825572	0.766932698620745	1	1
ARCH2343_E2F_TDP_E2F1	1	1	1	1	0.840288557763242	0.588036239769178	1	1	1
ARCH2344_E2F_TDP_E2F6	1	1	1	1	0.909283195557357	1	1	1	1
ARCH2345_MZF1	1	1	0.873137206185546	1	1	1	0.970953763784784	1	1
ARCH2346_islike_EGR1_EGR2_EGR3_EGR2_EGR1_EGR4_EGR3	0.841567970271277	1	1	1	1	1	1	1	1
ARCH2347_zf_C2H2_Glis2	1	1	1	1	0.312761098330379	0.436675258774547	0.792777206598275	1	1
ARCH2348_zf_C2H2_Zbtb7b	0.9766433636873	1	0.87667239881096	0.785976189771065	1	0.116592744736489	0.936788001653063	1	1
ARCH2349_zf_C2H2_EGR2	0.789095001702389	1	0.868904180254273	1	1	1	1	1	1
ARCH234_NKX3_1	1	1	0.199085128306986	1	1	0.0467628065066456	0.0715085087131685	1	1
ARCH2350_zf_C2H2_Gli1_Gli2_GLI2_ZIC1	1	1	1	0.536189966228287	0.827996226145832	0.30081415967863	0.264075961872459	1	1
ARCH2351_zf_C2H2_Zbtb1	1	1	1	1	1	0.765896408765342	0.0426020346974889	1	1
ARCH2352_zf_C2H2_Gli3_ci_GLI3_Gli1	1	1	1	1	0.709252138047264	0.255365863286011	1	1	1
ARCH2353_zf_C2H2_GLI2_GLI3_GLI1_ci	1	1	1	1	0.909283195557357	1	1	1	1
ARCH2354_zf_C2H2_GLI2	1	1	1	0.604292543846669	1	0.312892929502033	0.930088518061159	1	1
ARCH2355_zf_C2H2_ZBTB7B_ZBTB7A_ZBTB7C	1	1	1	1	1	0.349369395657713	0.846563756144486	1	1
ARCH2356_zf_C2H2_ci	1	1	1	1	1	0.283325394070817	0.19680332111883	1	1
ARCH2357_YL_1	1	1	1	0.889706336425861	1	0.273151292206006	0.259267383626468	1	1
ARCH2358_zf_C2H2_klu	1	1	1	1	1	1	1	1	1
ARCH2359_Pipsqueak_rib	1	1	1	0.882503591881591	1	1	0.105453090093521	1	1
ARCH235_Sf3b4	0.789095001702389	1	1	0.115725341869051	0.943936350332694	1	0.648952220620916	1	1
ARCH2360_SINE_SIX1_SINE_SIX2_so	1	1	0.705378549227714	1	0.942184090373136	1	0.942393279262947	1	1
ARCH2361_E2F7_E2F8_E2F4_E2F5_E2F2_E2F3	1	0.717037262548966	1	1	1	1	1	1	1
ARCH2362_RUNX1_RUNX2_RUNX3_RUNX3_RUNX2	1	1	1	0.915120513058873	0.883768977659085	0.000130819075098714	1.37601186600895e-05	0.710148936795365	1
ARCH2363_RUNX1_RUNX2_RUNX3_RUNX3_RUNX2_lz	1	1	1	1	0.622568514957787	0.000130819075098714	0.000156305261381888	1	1
ARCH2364_RUNX1_RUNX2_RUNX3_lz	1	1	1	1	0.357421934264275	0.273151292206006	0.0174045512026591	1	1
ARCH2365_RUNX1_RUNX2_RUNX3_lz	1	1	1	1	0.246441372974288	1	0.0184269114041864	1	1
ARCH2366_zf_C2H2_ZNF143	1	0.326471734758315	1	1	1	1	1	1	1
ARCH2367_zf_C2H2_ZNF282	0.759413029530315	1	0.911638408724267	1	1	1	1	1	1
ARCH2368_zf_C2H2_ZNF282	1	1	1	1	0.819289701516887	0.583970622475579	1	1	1
ARCH2369_zf_C2H2_ZFP1	1	1	1	1	1	1	0.477162857494921	1	1
ARCH236_SIX2	1	1	0.0215656481112856	0.548967502589715	1	1	0.420547123917618	1	1
ARCH2370_zf_C2H2_ken	1	1	0.914312262807384	1	1	1	1	1	1
ARCH2371_zf_C2H2_CG7928	1	1	1	1	1	1	1	1	1
ARCH2372_zf_C2H2_CG7928	1	1	0.774744510791811	0.984468921253841	0.87245459209515	1	1	1	1
ARCH2373	1	1	1	1	1	1	1	1	1
ARCH2374	1	1	1	1	0.521019263479936	1	1	1	1
ARCH2375_zf_C2H2_ZNF562	1	1	0.997751450849951	1	0.988076474571029	1	1	1	1
ARCH2376_zf_C2H2_ZFP69	1	0.964854686209403	1	1	0.570608560626761	1	0.43410305879558	1	1
ARCH2377_zf_C2H2_ZNF143	1	1	1	1	0.958187486698898	1	0.43168577822969	1	1
ARCH2378_zf_C2H2_ZNF274	1	1	0.863536006035419	1	1	1	1	1	1
ARCH2379_zf_C2H2_ZNF274	1	1	1	1	1	1	0.0312377975861867	1	1
ARCH237_Runt_Runx_RUNX3_RUNX1_Runx1	0.944779876998917	1	1	1	0.246441372974288	0.0898664108474601	4.93434669591581e-13	0.898902587647944	1
ARCH2380_E2F_TDP_efl_1	1	0.732965963895347	1	1	0.901010218899054	1	1	0.929379814040964	1
ARCH2381_E2F_TDP_E2f	1	0.811452641132279	1	1	1	0.732852299903691	1	1	1
ARCH2382_zf_C2H2_ZNF490	1	1	0.97765475256327	0.952127444197088	0.946495950261042	1	1	1	1
ARCH2383_zf_C2H2_ZNF418	1	1	1	0.942471419147023	0.568694542874737	1	0.409132292944282	1	1
ARCH2384_Su(H)	1	1	1	1	0.188479393766876	0.707424134334714	1	1	1
ARCH2385_zf_C2H2_ZNF274	0.740199298523839	0.136604671435499	1	0.951473670702151	1	1	0.842164661629218	1	1
ARCH2386_zf_C2H2_ZNF143	1	0.720160654931799	1	1	1	1	0.244974148579393	1	1
ARCH2387_IKZF1	1	1	1	0.730800411485236	0.43620166148508	1	1	1	1
ARCH2388_Su(H)	1	1	1	1	0.22146844132768	0.78352139564277	1	1	1
ARCH2389_E2F1	0.923290503569023	0.943094487013821	1	1	0.593622208045065	1	1	1	1
ARCH238_MITF	0.993082396419601	1	1	1	1	1	1	1	1
ARCH2390_Ets_SPDEF	0.92818286567648	0.866428533860458	0.957249062712064	1	0.986896428100072	0.460046926373589	1	1	1
ARCH2391_Ets_SPDEF	0.791669032753298	1	0.758405953151472	0.915120513058873	1	0.822812906999327	1	1	1
ARCH2392_Ets_ETV6	1	0.624298730472085	1	1	1	1	1	1	1
ARCH2393_Ets_ELF1_Elf1	0.0423627965120606	0.624298730472085	1	1	0.589099912481443	1	1	1	1
ARCH2394_Ets_GABPA_Fli1_Elk4	0.0525533755859621	1	1	1	0.941695901241708	1	1	1	1
ARCH2395_Ets_GABPA_Gabpa	0.0406383273830434	0.93595169840485	1	1	1	1	1	1	1
ARCH2396_zf_C4_Nuclear_receptors_NR2C2	0.155166613157885	1	1	1	1	1	1	1	1
ARCH2397_zf_C2H2_ZBTB7A	0.0164211122301481	1	1	1	0.827996226145832	1	1	1	1
ARCH2398_zf_C2H2_ZNF200	0.152285412413893	0.528686308876507	1	1	0.82792520049201	1	1	1	1
ARCH2399_ELK1	0.295666424347859	0.622940861316227	1	1	1	1	1	1	1
ARCH239_zf_C4_Nuclear_receptors_nhr_216	1	0.842212813977603	1	0.406912179096838	0.65428663639671	0.69632933077088	0.647024785383514	1	1
ARCH23_GATA15	3.42730889389269e-05	1	1	1	1	1	1	1	1
ARCH2400_Eip74EF	0.000712811143585827	0.358947684967206	0.800819598740505	1	1	1	1	1	1
ARCH2401_islike_FOXL1_FOXC1	1	1	0.39688869909663	1	0.74192021584802	0.650174095435824	0.0282713989368951	1	1
ARCH2402_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_VENTX	1	1	0.737539820867686	0.772918644517491	1	0.818096654739831	0.212547303086097	1	1
ARCH2403_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_HOXB7	0.961265214380184	1	0.544236165862662	0.793689142554964	1	0.402820605379203	0.207056845389345	1	1
ARCH2404_ANTP_MNX1_HESX1	1	1	0.338359491600289	0.915120513058873	1	0.908928735628681	0.177157799263883	1	1
ARCH2405_zf_C2H2_WT1	0.360935327817595	1	0.015525727306544	0.321948507118519	1	0.0677302761004287	0.00442800572539365	1	1
ARCH2406_zf_C2H2_Cf2	1	1	0.745153950621518	1	1	0.69632933077088	0.446890826382954	1	1
ARCH2407_Pipsqueak_bab1	1	1	0.471863447779518	1	1	1	0.00160140882097319	1	1
ARCH2408_FOXA1_FOXA2_FOXA3_FOXB1	1	1	1	0.405110521129664	1	1	1	1	1
ARCH2409_bZIP_BACH2	1	0.896968402423282	0.502038998376077	0.59983031150711	1	0.837456277821887	1	1	1
ARCH240_Runt_Runx_Runx1_RUNX1_Cbfb	0.990459547529275	1	1	1	0.116069753684962	0.040319215795593	7.52621605174417e-11	1	1
ARCH2410_zf_C2H2_ZNF274	1	1	1	0.914915762920314	1	0.651290675172933	1	1	1
ARCH2411_zf_C2H2_ZNF274	1	0.420353689629651	1	0.948469797131294	1	0.43135629682927	1	1	1
ARCH2412_bZIP_FOSL2_JUND_FOS_JUNB	0.649883388316863	0.950622907013137	0.492858830448446	0.243986056566927	1	0.182055486934877	1	1	1
ARCH2413_bZIP_JUND	1	0.840316994393835	0.707608608356861	0.40382548603253	1	0.0790827889802775	1	1	1
ARCH2414_bZIP_FOS	0.793448726673961	0.76689322801759	0.486535000866826	0.379641312771208	1	0.0972986417926315	1	1	1
ARCH2415_bZIP_JUN	1	0.380258424860835	0.230690229213463	0.424389372203652	1	0.226487242584872	1	1	1
ARCH2416_bZIP_Nfe2l2_NFE2_BACH1_Bach1	1	0.193518378899981	1	1	1	1	1	1	1
ARCH2417_bZIP_BACH1	1	1	1	0.199391825038831	1	1	1	0.754664990890376	1
ARCH2418_Homeodomains_CG32105	1	0.866428533860458	0.0492305988913715	1	0.507025263537367	0.168931910390429	6.74369637247896e-07	1	1
ARCH2419_Homeodomains_eve_Antp	0.799222988258939	0.866428533860458	0.00143040331896182	0.984468921253841	0.35436132413695	1	1.92998395498481e-05	1	1
ARCH241_ZBTB6	0.386601451720235	1	1	0.984468921253841	0.825894118635793	1	1	1	1
ARCH2420_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_Hoxa3	0.364731091744507	0.0557213760803383	3.97386301437886e-05	0.00689272593321083	0.561085372680249	0.482089073667467	0.00121623043804499	1	1
ARCH2421_Homeodomains_ftz	1	0.00395093035929924	0.000620237512533667	0.578928621148462	0.922871127976566	0.694622619357694	3.28254809070472e-07	1	1
ARCH2422_Homeodomains_VSX1	1	1	0.0302825214130281	0.64744655381563	0.570608560626761	0.228062724321621	4.69341871677886e-11	1	1
ARCH2423_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_PHOX2B	1	1	0.582422936941315	0.102439915265162	0.469233603721123	0.273151292206006	6.41220695820034e-07	1	1
ARCH2424_ANTP_MNX1_PHOX2B	1	0.372495321637633	3.91534238958204e-05	0.439538191568072	0.0404979956871394	0.834042226725552	1.81172737606622e-07	1	1
ARCH2425_SAND_SKOR2_SKOR1	1	1	0.0181389159470878	0.443705048885447	0.635045391821943	0.0600725847511906	0.100232924071881	1	1
ARCH2426_Myb_CG4404	0.0963988351127523	0.942704334832025	0.904888788558102	1	1	1	1	1	1
ARCH2427_zf_C2H2_Sp7	1	0.618014419547754	0.446866561967796	1	1	1	0.183657505225933	1	1
ARCH2428_Homeodomains_Dlx5	1	1	0.483693640738022	1	1	0.872183326802289	0.282788991328652	1	1
ARCH2429_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_EN2	0.397198100243911	0.93595169840485	1.90691358281803e-05	0.40382548603253	0.0404979956871394	0.022475806002867	5.89764046126874e-17	1	1
ARCH242_CDC5L	1	1	1	1	1	0.974669679888475	1	1	1
ARCH2430_islike_PRD_ARX_lbl	0.367269208216416	1	0.154368016037933	0.889706336425861	0.241644681269829	0.914164159089867	2.82375382806595e-09	1	1
ARCH2431_Homeodomains_ind	0.858643586852761	0.732965963895347	6.87562751806736e-06	0.243986056566927	0.109275836863402	0.395803084667	4.81991484825007e-15	1	1
ARCH2432_POU6F2	0.17204036369827	1	0.0406167079036219	0.921171348182459	0.216627806028651	1	5.4266076444698e-08	1	1
ARCH2433_Homeodomains_al	0.881638539109194	1	0.000731224461097575	0.614146462742253	0.0191490866500052	0.586557478379619	8.60119415466655e-20	1	1
ARCH2434_Homeodomains_inv	0.763911628701497	1	0.000463988177264134	0.907696795558389	0.0191490866500052	0.283070109821746	4.83684932742942e-14	1	1
ARCH2435_Homeodomains_tup	0.0565356633887174	0.273615647808292	0.000779643038262995	0.440306507599545	0.161832052345329	0.0029167538336459	0.00151913296261843	1	1
ARCH2436_Homeodomains_zen2	1	0.979052452689146	2.38490742480939e-06	0.879415020670264	0.00566775137081001	0.586557478379619	2.50309351748298e-17	1	1
ARCH2437_Homeodomains_Pdx1	1	0.00395093035929924	0.000620237512533667	0.578928621148462	0.922871127976566	0.694622619357694	3.28254809070472e-07	1	1
ARCH2438_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_Mnx1	2.50277949670463e-05	0.0136947951732344	8.94510152208972e-08	0.321948507118519	0.479829243520612	8.30824839683832e-05	4.34212864901168e-10	1	1
ARCH2439_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_AAZ08039	0.120279090218084	0.720160654931799	0.044176357703571	0.494237473346461	0.509122405375288	0.783449298719579	0.0182754270554869	1	1
ARCH243_zf_C2H2_ZNF524	1	1	1	1	1	1	1	1	1
ARCH2440_PRD_DUXA_Duxbl1	0.0843818493318405	0.0876863246705669	0.138070100337213	0.321948507118519	0.744860838035737	0.445338697280898	0.585727221659504	1	1
ARCH2441_Homeodomains_ceh_19	0.0565356633887174	0.273615647808292	0.000779643038262995	0.440306507599545	0.161832052345329	0.0029167538336459	0.00151913296261843	1	1
ARCH2442_PRD_DUXA	0.115489582390531	0.559304497705317	0.354012814147981	0.268729948534011	0.827996226145832	0.0767147986832547	0.259267383626468	1	1
ARCH2443_Homeodomains_Dr	0.477529740057041	0.947157243174816	0.072049799284147	0.837509903480635	0.967178370800354	0.0124961813554351	0.00239043774160991	1	1
ARCH2444_Homeodomains_Vsx2	0.796825609064589	1	0.290834574493251	0.439538191568072	0.260483726295236	0.142708033382934	5.96452010103584e-10	1	1
ARCH2445_BORCS8_MEF2A_MEF2B_MEF2C_MEF2D_MEF2C_MEF2D	1	0.913451446527531	0.8937592496692	0.243986056566927	0.593622208045065	0.837456277821887	1	1	1
ARCH2446_SRF_unc_120	0.960368979341604	0.942704334832025	1	1	0.909283195557357	0.729291221763805	1	1	1
ARCH2447_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_MEOX2	0.812441195988948	1	0.180900751885322	1	0.545358346657086	0.588886953961413	0.0150074499701535	1	1
ARCH2448_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_PDX1	1	0.914850372210599	0.000994963672143902	0.575291535367628	0.913386137972085	0.992416078444242	0.00474528995727418	1	1
ARCH2449_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_ems	1	0.698171551283057	0.0204268083880956	0.539044564118642	1	0.502908946856861	0.036521412728695	1	1
ARCH244_zf_C2H2_ZNF524	1	1	1	1	1	1	0.991028621650239	1	1
ARCH2450_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_repo	1	1	0.000735672841085022	0.52785013700899	0.967178370800354	0.827031166323923	0.0813605446798532	1	1
ARCH2451_islike_PRD_ARX_LHX6_Lhx8	1	0.732965963895347	0.021603107455642	0.906095230878988	1	0.643279574618159	0.0770840039490519	1	1
ARCH2452_PRD_PAX2_PRD_PAX5_PRD_PAX8_PAX7_PAX3	1	1	1	0.429585423941964	1	1	1	1	1
ARCH2453_POU3F1	0.816036808687533	1	0.0106544640720646	0.817728297095072	0.867348512000346	0.81732003015769	7.16612268287108e-05	1	1
ARCH2454_ALX1	1	1	0.582422936941315	0.746551066048477	0.980684906291411	0.837057190706729	0.176227931101183	1	1
ARCH2455_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_EMX1_EMX2_PAX4	0.942544090010571	1	0.191068769918089	1	1	1	6.6691722388909e-07	1	1
ARCH2456_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_EN1_GBX2	1	0.904534151370301	0.79982425564874	0.772918644517491	0.926681194191346	0.091473497013922	1.21762102517755e-05	1	1
ARCH2457_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_Rx_PHDP_CG32532	0.0569611805709578	1	0.649400501406547	1	1	0.32140458595677	0.548019650533732	1	1
ARCH2458_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_exex	0.0236105411583678	1	0.0125542617206482	1	0.893779328563573	0.638388117475351	0.000250163502303022	1	1
ARCH2459_LIM_LHX1_LHX2	0.197537414422913	1	0.0259417430239673	0.726609772228516	0.699497673424714	0.174866725479927	1.09812022810316e-05	1	1
ARCH245_zf_C2H2_ZNF524	1	1	1	1	1	1	1	1	1
ARCH2460_LIM_LHX1_Homeodomains_LHX9_HESX1	1	1	0.0114830317760488	0.178491421857129	0.999991018281978	0.536803711495852	0.00129884558533894	1	1
ARCH2461_islike_PRD_ARX_LHX6_Lhx8_LHX8	1	0.878761910340808	1	0.655972198853654	1	1	1	1	1
ARCH2462_PAX6	0.613199891754377	0.657010960745115	0.00137450742734394	0.825824780413893	0.510872927599101	0.845919964547014	3.13573002712387e-08	1	1
ARCH2463_ey	0.109906609395032	1	0.676501050538189	0.909793342018761	0.883768977659085	1	0.260886268719636	1	1
ARCH2464_zf_C4_Nuclear_receptors_odr_7	0.835822027832551	1	1	1	0.246441372974288	1	1	1	1
ARCH2465_POU1F1_POU4F3_POU4F2	0.846776133412372	1	0.810211856119677	0.0030430348422279	0.0701216533800717	3.84495122731854e-08	2.21617254107824e-66	1	1
ARCH2466_POU1F1_POU3F2_POU3F1_POU3F4	0.552308100020544	1	0.585893031610371	0.662007324869139	0.260483726295236	0.162901056937299	0.0110812865313219	1	1
ARCH2467_POU6F2	1	1	0.147233424551653	0.441925939741769	1	1	0.000474278755524082	1	1
ARCH2468_POU2F1_POU3F2_POU3F1_POU3F3_nub_POU5F1	0.763911628701497	1	1	0.0566814735027245	0.470006240699455	0.406323579550856	0.000132964959675865	1	1
ARCH2469_Homeodomains_dve	1	1	0.121995391777829	0.727108193273429	0.246441372974288	0.233154946075825	0.00112713416724049	1	1
ARCH246_zf_C2H2_ZNF250	0.98013703055648	1	1	1	1	1	0.721038733383653	1	1
ARCH2470_PAX4	1	1	0.850495739904904	0.935253569508461	0.335550184519135	0.872183326802289	2.8511524163338e-07	1	1
ARCH2471_pdm2_vvl	0.814702739527649	1	0.495015908352586	0.447578617144631	0.26749004298056	0.229739027765086	0.00219629511171938	1	1
ARCH2472_Homeodomains_POU6F1	1	1	0.176886074807575	1	0.479829243520612	0.228062724321621	0.00452837657950198	1	1
ARCH2473_PAX4	0.490911944960971	1	1.9758826321276e-05	0.0077950328199578	0.465780665209257	0.0269963604281014	5.57605124198743e-06	1	1
ARCH2474_POU5F1	1	1	1	0.34109185311385	0.176045256979059	0.297576815539414	0.0903998304393452	1	1
ARCH2475_POU5F1	1	1	0.061096453330408	0.379641312771208	0.40564167524021	0.209788457712545	1.03033671316251e-09	1	1
ARCH2476_Myb_CG7745	0.232035803445688	1	0.00287434521579843	0.349563555011567	0.0404979956871394	0.273151292206006	1.35153323092833e-15	1	1
ARCH2477_nub	0.841567970271277	1	0.97765475256327	0.0049238261197622	0.161832052345329	0.397573934612887	0.00142143154784071	1	1
ARCH2478_Pax7	0.344485204946774	1	0.890083750839834	1	1	1	0.0128642148497558	1	1
ARCH2479_VSX2	0.795571694152795	1	0.00184472141804225	0.321948507118519	0.593622208045065	1	1.49631369411812e-10	1	1
ARCH247_zf_C2H2_ZKSCAN3	1	1	1	1	1	0.803399539466724	1	1	1
ARCH2480_Prrx2	0.795571694152795	1	0.244705872786985	1	0.545358346657086	0.273151292206006	3.39701634919835e-08	1	1
ARCH2481_POU2F1	0.60539578543773	1	0.237378867908795	0.350658422871541	0.374361299061031	0.80713852256311	0.0033853900059994	1	1
