PeakID (cmd=annotatePeaks.pl Ncol_pos_R2.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Ncol_pos_R2.mLb.clN_peak_3980	NC_064036.1	15599211	15599548	+	186	NA	intron (Nvec_vc1.1_LOC5522141, intron 8 of 13)	-intron (Nvec_vc1.1_LOC5522141, intron 8 of 13)	5254	Nvec_vc1.1_LOC5522141	Nvec_vc1.1_LOC5522141	Nvec_vc1.1_XM_032367579			LOC5522141			NA
Ncol_pos_R2.mLb.clN_peak_4112	NC_064036.1	17972290	17972943	+	186	NA	Intergenic	Intergenic	-3295	Nvec_vc1.1_LOC5500736	Nvec_vc1.1_LOC5500736	Nvec_vc1.1_XM_032369129			LOC5500736			NA
Ncol_pos_R2.mLb.clN_peak_2734	NC_064035.1	19302473	19302815	+	185	NA	intron (Nvec_vc1.1_LOC5525246, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5525246, intron 1 of 3)	6202	Nvec_vc1.1_LOC5525246	Nvec_vc1.1_LOC5525246	Nvec_vc1.1_XM_001647488			LOC5525246			NA
Ncol_pos_R2.mLb.clN_peak_6157	NC_064038.1	11506914	11507786	+	185	NA	intron (Nvec_vc1.1_LOC5517638, intron 1 of 72)	-intron (Nvec_vc1.1_LOC5517638, intron 1 of 72)	2038	Nvec_vc1.1_LOC5517638	Nvec_vc1.1_LOC5517638	Nvec_vc1.1_XM_048727498			LOC5517638			NA
Ncol_pos_R2.mLb.clN_peak_3210	NC_064036.1	5096639	5097612	+	185	NA	exon (Nvec_vc1.1_LOC5512612, exon 1 of 19)	-exon (Nvec_vc1.1_LOC5512612, exon 1 of 19)	1665	Nvec_vc1.1_LOC5512612	Nvec_vc1.1_LOC5512612	Nvec_vc1.1_XM_048725735			LOC5512612			NA
Ncol_pos_R2.mLb.clN_peak_4787	NC_064037.1	7668135	7668945	+	185	NA	Intergenic	Intergenic	-3323	Nvec_vc1.1_LOC5519720	Nvec_vc1.1_LOC5519720	Nvec_vc1.1_XM_032364422			LOC5519720			NA
Ncol_pos_R2.mLb.clN_peak_5110	NC_064037.1	12399570	12399951	+	185	NA	intron (Nvec_vc1.1_LOC5508879, intron 1 of 7)	-intron (Nvec_vc1.1_LOC5508879, intron 1 of 7)	2221	Nvec_vc1.1_LOC5508879	Nvec_vc1.1_LOC5508879	Nvec_vc1.1_XM_032377676			LOC5508879			NA
Ncol_pos_R2.mLb.clN_peak_15310	NC_064048.1	1229118	1229338	+	185	NA	Intergenic	Intergenic	-2963	Nvec_v1g248480	Nvec_v1g248480	Nvec_v1g248480						NA
Ncol_pos_R2.mLb.clN_peak_15111	NC_064047.1	10717526	10718855	+	185	NA	intron (Nvec_vc1.1_LOC116606244, intron 1 of 5)	-intron (Nvec_vc1.1_LOC116606244, intron 1 of 5)	255	Nvec_vc1.1_LOC116606244	Nvec_vc1.1_LOC116606244	Nvec_vc1.1_XM_048721501			LOC116606244			NA
Ncol_pos_R2.mLb.clN_peak_15160	NC_064047.1	11407682	11408327	+	184	NA	TTS (Nvec_vc1.1_LOC116608946)	-TTS (Nvec_vc1.1_LOC116608946)	5761	Nvec_vc1.1_LOC116608946	Nvec_vc1.1_LOC116608946	Nvec_vc1.1_XM_048721807			LOC116608946			NA
Ncol_pos_R2.mLb.clN_peak_14944	NC_064047.1	8399239	8400090	+	184	NA	intron (Nvec_vc1.1_LOC5510462, intron 1 of 7)	-intron (Nvec_vc1.1_LOC5510462, intron 1 of 7)	5558	Nvec_vc1.1_LOC5510462	Nvec_vc1.1_LOC5510462	Nvec_vc1.1_XM_001630845			LOC5510462			NA
Ncol_pos_R2.mLb.clN_peak_10324	NC_064042.1	9917315	9917951	+	184	NA	intron (Nvec_vc1.1_LOC116612189, intron 1 of 59)	-intron (Nvec_vc1.1_LOC116612189, intron 1 of 59)	2180	Nvec_vc1.1_LOC116612189	Nvec_vc1.1_LOC116612189	Nvec_vc1.1_XM_048732549			LOC116612189			NA
Ncol_pos_R2.mLb.clN_peak_12832	NC_064045.1	4533260	4533591	+	184	NA	intron (Nvec_vc1.1_LOC5509616, intron 5 of 15)	-intron (Nvec_vc1.1_LOC5509616, intron 5 of 15)	3596	Nvec_vc1.1_LOC5509616	Nvec_vc1.1_LOC5509616	Nvec_vc1.1_XM_001630072			LOC5509616			NA
Ncol_pos_R2.mLb.clN_peak_812	NC_064034.1	12526637	12528588	+	184	NA	intron (Nvec_vc1.1_LOC116601185, intron 40 of 43)	-intron (Nvec_vc1.1_LOC116601185, intron 40 of 43)	-3343	Nvec_vc1.1_LOC5517368	Nvec_vc1.1_LOC5517368	Nvec_vc1.1_XM_032361835			LOC5517368			NA
Ncol_pos_R2.mLb.clN_peak_11968	NC_064044.1	4754603	4755311	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5501904)	-promoter-TSS (Nvec_vc1.1_LOC5501904)	-139	Nvec_vc1.1_LOC5501904	Nvec_vc1.1_LOC5501904	Nvec_vc1.1_XM_001623106			LOC5501904			NA
Ncol_pos_R2.mLb.clN_peak_6173	NC_064038.1	11770959	11771523	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC116601398)	-promoter-TSS (Nvec_vc1.1_LOC116601398)	-267	Nvec_vc1.1_LOC116601398	Nvec_vc1.1_LOC116601398	Nvec_vc1.1_XM_032362144			LOC116601398			NA
Ncol_pos_R2.mLb.clN_peak_11	NC_064034.1	801278	801952	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5505828)	-promoter-TSS (Nvec_vc1.1_LOC5505828)	116	Nvec_vc1.1_LOC5505825	Nvec_vc1.1_LOC5505825	Nvec_vc1.1_XM_001626528			LOC5505825			NA
Ncol_pos_R2.mLb.clN_peak_9956	NC_064042.1	4332298	4332705	+	184	NA	Intergenic	Intergenic	-2857	Nvec_vc1.1_LOC5517278	Nvec_vc1.1_LOC5517278	Nvec_vc1.1_XM_048732374			LOC5517278			NA
Ncol_pos_R2.mLb.clN_peak_14217	NC_064046.1	10891826	10892101	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5505894)	-promoter-TSS (Nvec_vc1.1_LOC5505894)	97	Nvec_vc1.1_LOC5505894	Nvec_vc1.1_LOC5505894	Nvec_vc1.1_XM_048720916			LOC5505894			NA
Ncol_pos_R2.mLb.clN_peak_13051	NC_064045.1	8088258	8088753	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC116616558)	-promoter-TSS (Nvec_vc1.1_LOC116616558)	-525	Nvec_vc1.1_LOC116616558	Nvec_vc1.1_LOC116616558	Nvec_vc1.1_XM_048720177			LOC116616558			NA
Ncol_pos_R2.mLb.clN_peak_11860	NC_064044.1	3264781	3265141	+	184	NA	Intergenic	Intergenic	-4926	Nvec_vc1.1_LOC5509986	Nvec_vc1.1_LOC5509986	Nvec_vc1.1_XM_001630409			LOC5509986			NA
Ncol_pos_R2.mLb.clN_peak_11889	NC_064044.1	3672381	3672852	+	184	NA	exon (Nvec_vc1.1_LOC5507719, exon 6 of 6)	-exon (Nvec_vc1.1_LOC5507719, exon 6 of 6)	8405	Nvec_vc1.1_LOC5507719	Nvec_vc1.1_LOC5507719	Nvec_vc1.1_XM_001628299			LOC5507719			NA
Ncol_pos_R2.mLb.clN_peak_9712	NC_064042.1	572972	573473	+	184	NA	exon (Nvec_vc1.1_LOC5505316, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5505316, exon 1 of 1)	894	Nvec_vc1.1_LOC5505316	Nvec_vc1.1_LOC5505316	Nvec_vc1.1_XM_001626102			LOC5505316			NA
Ncol_pos_R2.mLb.clN_peak_6984	NC_064039.1	7563864	7564617	+	184	NA	intron (Nvec_vc1.1_LOC5514986, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5514986, intron 1 of 4)	1555	Nvec_vc1.1_LOC5514986	Nvec_vc1.1_LOC5514986	Nvec_vc1.1_XM_032384704			LOC5514986			NA
Ncol_pos_R2.mLb.clN_peak_1121	NC_064034.1	17979653	17980170	+	184	NA	exon (Nvec_vc1.1_LOC116619311, exon 3 of 4)	-exon (Nvec_vc1.1_LOC116619311, exon 3 of 4)	1461	Nvec_vc1.1_LOC116619311	Nvec_vc1.1_LOC116619311	Nvec_vc1.1_XM_032383992			LOC116619311			NA
Ncol_pos_R2.mLb.clN_peak_4728	NC_064037.1	6865872	6866166	+	184	NA	TTS (Nvec_vc1.1_LOC116603379)	-TTS (Nvec_vc1.1_LOC116603379)	-2361	Nvec_vc1.1_LOC116603362	Nvec_vc1.1_LOC116603362	Nvec_vc1.1_XM_032364460			LOC116603362			NA
Ncol_pos_R2.mLb.clN_peak_10271	NC_064042.1	8813929	8814941	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5515390)	-promoter-TSS (Nvec_vc1.1_LOC5515390)	-250	Nvec_vc1.1_LOC5515390	Nvec_vc1.1_LOC5515390	Nvec_vc1.1_XM_032385142			LOC5515390			NA
Ncol_pos_R2.mLb.clN_peak_4565	NC_064037.1	4855777	4856252	+	184	NA	exon (Nvec_vc1.1_LOC5512877, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5512877, exon 1 of 2)	195	Nvec_vc1.1_LOC5512877	Nvec_vc1.1_LOC5512877	Nvec_vc1.1_XM_032382426			LOC5512877			NA
Ncol_pos_R2.mLb.clN_peak_2912	NC_064036.1	786417	787418	+	184	NA	intron (Nvec_vc1.1_LOC5517022, intron 1 of 18)	-intron (Nvec_vc1.1_LOC5517022, intron 1 of 18)	4700	Nvec_vc1.1_LOC5517022	Nvec_vc1.1_LOC5517022	Nvec_vc1.1_XM_032386970			LOC5517022			NA
Ncol_pos_R2.mLb.clN_peak_14903	NC_064047.1	7135300	7135929	+	184	NA	intron (Nvec_vc1.1_LOC116608645, intron 1 of 36)	-intron (Nvec_vc1.1_LOC116608645, intron 1 of 36)	514	Nvec_vc1.1_LOC116608645	Nvec_vc1.1_LOC116608645	Nvec_vc1.1_XM_048721867			LOC116608645			NA
Ncol_pos_R2.mLb.clN_peak_14819	NC_064047.1	5714094	5714684	+	184	NA	TTS (Nvec_vc1.1_LOC5513920)	-TTS (Nvec_vc1.1_LOC5513920)	460	Nvec_vc1.1_LOC5513919	Nvec_vc1.1_LOC5513919	Nvec_vc1.1_XM_001634087			LOC5513919			NA
Ncol_pos_R2.mLb.clN_peak_6167	NC_064038.1	11666515	11666951	+	184	NA	intron (Nvec_vc1.1_LOC5517643, intron 2 of 4)	-intron (Nvec_vc1.1_LOC5517643, intron 2 of 4)	2128	Nvec_vc1.1_LOC5517643	Nvec_vc1.1_LOC5517643	Nvec_vc1.1_XM_048727357			LOC5517643			NA
Ncol_pos_R2.mLb.clN_peak_384	NC_064034.1	6593998	6594223	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5519111)	-promoter-TSS (Nvec_vc1.1_LOC5519111)	-74	Nvec_vc1.1_LOC5519111	Nvec_vc1.1_LOC5519111	Nvec_vc1.1_XM_001638981			LOC5519111			NA
Ncol_pos_R2.mLb.clN_peak_2871	NC_064035.1	21678273	21679344	+	184	NA	TTS (Nvec_vc1.1_LOC5513144)	-TTS (Nvec_vc1.1_LOC5513144)	11236	Nvec_vc1.1_LOC5513144	Nvec_vc1.1_LOC5513144	Nvec_vc1.1_XM_001633398			LOC5513144			NA
Ncol_pos_R2.mLb.clN_peak_655	NC_064034.1	10285817	10286394	+	184	NA	promoter-TSS (Nvec_NVE25185)	-promoter-TSS (Nvec_NVE25185)	94	Nvec_NVE6437	Nvec_NVE6437	Nvec_NVE6437						NA
Ncol_pos_R2.mLb.clN_peak_4972	NC_064037.1	10455516	10456311	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC116619003)	-promoter-TSS (Nvec_vc1.1_LOC116619003)	27	Nvec_vc1.1_LOC116619003	Nvec_vc1.1_LOC116619003	Nvec_vc1.1_XM_032383288			LOC116619003			NA
Ncol_pos_R2.mLb.clN_peak_2748	NC_064035.1	19431131	19432138	+	184	NA	intron (Nvec_vc1.1_LOC116614549, intron 1 of 2)	-intron (Nvec_vc1.1_LOC116614549, intron 1 of 2)	9485	Nvec_vc1.1_LOC116614549	Nvec_vc1.1_LOC116614549	Nvec_vc1.1_XM_032375670			LOC116614549			NA
Ncol_pos_R2.mLb.clN_peak_2674	NC_064035.1	18659562	18660192	+	184	NA	Intergenic	Intergenic	-3442	Nvec_v1g244904	Nvec_v1g244904	Nvec_v1g244904						NA
Ncol_pos_R2.mLb.clN_peak_3388	NC_064036.1	7673355	7673700	+	184	NA	exon (Nvec_vc1.1_LOC5511263, exon 3 of 4)	-exon (Nvec_vc1.1_LOC5511263, exon 3 of 4)	5211	Nvec_vc1.1_LOC5511265	Nvec_vc1.1_LOC5511265	Nvec_vc1.1_XM_001631652			LOC5511265			NA
Ncol_pos_R2.mLb.clN_peak_10352	NC_064042.1	10291532	10292399	+	184	NA	exon (Nvec_vc1.1_LOC116618443, exon 1 of 53)	-exon (Nvec_vc1.1_LOC116618443, exon 1 of 53)	199	Nvec_vc1.1_LOC116618443	Nvec_vc1.1_LOC116618443	Nvec_vc1.1_XM_048732289			LOC116618443			NA
Ncol_pos_R2.mLb.clN_peak_5040	NC_064037.1	11412456	11412987	+	184	NA	exon (Nvec_vc1.1_LOC5516547, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5516547, exon 1 of 3)	150	Nvec_vc1.1_LOC5516547	Nvec_vc1.1_LOC5516547	Nvec_vc1.1_XM_032386442			LOC5516547			NA
Ncol_pos_R2.mLb.clN_peak_2493	NC_064035.1	16345226	16346203	+	184	NA	intron (Nvec_vc1.1_LOC5515709, intron 14 of 64)	-intron (Nvec_vc1.1_LOC5515709, intron 14 of 64)	-40464	Nvec_vc1.1_LOC5515695	Nvec_vc1.1_LOC5515695	Nvec_vc1.1_XM_001635769			LOC5515695			NA
Ncol_pos_R2.mLb.clN_peak_14441	NC_064046.1	13581574	13581838	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5503621)	-promoter-TSS (Nvec_vc1.1_LOC5503621)	79	Nvec_vc1.1_LOC5503621	Nvec_vc1.1_LOC5503621	Nvec_vc1.1_XM_001624583			LOC5503621			NA
Ncol_pos_R2.mLb.clN_peak_14442	NC_064046.1	13592757	13593283	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5503622)	-promoter-TSS (Nvec_vc1.1_LOC5503622)	-205	Nvec_vc1.1_LOC5503622	Nvec_vc1.1_LOC5503622	Nvec_vc1.1_XM_001624592			LOC5503622			NA
Ncol_pos_R2.mLb.clN_peak_12594	NC_064044.1	15539499	15540132	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC116614659)	-promoter-TSS (Nvec_vc1.1_LOC116614659)	55	Nvec_vc1.1_LOC116614659	Nvec_vc1.1_LOC116614659	Nvec_vc1.1_XM_048733931			LOC116614659			NA
Ncol_pos_R2.mLb.clN_peak_2828	NC_064035.1	20735432	20735737	+	184	NA	exon (Nvec_vc1.1_LOC116611798, exon 3 of 5)	-exon (Nvec_vc1.1_LOC116611798, exon 3 of 5)	967	Nvec_vc1.1_LOC116611798	Nvec_vc1.1_LOC116611798	Nvec_vc1.1_XM_048723070			LOC116611798			NA
Ncol_pos_R2.mLb.clN_peak_13922	NC_064046.1	4982283	4982815	+	184	NA	intron (Nvec_vc1.1_LOC5518040, intron 10 of 10)	-intron (Nvec_vc1.1_LOC5518040, intron 10 of 10)	5496	Nvec_vc1.1_LOC5518040	Nvec_vc1.1_LOC5518040	Nvec_vc1.1_XM_048720871			LOC5518040			NA
Ncol_pos_R2.mLb.clN_peak_7324	NC_064039.1	12082578	12083788	+	184	NA	Intergenic	Intergenic	6041	Nvec_vc1.1_LOC5520909	Nvec_vc1.1_LOC5520909	Nvec_vc1.1_XM_032366182			LOC5520909			NA
Ncol_pos_R2.mLb.clN_peak_235	NC_064034.1	4253880	4254300	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5517120)	-promoter-TSS (Nvec_vc1.1_LOC5517120)	-194	Nvec_vc1.1_LOC5517120	Nvec_vc1.1_LOC5517120	Nvec_vc1.1_XM_001637156			LOC5517120			NA
Ncol_pos_R2.mLb.clN_peak_6541	NC_064039.1	1958695	1959246	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5505381)	-promoter-TSS (Nvec_vc1.1_LOC5505381)	-123	Nvec_vc1.1_LOC5505381	Nvec_vc1.1_LOC5505381	Nvec_vc1.1_XM_048728852			LOC5505381			NA
Ncol_pos_R2.mLb.clN_peak_15017	NC_064047.1	9426623	9427122	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5509886)	-promoter-TSS (Nvec_vc1.1_LOC5509886)	3	Nvec_vc1.1_LOC5509886	Nvec_vc1.1_LOC5509886	Nvec_vc1.1_XM_048722005			LOC5509886			NA
Ncol_pos_R2.mLb.clN_peak_10516	NC_064042.1	12925015	12925258	+	184	NA	exon (Nvec_vc1.1_LOC125572399, exon 1 of 1)	-exon (Nvec_vc1.1_LOC125572399, exon 1 of 1)	120	Nvec_vc1.1_LOC125572399	Nvec_vc1.1_LOC125572399	Nvec_vc1.1_XM_048732890			LOC125572399			NA
Ncol_pos_R2.mLb.clN_peak_7329	NC_064039.1	12140378	12140660	+	184	NA	intron (Nvec_vc1.1_LOC5520920, intron 3 of 5)	-intron (Nvec_vc1.1_LOC5520920, intron 3 of 5)	5128	Nvec_vc1.1_LOC5520920	Nvec_vc1.1_LOC5520920	Nvec_vc1.1_XM_048728792			LOC5520920			NA
Ncol_pos_R2.mLb.clN_peak_14803	NC_064047.1	5306033	5306671	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5504736)	-promoter-TSS (Nvec_vc1.1_LOC5504736)	205	Nvec_vc1.1_LOC116612402	Nvec_vc1.1_LOC116612402	Nvec_vc1.1_XM_032373063			LOC116612402			NA
Ncol_pos_R2.mLb.clN_peak_6393	NC_064038.1	17929936	17930308	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5511801)	-promoter-TSS (Nvec_vc1.1_LOC5511801)	-894	Nvec_vc1.1_LOC5511801	Nvec_vc1.1_LOC5511801	Nvec_vc1.1_XM_032381136			LOC5511801			NA
Ncol_pos_R2.mLb.clN_peak_7829	NC_064040.1	4263494	4264355	+	184	NA	exon (Nvec_vc1.1_LOC116616650, exon 1 of 6)	-exon (Nvec_vc1.1_LOC116616650, exon 1 of 6)	239	Nvec_vc1.1_LOC116616650	Nvec_vc1.1_LOC116616650	Nvec_vc1.1_XM_032378654			LOC116616650			NA
Ncol_pos_R2.mLb.clN_peak_12403	NC_064044.1	11824809	11825385	+	184	NA	Intergenic	Intergenic	20329	Nvec_vc1.1_LOC5514711	Nvec_vc1.1_LOC5514711	Nvec_vc1.1_XM_001634854			LOC5514711			NA
Ncol_pos_R2.mLb.clN_peak_13300	NC_064045.1	11915416	11915831	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5520641)	-promoter-TSS (Nvec_vc1.1_LOC5520641)	-124	Nvec_vc1.1_LOC5520641	Nvec_vc1.1_LOC5520641	Nvec_vc1.1_XM_001640301			LOC5520641			NA
Ncol_pos_R2.mLb.clN_peak_6215	NC_064038.1	12732656	12733071	+	184	NA	Intergenic	Intergenic	-8242	Nvec_vc1.1_LOC5514184	Nvec_vc1.1_LOC5514184	Nvec_vc1.1_XM_001634336			LOC5514184			NA
Ncol_pos_R2.mLb.clN_peak_1186	NC_064034.1	18944670	18944959	+	184	NA	intron (Nvec_vc1.1_LOC5512310, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5512310, intron 1 of 4)	4718	Nvec_vc1.1_LOC5512310	Nvec_vc1.1_LOC5512310	Nvec_vc1.1_XM_001632595			LOC5512310			NA
Ncol_pos_R2.mLb.clN_peak_2346	NC_064035.1	14079466	14081097	+	184	NA	intron (Nvec_vc1.1_LOC5521794, intron 14 of 48)	-intron (Nvec_vc1.1_LOC5521794, intron 14 of 48)	28039	Nvec_vc1.1_LOC5521794	Nvec_vc1.1_LOC5521794	Nvec_vc1.1_XM_048723235			LOC5521794			NA
Ncol_pos_R2.mLb.clN_peak_7225	NC_064039.1	10520559	10521701	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5519916)	-promoter-TSS (Nvec_vc1.1_LOC5519916)	203	Nvec_vc1.1_LOC5519831	Nvec_vc1.1_LOC5519831	Nvec_vc1.1_XM_048728678			LOC5519831			NA
Ncol_pos_R2.mLb.clN_peak_12925	NC_064045.1	5845135	5845439	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5506391)	-promoter-TSS (Nvec_vc1.1_LOC5506391)	-330	Nvec_vc1.1_LOC5506391	Nvec_vc1.1_LOC5506391	Nvec_vc1.1_XM_048719819			LOC5506391			NA
Ncol_pos_R2.mLb.clN_peak_1990	NC_064035.1	8769401	8769695	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5516832)	-promoter-TSS (Nvec_vc1.1_LOC5516832)	366	Nvec_vc1.1_LOC5516831	Nvec_vc1.1_LOC5516831	Nvec_vc1.1_XM_032386718			LOC5516831			NA
Ncol_pos_R2.mLb.clN_peak_10177	NC_064042.1	7475094	7476130	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5518205)	-promoter-TSS (Nvec_vc1.1_LOC5518205)	-123	Nvec_vc1.1_LOC5518205	Nvec_vc1.1_LOC5518205	Nvec_vc1.1_XM_032362775			LOC5518205			NA
Ncol_pos_R2.mLb.clN_peak_8862	NC_064041.1	2459235	2460031	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC116611884)	-promoter-TSS (Nvec_vc1.1_LOC116611884)	-36	Nvec_vc1.1_LOC116611884	Nvec_vc1.1_LOC116611884	Nvec_vc1.1_XM_032372501			LOC116611884			NA
Ncol_pos_R2.mLb.clN_peak_2582	NC_064035.1	17419845	17420458	+	184	NA	exon (Nvec_vc1.1_LOC5515775, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5515775, exon 1 of 3)	119	Nvec_vc1.1_LOC5515775	Nvec_vc1.1_LOC5515775	Nvec_vc1.1_XM_001635834			LOC5515775			NA
Ncol_pos_R2.mLb.clN_peak_6540	NC_064039.1	1941211	1941974	+	184	NA	exon (Nvec_vc1.1_LOC5505387, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5505387, exon 1 of 1)	117	Nvec_vc1.1_LOC5505387	Nvec_vc1.1_LOC5505387	Nvec_vc1.1_XM_001626190			LOC5505387			NA
Ncol_pos_R2.mLb.clN_peak_935	NC_064034.1	14938283	14938663	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5502424)	-promoter-TSS (Nvec_vc1.1_LOC5502424)	69	Nvec_vc1.1_LOC5502424	Nvec_vc1.1_LOC5502424	Nvec_vc1.1_XM_032370686			LOC5502424			NA
Ncol_pos_R2.mLb.clN_peak_10147	NC_064042.1	6983535	6983899	+	184	NA	Intergenic	Intergenic	5725	Nvec_vc1.1_LOC5518184	Nvec_vc1.1_LOC5518184	Nvec_vc1.1_XM_001638107			LOC5518184			NA
Ncol_pos_R2.mLb.clN_peak_4258	NC_064036.1	20720282	20720946	+	184	NA	Intergenic	Intergenic	6524	Nvec_vc1.1_LOC5504116	Nvec_vc1.1_LOC5504116	Nvec_vc1.1_XM_001624999			LOC5504116			NA
Ncol_pos_R2.mLb.clN_peak_2670	NC_064035.1	18594249	18594964	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5509083)	-promoter-TSS (Nvec_vc1.1_LOC5509083)	55	Nvec_vc1.1_LOC5509083	Nvec_vc1.1_LOC5509083	Nvec_vc1.1_XM_048723937			LOC5509083			NA
Ncol_pos_R2.mLb.clN_peak_932	NC_064034.1	14919360	14920047	+	184	NA	Intergenic	Intergenic	3773	Nvec_vc1.1_LOC125562996	Nvec_vc1.1_LOC125562996	Nvec_vc1.1_XM_048727509			LOC125562996			NA
Ncol_pos_R2.mLb.clN_peak_11978	NC_064044.1	4837376	4838206	+	184	NA	promoter-TSS (Nvec_vc1.1_LOC5501379)	-promoter-TSS (Nvec_vc1.1_LOC5501379)	59	Nvec_vc1.1_LOC5501379	Nvec_vc1.1_LOC5501379	Nvec_vc1.1_XM_001622637			LOC5501379			NA
Ncol_pos_R2.mLb.clN_peak_15454	NC_064048.1	3531768	3532619	+	183	NA	Intergenic	Intergenic	19117	Nvec_vc1.1_LOC116619984	Nvec_vc1.1_LOC116619984	Nvec_vc1.1_XM_032385373			LOC116619984			NA
Ncol_pos_R2.mLb.clN_peak_5563	NC_064038.1	1321762	1322040	+	183	NA	Intergenic	Intergenic	-1463	Nvec_vc1.1_LOC5501007	Nvec_vc1.1_LOC5501007	Nvec_vc1.1_XM_048728165			LOC5501007			NA
Ncol_pos_R2.mLb.clN_peak_11929	NC_064044.1	4214629	4215832	+	183	NA	TTS (Nvec_vc1.1_LOC5503771)	-TTS (Nvec_vc1.1_LOC5503771)	-1446	Nvec_vc1.1_LOC5503753	Nvec_vc1.1_LOC5503753	Nvec_vc1.1_XM_032371997			LOC5503753			NA
Ncol_pos_R2.mLb.clN_peak_3374	NC_064036.1	7452308	7452707	+	183	NA	TTS (Nvec_vc1.1_LOC5513668)	-TTS (Nvec_vc1.1_LOC5513668)	-3427	Nvec_vc1.1_LOC5513666	Nvec_vc1.1_LOC5513666	Nvec_vc1.1_XM_032383178			LOC5513666			NA
Ncol_pos_R2.mLb.clN_peak_4578	NC_064037.1	5013628	5014197	+	183	NA	exon (Nvec_vc1.1_LOC5512929, exon 15 of 22)	-exon (Nvec_vc1.1_LOC5512929, exon 15 of 22)	6253	Nvec_vc1.1_LOC5512929	Nvec_vc1.1_LOC5512929	Nvec_vc1.1_XM_032382394			LOC5512929			NA
Ncol_pos_R2.mLb.clN_peak_4518	NC_064037.1	4280344	4281517	+	183	NA	Intergenic	Intergenic	-5979	Nvec_vc1.1_LOC5513118	Nvec_vc1.1_LOC5513118	Nvec_vc1.1_XM_048726174			LOC5513118			NA
Ncol_pos_R2.mLb.clN_peak_5624	NC_064038.1	3553489	3554035	+	183	NA	TTS (Nvec_NVE11739)	-TTS (Nvec_NVE11739)	4032	Nvec_NVE11739	Nvec_NVE11739	Nvec_NVE11739						NA
Ncol_pos_R2.mLb.clN_peak_11468	NC_064043.1	11855740	11856345	+	183	NA	intron (Nvec_vc1.1_LOC5510619, intron 1 of 6)	-intron (Nvec_vc1.1_LOC5510619, intron 1 of 6)	1471	Nvec_vc1.1_LOC5510619	Nvec_vc1.1_LOC5510619	Nvec_vc1.1_XM_001631000			LOC5510619			NA
Ncol_pos_R2.mLb.clN_peak_9324	NC_064041.1	10641484	10642155	+	183	NA	exon (Nvec_vc1.1_LOC116609589, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116609589, exon 1 of 1)	1972	Nvec_vc1.1_LOC116609589	Nvec_vc1.1_LOC116609589	Nvec_vc1.1_XM_032370382			LOC116609589			NA
Ncol_pos_R2.mLb.clN_peak_12516	NC_064044.1	13283879	13284189	+	183	NA	promoter-TSS (Nvec_vc1.1_LOC5517581)	-promoter-TSS (Nvec_vc1.1_LOC5517581)	83	Nvec_vc1.1_LOC5517581	Nvec_vc1.1_LOC5517581	Nvec_vc1.1_XM_048734004			LOC5517581			NA
