PeakID (cmd=annotatePeaks.pl Fox_pos_R1.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_pos_R1.mLb.clN_peak_6774	NC_064039.1	11126090	11126648	+	286	NA	promoter-TSS (Nvec_vc1.1_LOC5501716)	-promoter-TSS (Nvec_vc1.1_LOC5501716)	60	Nvec_vc1.1_LOC5501716	Nvec_vc1.1_LOC5501716	Nvec_vc1.1_XM_001622934			LOC5501716			NA
Fox_pos_R1.mLb.clN_peak_13081	NC_064046.1	6809585	6809876	+	285	NA	intron (Nvec_vc1.1_LOC5501978, intron 8 of 11)	-intron (Nvec_vc1.1_LOC5501978, intron 8 of 11)	15101	Nvec_vc1.1_LOC5501978	Nvec_vc1.1_LOC5501978	Nvec_vc1.1_XM_032370253			LOC5501978			NA
Fox_pos_R1.mLb.clN_peak_957	NC_064034.1	16860556	16861115	+	285	NA	intron (Nvec_vc1.1_LOC5502742, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5502742, intron 1 of 3)	2674	Nvec_vc1.1_LOC5502742	Nvec_vc1.1_LOC5502742	Nvec_vc1.1_XM_032371040			LOC5502742			NA
Fox_pos_R1.mLb.clN_peak_14907	NC_064048.1	10788376	10789008	+	285	NA	promoter-TSS (Nvec_vc1.1_LOC5512917)	-promoter-TSS (Nvec_vc1.1_LOC5512917)	95	Nvec_vc1.1_LOC5512917	Nvec_vc1.1_LOC5512917	Nvec_vc1.1_XM_032382397			LOC5512917			NA
Fox_pos_R1.mLb.clN_peak_9589	NC_064042.1	9580350	9581014	+	285	NA	intron (Nvec_vc1.1_LOC5506217, intron 13 of 14)	-intron (Nvec_vc1.1_LOC5506217, intron 13 of 14)	-4487	Nvec_vc1.1_LOC5506203	Nvec_vc1.1_LOC5506203	Nvec_vc1.1_XM_048732216			LOC5506203			NA
Fox_pos_R1.mLb.clN_peak_10414	NC_064043.1	6788320	6789006	+	285	NA	exon (Nvec_vc1.1_LOC116604619, exon 1 of 21)	-exon (Nvec_vc1.1_LOC116604619, exon 1 of 21)	110	Nvec_vc1.1_LOC116604619	Nvec_vc1.1_LOC116604619	Nvec_vc1.1_XM_048733221			LOC116604619			NA
Fox_pos_R1.mLb.clN_peak_4545	NC_064037.1	8646950	8647184	+	285	NA	promoter-TSS (Nvec_vc1.1_LOC5504001)	-promoter-TSS (Nvec_vc1.1_LOC5504001)	-26	Nvec_vc1.1_LOC5504001	Nvec_vc1.1_LOC5504001	Nvec_vc1.1_XM_032372281			LOC5504001			NA
Fox_pos_R1.mLb.clN_peak_4853	NC_064037.1	13746994	13747713	+	285	NA	promoter-TSS (Nvec_vc1.1_LOC5510894)	-promoter-TSS (Nvec_vc1.1_LOC5510894)	98	Nvec_vc1.1_LOC5510894	Nvec_vc1.1_LOC5510894	Nvec_vc1.1_XM_032380157			LOC5510894			NA
Fox_pos_R1.mLb.clN_peak_6392	NC_064039.1	5325941	5326714	+	285	NA	promoter-TSS (Nvec_vc1.1_LOC125567987)	-promoter-TSS (Nvec_vc1.1_LOC125567987)	-375	Nvec_vc1.1_LOC125567987	Nvec_vc1.1_LOC125567987	Nvec_vc1.1_XM_048729158			LOC125567987			NA
Fox_pos_R1.mLb.clN_peak_14892	NC_064048.1	10567614	10568589	+	285	NA	exon (Nvec_vc1.1_LOC116610742, exon 1 of 10)	-exon (Nvec_vc1.1_LOC116610742, exon 1 of 10)	104	Nvec_vc1.1_LOC116610742	Nvec_vc1.1_LOC116610742	Nvec_vc1.1_XM_032371524			LOC116610742			NA
Fox_pos_R1.mLb.clN_peak_3526	NC_064036.1	13069137	13070063	+	285	NA	Intergenic	Intergenic	-4197	Nvec_vc1.1_LOC5518651	Nvec_vc1.1_LOC5518651	Nvec_vc1.1_XM_048724867			LOC5518651			NA
Fox_pos_R1.mLb.clN_peak_5641	NC_064038.1	9761378	9762967	+	285	NA	Intergenic	Intergenic	7979	Nvec_vc1.1_LOC5508723	Nvec_vc1.1_LOC5508723	Nvec_vc1.1_XM_048728239			LOC5508723			NA
Fox_pos_R1.mLb.clN_peak_10822	NC_064043.1	13106835	13107320	+	285	NA	exon (Nvec_vc1.1_LOC5512529, exon 1 of 8)	-exon (Nvec_vc1.1_LOC5512529, exon 1 of 8)	186	Nvec_vc1.1_LOC5512529	Nvec_vc1.1_LOC5512529	Nvec_vc1.1_XM_001632772			LOC5512529			NA
Fox_pos_R1.mLb.clN_peak_11499	NC_064044.1	11255965	11256878	+	285	NA	exon (Nvec_vc1.1_LOC116612101, exon 2 of 2)	-exon (Nvec_vc1.1_LOC116612101, exon 2 of 2)	2987	Nvec_vc1.1_LOC116612101	Nvec_vc1.1_LOC116612101	Nvec_vc1.1_XM_032372710			LOC116612101			NA
Fox_pos_R1.mLb.clN_peak_12947	NC_064046.1	4347234	4348140	+	284	NA	exon (Nvec_vc1.1_LOC5501208, exon 1 of 4)	-exon (Nvec_vc1.1_LOC5501208, exon 1 of 4)	398	Nvec_vc1.1_LOC5501208	Nvec_vc1.1_LOC5501208	Nvec_vc1.1_XM_048720578			LOC5501208			NA
Fox_pos_R1.mLb.clN_peak_10781	NC_064043.1	12498791	12499413	+	284	NA	intron (Nvec_vc1.1_LOC5512527, intron 1 of 16)	-intron (Nvec_vc1.1_LOC5512527, intron 1 of 16)	937	Nvec_vc1.1_LOC5512527	Nvec_vc1.1_LOC5512527	Nvec_vc1.1_XM_048733681			LOC5512527			NA
Fox_pos_R1.mLb.clN_peak_7962	NC_064040.1	13373746	13376042	+	284	NA	Intergenic	Intergenic	-1429	Nvec_vc1.1_LOC116615419	Nvec_vc1.1_LOC116615419	Nvec_vc1.1_XM_032377026			LOC116615419			NA
Fox_pos_R1.mLb.clN_peak_6819	NC_064039.1	11886109	11886539	+	284	NA	promoter-TSS (Nvec_vc1.1_LOC5520913)	-promoter-TSS (Nvec_vc1.1_LOC5520913)	12	Nvec_vc1.1_LOC5520913	Nvec_vc1.1_LOC5520913	Nvec_vc1.1_XM_032366208			LOC5520913			NA
Fox_pos_R1.mLb.clN_peak_8334	NC_064041.1	3654913	3655330	+	284	NA	intron (Nvec_vc1.1_LOC5505859, intron 8 of 13)	-intron (Nvec_vc1.1_LOC5505859, intron 8 of 13)	4940	Nvec_vc1.1_LOC5505859	Nvec_vc1.1_LOC5505859	Nvec_vc1.1_XM_001626569			LOC5505859			NA
Fox_pos_R1.mLb.clN_peak_4413	NC_064037.1	6977300	6977538	+	284	NA	promoter-TSS (Nvec_vc1.1_LOC5519593)	-promoter-TSS (Nvec_vc1.1_LOC5519593)	-894	Nvec_vc1.1_LOC5519593	Nvec_vc1.1_LOC5519593	Nvec_vc1.1_XM_048725897			LOC5519593			NA
Fox_pos_R1.mLb.clN_peak_3365	NC_064036.1	10715572	10716045	+	284	NA	exon (Nvec_vc1.1_LOC5506164, exon 1 of 14)	-exon (Nvec_vc1.1_LOC5506164, exon 1 of 14)	179	Nvec_vc1.1_LOC5506164	Nvec_vc1.1_LOC5506164	Nvec_vc1.1_XM_048724533			LOC5506164			NA
Fox_pos_R1.mLb.clN_peak_13886	NC_064047.1	5871770	5872079	+	283	NA	promoter-TSS (Nvec_vc1.1_LOC5513883)	-promoter-TSS (Nvec_vc1.1_LOC5513883)	80	Nvec_vc1.1_LOC5513883	Nvec_vc1.1_LOC5513883	Nvec_vc1.1_XM_001634048			LOC5513883			NA
Fox_pos_R1.mLb.clN_peak_723	NC_064034.1	12174242	12174529	+	283	NA	promoter-TSS (Nvec_vc1.1_LOC5517414)	-promoter-TSS (Nvec_vc1.1_LOC5517414)	67	Nvec_vc1.1_LOC5517414	Nvec_vc1.1_LOC5517414	Nvec_vc1.1_XM_001637327			LOC5517414			NA
Fox_pos_R1.mLb.clN_peak_13162	NC_064046.1	8337191	8337834	+	283	NA	exon (Nvec_NVE7809, exon 1 of 1)	-exon (Nvec_NVE7809, exon 1 of 1)	134	Nvec_NVE7809	Nvec_NVE7809	Nvec_NVE7809						NA
Fox_pos_R1.mLb.clN_peak_7121	NC_064039.1	16550847	16551799	+	283	NA	TTS (Nvec_vc1.1_LOC5513291)	-TTS (Nvec_vc1.1_LOC5513291)	-1863	Nvec_vc1.1_LOC125568050	Nvec_vc1.1_LOC125568050	Nvec_vc1.1_XM_048729361			LOC125568050			NA
Fox_pos_R1.mLb.clN_peak_13644	NC_064047.1	1534727	1535036	+	283	NA	promoter-TSS (Nvec_vc1.1_LOC5518833)	-promoter-TSS (Nvec_vc1.1_LOC5518833)	68	Nvec_vc1.1_LOC116602264	Nvec_vc1.1_LOC116602264	Nvec_vc1.1_XM_032363616			LOC116602264			NA
Fox_pos_R1.mLb.clN_peak_12297	NC_064045.1	9881362	9881876	+	283	NA	exon (Nvec_vc1.1_LOC5508449, exon 5 of 5)	-exon (Nvec_vc1.1_LOC5508449, exon 5 of 5)	-3939	Nvec_vc1.1_LOC5508462	Nvec_vc1.1_LOC5508462	Nvec_vc1.1_XM_001628972			LOC5508462			NA
Fox_pos_R1.mLb.clN_peak_549	NC_064034.1	9425347	9425607	+	283	NA	promoter-TSS (Nvec_vc1.1_LOC5520345)	-promoter-TSS (Nvec_vc1.1_LOC5520345)	-38	Nvec_vc1.1_LOC5520345	Nvec_vc1.1_LOC5520345	Nvec_vc1.1_XM_001640128			LOC5520345			NA
Fox_pos_R1.mLb.clN_peak_3719	NC_064036.1	16004014	16004495	+	283	NA	TTS (Nvec_vc1.1_LOC5506713)	-TTS (Nvec_vc1.1_LOC5506713)	143	Nvec_vc1.1_LOC5506719	Nvec_vc1.1_LOC5506719	Nvec_vc1.1_XM_001627362			LOC5506719			NA
Fox_pos_R1.mLb.clN_peak_2410	NC_064035.1	17572983	17573763	+	283	NA	promoter-TSS (Nvec_vc1.1_LOC5508799)	-promoter-TSS (Nvec_vc1.1_LOC5508799)	-76	Nvec_vc1.1_LOC5508799	Nvec_vc1.1_LOC5508799	Nvec_vc1.1_XM_048724064			LOC5508799			NA
Fox_pos_R1.mLb.clN_peak_637	NC_064034.1	10971982	10973024	+	283	NA	promoter-TSS (Nvec_vc1.1_LOC5505248)	-promoter-TSS (Nvec_vc1.1_LOC5505248)	-153	Nvec_vc1.1_LOC5505248	Nvec_vc1.1_LOC5505248	Nvec_vc1.1_XM_001626043			LOC5505248			NA
Fox_pos_R1.mLb.clN_peak_4177	NC_064037.1	3734434	3735656	+	283	NA	exon (Nvec_vc1.1_LOC116614797, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116614797, exon 1 of 1)	102	Nvec_vc1.1_LOC116614797	Nvec_vc1.1_LOC116614797	Nvec_vc1.1_XM_032376217			LOC116614797			NA
Fox_pos_R1.mLb.clN_peak_9916	NC_064042.1	15176843	15177605	+	283	NA	TTS (Nvec_vc1.1_LOC5506607)	-TTS (Nvec_vc1.1_LOC5506607)	-1499	Nvec_vc1.1_LOC5506608	Nvec_vc1.1_LOC5506608	Nvec_vc1.1_XM_032375016			LOC5506608			NA
Fox_pos_R1.mLb.clN_peak_10713	NC_064043.1	11306146	11306883	+	282	NA	exon (Nvec_vc1.1_LOC5519166, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5519166, exon 2 of 2)	3134	Nvec_vc1.1_LOC5519166	Nvec_vc1.1_LOC5519166	Nvec_vc1.1_XM_032364016			LOC5519166			NA
Fox_pos_R1.mLb.clN_peak_10683	NC_064043.1	10948883	10949393	+	282	NA	intron (Nvec_vc1.1_LOC5519178, intron 7 of 8)	-intron (Nvec_vc1.1_LOC5519178, intron 7 of 8)	-4759	Nvec_vc1.1_LOC5519233	Nvec_vc1.1_LOC5519233	Nvec_vc1.1_XM_032364102			LOC5519233			NA
Fox_pos_R1.mLb.clN_peak_9708	NC_064042.1	11999682	12000753	+	282	NA	exon (Nvec_vc1.1_LOC5512396, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5512396, exon 1 of 5)	478	Nvec_vc1.1_LOC5512396	Nvec_vc1.1_LOC5512396	Nvec_vc1.1_XM_001632689			LOC5512396			NA
Fox_pos_R1.mLb.clN_peak_14533	NC_064048.1	4585311	4585981	+	282	NA	exon (Nvec_vc1.1_LOC5509265, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5509265, exon 1 of 3)	357	Nvec_vc1.1_LOC5509265	Nvec_vc1.1_LOC5509265	Nvec_vc1.1_XM_048722463			LOC5509265			NA
Fox_pos_R1.mLb.clN_peak_3052	NC_064036.1	6259533	6260397	+	282	NA	exon (Nvec_vc1.1_LOC5502975, exon 1 of 19)	-exon (Nvec_vc1.1_LOC5502975, exon 1 of 19)	179	Nvec_vc1.1_LOC5502975	Nvec_vc1.1_LOC5502975	Nvec_vc1.1_XM_048725649			LOC5502975			NA
Fox_pos_R1.mLb.clN_peak_12010	NC_064045.1	4720141	4720594	+	282	NA	promoter-TSS (Nvec_vc1.1_LOC5509641)	-promoter-TSS (Nvec_vc1.1_LOC5509641)	0	Nvec_vc1.1_LOC5509659	Nvec_vc1.1_LOC5509659	Nvec_vc1.1_XM_048720326			LOC5509659			NA
Fox_pos_R1.mLb.clN_peak_2500	NC_064035.1	18929117	18930165	+	282	NA	exon (Nvec_vc1.1_LOC5504257, exon 7 of 7)	-exon (Nvec_vc1.1_LOC5504257, exon 7 of 7)	6005	Nvec_vc1.1_LOC5504257	Nvec_vc1.1_LOC5504257	Nvec_vc1.1_XM_048723925			LOC5504257			NA
Fox_pos_R1.mLb.clN_peak_878	NC_064034.1	15381635	15382175	+	282	NA	exon (Nvec_NVE8746, exon 1 of 1)	-exon (Nvec_NVE8746, exon 1 of 1)	145	Nvec_NVE8746	Nvec_NVE8746	Nvec_NVE8746						NA
Fox_pos_R1.mLb.clN_peak_14878	NC_064048.1	10363015	10363949	+	282	NA	intron (Nvec_vc1.1_LOC5503201, intron 3 of 3)	-intron (Nvec_vc1.1_LOC5503201, intron 3 of 3)	-6210	Nvec_vc1.1_LOC125560635	Nvec_vc1.1_LOC125560635	Nvec_vc1.1_XM_048722545			LOC125560635			NA
Fox_pos_R1.mLb.clN_peak_2890	NC_064036.1	3906802	3907268	+	282	NA	promoter-TSS (Nvec_vc1.1_LOC5514208)	-promoter-TSS (Nvec_vc1.1_LOC5514208)	-3	Nvec_vc1.1_LOC5514208	Nvec_vc1.1_LOC5514208	Nvec_vc1.1_XM_032383840			LOC5514208			NA
Fox_pos_R1.mLb.clN_peak_4518	NC_064037.1	8176941	8177253	+	281	NA	exon (Nvec_vc1.1_LOC5519750, exon 1 of 7)	-exon (Nvec_vc1.1_LOC5519750, exon 1 of 7)	231	Nvec_vc1.1_LOC5519750	Nvec_vc1.1_LOC5519750	Nvec_vc1.1_XM_032364606			LOC5519750			NA
Fox_pos_R1.mLb.clN_peak_11312	NC_064044.1	7364811	7365631	+	281	NA	intron (Nvec_vc1.1_LOC5518481, intron 10 of 35)	-intron (Nvec_vc1.1_LOC5518481, intron 10 of 35)	7230	Nvec_vc1.1_LOC5518481	Nvec_vc1.1_LOC5518481	Nvec_vc1.1_XM_048734225			LOC5518481			NA
Fox_pos_R1.mLb.clN_peak_2864	NC_064036.1	3449482	3450349	+	281	NA	exon (Nvec_vc1.1_LOC5510041, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5510041, exon 1 of 2)	324	Nvec_vc1.1_LOC5510041	Nvec_vc1.1_LOC5510041	Nvec_vc1.1_XM_001630499			LOC5510041			NA
Fox_pos_R1.mLb.clN_peak_2007	NC_064035.1	11345747	11346244	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC5521121)	-promoter-TSS (Nvec_vc1.1_LOC5521121)	-95	Nvec_vc1.1_LOC5521108	Nvec_vc1.1_LOC5521108	Nvec_vc1.1_XM_001641003			LOC5521108			NA
Fox_pos_R1.mLb.clN_peak_1069	NC_064034.1	18645847	18646399	+	281	NA	promoter-TSS (Nvec_v1g207738)	-promoter-TSS (Nvec_v1g207738)	-502	Nvec_v1g207738	Nvec_v1g207738	Nvec_v1g207738						NA
Fox_pos_R1.mLb.clN_peak_232	NC_064034.1	4191862	4192083	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC5517117)	-promoter-TSS (Nvec_vc1.1_LOC5517117)	94	Nvec_vc1.1_LOC5517117	Nvec_vc1.1_LOC5517117	Nvec_vc1.1_XM_032387244			LOC5517117			NA
Fox_pos_R1.mLb.clN_peak_1764	NC_064035.1	7644646	7644922	+	281	NA	intron (Nvec_vc1.1_LOC5514364, intron 3 of 68)	-intron (Nvec_vc1.1_LOC5514364, intron 3 of 68)	6246	Nvec_vc1.1_LOC5514364	Nvec_vc1.1_LOC5514364	Nvec_vc1.1_XM_048720504			LOC5514364			NA
Fox_pos_R1.mLb.clN_peak_1790	NC_064035.1	8021591	8022030	+	281	NA	intron (Nvec_vc1.1_LOC5514351, intron 3 of 25)	-intron (Nvec_vc1.1_LOC5514351, intron 3 of 25)	4370	Nvec_vc1.1_LOC5514351	Nvec_vc1.1_LOC5514351	Nvec_vc1.1_XM_001634452			LOC5514351			NA
Fox_pos_R1.mLb.clN_peak_14563	NC_064048.1	5052163	5052908	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC116604731)	-promoter-TSS (Nvec_vc1.1_LOC116604731)	-606	Nvec_vc1.1_LOC116604731	Nvec_vc1.1_LOC116604731	Nvec_vc1.1_XM_032367476			LOC116604731			NA
Fox_pos_R1.mLb.clN_peak_8642	NC_064041.1	9702730	9703199	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC5519391)	-promoter-TSS (Nvec_vc1.1_LOC5519391)	-178	Nvec_vc1.1_LOC116603128	Nvec_vc1.1_LOC116603128	Nvec_vc1.1_XM_048730910			LOC116603128			NA
Fox_pos_R1.mLb.clN_peak_13786	NC_064047.1	4184473	4185086	+	281	NA	Intergenic	Intergenic	5759	Nvec_vc1.1_LOC5516684	Nvec_vc1.1_LOC5516684	Nvec_vc1.1_XM_001636687			LOC5516684			NA
Fox_pos_R1.mLb.clN_peak_2043	NC_064035.1	11882639	11883379	+	281	NA	intron (Nvec_vc1.1_LOC116619170, intron 3 of 22)	-intron (Nvec_vc1.1_LOC116619170, intron 3 of 22)	15963	Nvec_vc1.1_LOC116619170	Nvec_vc1.1_LOC116619170	Nvec_vc1.1_XM_032383658			LOC116619170			NA
Fox_pos_R1.mLb.clN_peak_14921	NC_064048.1	11094216	11095280	+	281	NA	intron (Nvec_vc1.1_LOC5499198, intron 1 of 27)	-intron (Nvec_vc1.1_LOC5499198, intron 1 of 27)	503	Nvec_vc1.1_LOC5499198	Nvec_vc1.1_LOC5499198	Nvec_vc1.1_XM_048722525			LOC5499198			NA
Fox_pos_R1.mLb.clN_peak_14830	NC_064048.1	9603865	9604327	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC5512421)	-promoter-TSS (Nvec_vc1.1_LOC5512421)	-790	Nvec_vc1.1_LOC5512421	Nvec_vc1.1_LOC5512421	Nvec_vc1.1_XM_032381894			LOC5512421			NA
Fox_pos_R1.mLb.clN_peak_13977	NC_064047.1	7967520	7968026	+	281	NA	exon (Nvec_vc1.1_LOC5510266, exon 1 of 22)	-exon (Nvec_vc1.1_LOC5510266, exon 1 of 22)	197	Nvec_vc1.1_LOC5510266	Nvec_vc1.1_LOC5510266	Nvec_vc1.1_XM_048721976			LOC5510266			NA
Fox_pos_R1.mLb.clN_peak_11712	NC_064044.1	14034185	14034777	+	281	NA	intron (Nvec_vc1.1_LOC116601203, intron 2 of 3)	-intron (Nvec_vc1.1_LOC116601203, intron 2 of 3)	1287	Nvec_vc1.1_LOC116601203	Nvec_vc1.1_LOC116601203	Nvec_vc1.1_XM_048734734			LOC116601203			NA
Fox_pos_R1.mLb.clN_peak_8714	NC_064041.1	11376651	11377058	+	281	NA	TTS (Nvec_vc1.1_LOC5515313)	-TTS (Nvec_vc1.1_LOC5515313)	9283	Nvec_vc1.1_LOC5515313	Nvec_vc1.1_LOC5515313	Nvec_vc1.1_XM_032384997			LOC5515313			NA
Fox_pos_R1.mLb.clN_peak_14320	NC_064048.1	860014	860407	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC5513459)	-promoter-TSS (Nvec_vc1.1_LOC5513459)	-106	Nvec_vc1.1_LOC5513459	Nvec_vc1.1_LOC5513459	Nvec_vc1.1_XM_048722999			LOC5513459			NA
Fox_pos_R1.mLb.clN_peak_11863	NC_064045.1	2649710	2649998	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC125557328)	-promoter-TSS (Nvec_vc1.1_LOC125557328)	-205	Nvec_vc1.1_LOC125557328	Nvec_vc1.1_LOC125557328	Nvec_vc1.1_XM_048719829			LOC125557328			NA
Fox_pos_R1.mLb.clN_peak_12733	NC_064046.1	1485247	1485665	+	281	NA	exon (Nvec_vc1.1_LOC5505168, exon 1 of 7)	-exon (Nvec_vc1.1_LOC5505168, exon 1 of 7)	130	Nvec_vc1.1_LOC5505168	Nvec_vc1.1_LOC5505168	Nvec_vc1.1_XM_001625955			LOC5505168			NA
Fox_pos_R1.mLb.clN_peak_7988	NC_064040.1	13850745	13851405	+	281	NA	exon (Nvec_vc1.1_LOC5502492, exon 1 of 45)	-exon (Nvec_vc1.1_LOC5502492, exon 1 of 45)	186	Nvec_vc1.1_LOC5502492	Nvec_vc1.1_LOC5502492	Nvec_vc1.1_XM_048729868			LOC5502492			NA
Fox_pos_R1.mLb.clN_peak_7935	NC_064040.1	13029152	13029467	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC5508220)	-promoter-TSS (Nvec_vc1.1_LOC5508220)	73	Nvec_vc1.1_LOC5508220	Nvec_vc1.1_LOC5508220	Nvec_vc1.1_XM_001628781			LOC5508220			NA
Fox_pos_R1.mLb.clN_peak_3013	NC_064036.1	5687974	5688444	+	281	NA	exon (Nvec_vc1.1_LOC5512749, exon 1 of 10)	-exon (Nvec_vc1.1_LOC5512749, exon 1 of 10)	200	Nvec_vc1.1_LOC5512749	Nvec_vc1.1_LOC5512749	Nvec_vc1.1_XM_032382238			LOC5512749			NA
Fox_pos_R1.mLb.clN_peak_8774	NC_064041.1	12977876	12978533	+	281	NA	exon (Nvec_vc1.1_LOC5516272, exon 2 of 4)	-exon (Nvec_vc1.1_LOC5516272, exon 2 of 4)	329	Nvec_vc1.1_LOC5516272	Nvec_vc1.1_LOC5516272	Nvec_vc1.1_XM_001636311			LOC5516272			NA
Fox_pos_R1.mLb.clN_peak_5347	NC_064038.1	4483963	4485059	+	281	NA	intron (Nvec_vc1.1_LOC5502595, intron 1 of 5)	-intron (Nvec_vc1.1_LOC5502595, intron 1 of 5)	1299	Nvec_vc1.1_LOC5502595	Nvec_vc1.1_LOC5502595	Nvec_vc1.1_XM_032370869			LOC5502595			NA
Fox_pos_R1.mLb.clN_peak_12255	NC_064045.1	9192770	9193065	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC116617912)	-promoter-TSS (Nvec_vc1.1_LOC116617912)	98	Nvec_vc1.1_LOC116617912	Nvec_vc1.1_LOC116617912	Nvec_vc1.1_XM_032381112			LOC116617912			NA
Fox_pos_R1.mLb.clN_peak_3190	NC_064036.1	7979480	7980093	+	281	NA	intron (Nvec_vc1.1_LOC5511275, intron 2 of 7)	-intron (Nvec_vc1.1_LOC5511275, intron 2 of 7)	838	Nvec_vc1.1_LOC5511275	Nvec_vc1.1_LOC5511275	Nvec_vc1.1_XM_001631637			LOC5511275			NA
Fox_pos_R1.mLb.clN_peak_6055	NC_064039.1	816328	817125	+	281	NA	Intergenic	Intergenic	-16233	Nvec_vc1.1_LOC5510519	Nvec_vc1.1_LOC5510519	Nvec_vc1.1_XM_048728579			LOC5510519			NA
Fox_pos_R1.mLb.clN_peak_13525	NC_064046.1	13939410	13940095	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC5506867)	-promoter-TSS (Nvec_vc1.1_LOC5506867)	-109	Nvec_vc1.1_LOC5506867	Nvec_vc1.1_LOC5506867	Nvec_vc1.1_XM_001627485			LOC5506867			NA
Fox_pos_R1.mLb.clN_peak_12759	NC_064046.1	1858741	1859251	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC5508145)	-promoter-TSS (Nvec_vc1.1_LOC5508145)	-17	Nvec_vc1.1_LOC5508145	Nvec_vc1.1_LOC5508145	Nvec_vc1.1_XM_001628698			LOC5508145			NA
Fox_pos_R1.mLb.clN_peak_98	NC_064034.1	2363492	2363712	+	281	NA	TTS (Nvec_vc1.1_LOC116611763)	-TTS (Nvec_vc1.1_LOC116611763)	4351	Nvec_vc1.1_LOC116611763	Nvec_vc1.1_LOC116611763	Nvec_vc1.1_XM_032372288			LOC116611763			NA
Fox_pos_R1.mLb.clN_peak_3004	NC_064036.1	5524749	5525444	+	281	NA	Intergenic	Intergenic	-1498	Nvec_vc1.1_LOC5512754	Nvec_vc1.1_LOC5512754	Nvec_vc1.1_XM_032382215			LOC5512754			NA
Fox_pos_R1.mLb.clN_peak_631	NC_064034.1	10631315	10632158	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC116614781)	-promoter-TSS (Nvec_vc1.1_LOC116614781)	-152	Nvec_vc1.1_LOC116614781	Nvec_vc1.1_LOC116614781	Nvec_vc1.1_XM_048727961			LOC116614781			NA
Fox_pos_R1.mLb.clN_peak_1222	NC_064034.1	21033426	21034323	+	281	NA	Intergenic	Intergenic	-20915	Nvec_vc1.1_LOC5518224	Nvec_vc1.1_LOC5518224	Nvec_vc1.1_XM_032362860			LOC5518224			NA
Fox_pos_R1.mLb.clN_peak_11232	NC_064044.1	5816765	5817018	+	281	NA	Intergenic	Intergenic	6677	Nvec_vc1.1_LOC5504101	Nvec_vc1.1_LOC5504101	Nvec_vc1.1_XM_048734551			LOC5504101			NA
Fox_pos_R1.mLb.clN_peak_1583	NC_064035.1	5099960	5100632	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC5505677)	-promoter-TSS (Nvec_vc1.1_LOC5505677)	-57	Nvec_vc1.1_LOC5505677	Nvec_vc1.1_LOC5505677	Nvec_vc1.1_XM_001626400			LOC5505677			NA
Fox_pos_R1.mLb.clN_peak_13849	NC_064047.1	5305990	5306733	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC5504736)	-promoter-TSS (Nvec_vc1.1_LOC5504736)	196	Nvec_vc1.1_LOC116612402	Nvec_vc1.1_LOC116612402	Nvec_vc1.1_XM_032373063			LOC116612402			NA
Fox_pos_R1.mLb.clN_peak_2975	NC_064036.1	4981428	4981751	+	281	NA	intron (Nvec_vc1.1_LOC5512606, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5512606, intron 1 of 2)	3708	Nvec_vc1.1_LOC5512606	Nvec_vc1.1_LOC5512606	Nvec_vc1.1_XM_001632877			LOC5512606			NA
Fox_pos_R1.mLb.clN_peak_13127	NC_064046.1	7502200	7502980	+	281	NA	promoter-TSS (Nvec_vc1.1_LOC5510840)	-promoter-TSS (Nvec_vc1.1_LOC5510840)	9	Nvec_vc1.1_LOC5510840	Nvec_vc1.1_LOC5510840	Nvec_vc1.1_XM_048721242			LOC5510840			NA
Fox_pos_R1.mLb.clN_peak_10514	NC_064043.1	8616703	8617654	+	280	NA	exon (Nvec_vc1.1_LOC5513512, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5513512, exon 1 of 1)	3591	Nvec_vc1.1_LOC5513512	Nvec_vc1.1_LOC5513512	Nvec_vc1.1_XM_032383060			LOC5513512			NA
