PeakID (cmd=annotatePeaks.pl Ncol_pos_R3.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Ncol_pos_R3.mLb.clN_peak_12269	NC_064044.1	7082182	7083454	+	250	NA	intron (Nvec_vc1.1_LOC5505260, intron 2 of 11)	-intron (Nvec_vc1.1_LOC5505260, intron 2 of 11)	504	Nvec_vc1.1_LOC5505260	Nvec_vc1.1_LOC5505260	Nvec_vc1.1_XM_032373693			LOC5505260			NA
Ncol_pos_R3.mLb.clN_peak_4554	NC_064037.1	3315471	3315778	+	250	NA	TTS (Nvec_vc1.1_LOC5507561)	-TTS (Nvec_vc1.1_LOC5507561)	242	Nvec_vc1.1_LOC116614805	Nvec_vc1.1_LOC116614805	Nvec_vc1.1_XM_032376248			LOC116614805			NA
Ncol_pos_R3.mLb.clN_peak_4025	NC_064036.1	15012787	15013401	+	250	NA	exon (Nvec_vc1.1_LOC5522168, exon 1 of 21)	-exon (Nvec_vc1.1_LOC5522168, exon 1 of 21)	104	Nvec_vc1.1_LOC5522168	Nvec_vc1.1_LOC5522168	Nvec_vc1.1_XM_032367558			LOC5522168			NA
Ncol_pos_R3.mLb.clN_peak_9216	NC_064041.1	5108361	5109243	+	250	NA	promoter-TSS (Nvec_NVE20383)	-promoter-TSS (Nvec_NVE20383)	-156	Nvec_NVE20383	Nvec_NVE20383	Nvec_NVE20383						NA
Ncol_pos_R3.mLb.clN_peak_1077	NC_064034.1	16994214	16994565	+	250	NA	promoter-TSS (Nvec_vc1.1_LOC116614827)	-promoter-TSS (Nvec_vc1.1_LOC116614827)	101	Nvec_vc1.1_LOC5507588	Nvec_vc1.1_LOC5507588	Nvec_vc1.1_XM_048728417			LOC5507588			NA
Ncol_pos_R3.mLb.clN_peak_4573	NC_064037.1	3642342	3642847	+	250	NA	promoter-TSS (Nvec_vc1.1_LOC5507529)	-promoter-TSS (Nvec_vc1.1_LOC5507529)	-21	Nvec_vc1.1_LOC5507529	Nvec_vc1.1_LOC5507529	Nvec_vc1.1_XM_001628120			LOC5507529			NA
Ncol_pos_R3.mLb.clN_peak_9045	NC_064041.1	2185340	2185884	+	250	NA	exon (Nvec_vc1.1_LOC5501329, exon 1 of 16)	-exon (Nvec_vc1.1_LOC5501329, exon 1 of 16)	104	Nvec_vc1.1_LOC5501329	Nvec_vc1.1_LOC5501329	Nvec_vc1.1_XM_048731539			LOC5501329			NA
Ncol_pos_R3.mLb.clN_peak_5618	NC_064037.1	18069340	18069811	+	250	NA	promoter-TSS (Nvec_vc1.1_LOC5503009)	-promoter-TSS (Nvec_vc1.1_LOC5503009)	63	Nvec_vc1.1_LOC5503009	Nvec_vc1.1_LOC5503009	Nvec_vc1.1_XM_001624069			LOC5503009			NA
Ncol_pos_R3.mLb.clN_peak_8088	NC_064040.1	5353131	5353581	+	250	NA	intron (Nvec_vc1.1_LOC5506996, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5506996, intron 1 of 1)	166	Nvec_vc1.1_LOC5506996	Nvec_vc1.1_LOC5506996	Nvec_vc1.1_XM_001627627			LOC5506996			NA
Ncol_pos_R3.mLb.clN_peak_5725	NC_064038.1	3006594	3007242	+	250	NA	intron (Nvec_vc1.1_LOC5503588, intron 1 of 20)	-intron (Nvec_vc1.1_LOC5503588, intron 1 of 20)	283	Nvec_vc1.1_LOC5503588	Nvec_vc1.1_LOC5503588	Nvec_vc1.1_XM_032371887			LOC5503588			NA
Ncol_pos_R3.mLb.clN_peak_2532	NC_064035.1	15673526	15674188	+	250	NA	exon (Nvec_vc1.1_LOC5516749, exon 1 of 27)	-exon (Nvec_vc1.1_LOC5516749, exon 1 of 27)	115	Nvec_vc1.1_LOC5516749	Nvec_vc1.1_LOC5516749	Nvec_vc1.1_XM_048721452			LOC5516749			NA
Ncol_pos_R3.mLb.clN_peak_3546	NC_064036.1	8091212	8091684	+	250	NA	promoter-TSS (Nvec_vc1.1_LOC5511242)	-promoter-TSS (Nvec_vc1.1_LOC5511242)	57	Nvec_vc1.1_LOC5511242	Nvec_vc1.1_LOC5511242	Nvec_vc1.1_XM_032380547			LOC5511242			NA
Ncol_pos_R3.mLb.clN_peak_4564	NC_064037.1	3437377	3438248	+	250	NA	promoter-TSS (Nvec_vc1.1_LOC5507542)	-promoter-TSS (Nvec_vc1.1_LOC5507542)	-43	Nvec_vc1.1_LOC116616712	Nvec_vc1.1_LOC116616712	Nvec_vc1.1_XM_048727013			LOC116616712			NA
Ncol_pos_R3.mLb.clN_peak_15847	NC_064048.1	8530394	8531071	+	250	NA	promoter-TSS (Nvec_vc1.1_LOC116610604)	-promoter-TSS (Nvec_vc1.1_LOC116610604)	-148	Nvec_vc1.1_LOC116610604	Nvec_vc1.1_LOC116610604	Nvec_vc1.1_XM_048722815			LOC116610604			NA
Ncol_pos_R3.mLb.clN_peak_8464	NC_064040.1	9873545	9875025	+	249	NA	promoter-TSS (Nvec_v1g199979)	-promoter-TSS (Nvec_v1g199979)	-802	Nvec_v1g199979	Nvec_v1g199979	Nvec_v1g199979						NA
Ncol_pos_R3.mLb.clN_peak_10180	NC_064042.1	5189889	5190655	+	249	NA	promoter-TSS (Nvec_vc1.1_LOC5511014)	-promoter-TSS (Nvec_vc1.1_LOC5511014)	-247	Nvec_vc1.1_LOC5511014	Nvec_vc1.1_LOC5511014	Nvec_vc1.1_XM_048732708			LOC5511014			NA
Ncol_pos_R3.mLb.clN_peak_3076	NC_064036.1	1701512	1702092	+	249	NA	exon (Nvec_vc1.1_LOC116621118, exon 3 of 3)	-exon (Nvec_vc1.1_LOC116621118, exon 3 of 3)	-2472	Nvec_vc1.1_LOC5517041	Nvec_vc1.1_LOC5517041	Nvec_vc1.1_XM_032387042			LOC5517041			NA
Ncol_pos_R3.mLb.clN_peak_1933	NC_064035.1	7386103	7386580	+	249	NA	promoter-TSS (Nvec_vc1.1_LOC5514376)	-promoter-TSS (Nvec_vc1.1_LOC5514376)	-86	Nvec_vc1.1_LOC5514344	Nvec_vc1.1_LOC5514344	Nvec_vc1.1_XM_032383879			LOC5514344			NA
Ncol_pos_R3.mLb.clN_peak_9281	NC_064041.1	6173314	6173514	+	249	NA	intron (Nvec_vc1.1_LOC5507253, intron 1 of 7)	-intron (Nvec_vc1.1_LOC5507253, intron 1 of 7)	1579	Nvec_vc1.1_LOC5507253	Nvec_vc1.1_LOC5507253	Nvec_vc1.1_XM_001627854			LOC5507253			NA
Ncol_pos_R3.mLb.clN_peak_16042	NW_026019277.1	73244	73974	+	249	NA	Intergenic	Intergenic	-8848	Nvec_vc1.1_LOC125560898	Nvec_vc1.1_LOC125560898	Nvec_vc1.1_XM_048723201			LOC125560898			NA
Ncol_pos_R3.mLb.clN_peak_5832	NC_064038.1	4465214	4467158	+	249	NA	intron (Nvec_vc1.1_LOC5502591, intron 3 of 6)	-intron (Nvec_vc1.1_LOC5502591, intron 3 of 6)	-6447	Nvec_vc1.1_LOC116610155	Nvec_vc1.1_LOC116610155	Nvec_vc1.1_XM_032370877			LOC116610155			NA
Ncol_pos_R3.mLb.clN_peak_4453	NC_064037.1	1855996	1856376	+	249	NA	promoter-TSS (Nvec_vc1.1_LOC5509216)	-promoter-TSS (Nvec_vc1.1_LOC5509216)	-96	Nvec_vc1.1_LOC5509216	Nvec_vc1.1_LOC5509216	Nvec_vc1.1_XM_032378095			LOC5509216			NA
Ncol_pos_R3.mLb.clN_peak_16028	NC_064048.1	12778514	12778783	+	249	NA	exon (Nvec_vc1.1_LOC5504474, exon 2 of 7)	-exon (Nvec_vc1.1_LOC5504474, exon 2 of 7)	2871	Nvec_vc1.1_LOC5504474	Nvec_vc1.1_LOC5504474	Nvec_vc1.1_XM_048722341			LOC5504474			NA
Ncol_pos_R3.mLb.clN_peak_11559	NC_064043.1	10575624	10576219	+	249	NA	promoter-TSS (Nvec_vc1.1_LOC5519252)	-promoter-TSS (Nvec_vc1.1_LOC5519252)	-836	Nvec_vc1.1_LOC5519252	Nvec_vc1.1_LOC5519252	Nvec_vc1.1_XM_001639041			LOC5519252			NA
Ncol_pos_R3.mLb.clN_peak_9691	NC_064041.1	14367899	14368253	+	248	NA	exon (Nvec_vc1.1_LOC5510496, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5510496, exon 1 of 1)	504	Nvec_vc1.1_LOC5510496	Nvec_vc1.1_LOC5510496	Nvec_vc1.1_XM_001630909			LOC5510496			NA
Ncol_pos_R3.mLb.clN_peak_3486	NC_064036.1	7309716	7311055	+	248	NA	promoter-TSS (Nvec_vc1.1_LOC5513661)	-promoter-TSS (Nvec_vc1.1_LOC5513661)	-535	Nvec_vc1.1_LOC5513661	Nvec_vc1.1_LOC5513661	Nvec_vc1.1_XM_001633821			LOC5513661			NA
Ncol_pos_R3.mLb.clN_peak_3939	NC_064036.1	13749135	13749596	+	248	NA	promoter-TSS (Nvec_NVE8358)	-promoter-TSS (Nvec_NVE8358)	177	Nvec_vc1.1_LOC5518734	Nvec_vc1.1_LOC5518734	Nvec_vc1.1_XM_001638627			LOC5518734			NA
Ncol_pos_R3.mLb.clN_peak_13360	NC_064045.1	10195513	10196277	+	248	NA	promoter-TSS (Nvec_vc1.1_LOC5514500)	-promoter-TSS (Nvec_vc1.1_LOC5514500)	-146	Nvec_vc1.1_LOC5514500	Nvec_vc1.1_LOC5514500	Nvec_vc1.1_XM_001634660			LOC5514500			NA
Ncol_pos_R3.mLb.clN_peak_11552	NC_064043.1	10489197	10489707	+	248	NA	promoter-TSS (Nvec_vc1.1_LOC5519196)	-promoter-TSS (Nvec_vc1.1_LOC5519196)	-5	Nvec_vc1.1_LOC5519196	Nvec_vc1.1_LOC5519196	Nvec_vc1.1_XM_001639044			LOC5519196			NA
Ncol_pos_R3.mLb.clN_peak_2234	NC_064035.1	10922219	10922735	+	248	NA	intron (Nvec_vc1.1_LOC5521263, intron 1 of 19)	-intron (Nvec_vc1.1_LOC5521263, intron 1 of 19)	191	Nvec_vc1.1_LOC5521263	Nvec_vc1.1_LOC5521263	Nvec_vc1.1_XM_001640898			LOC5521263			NA
Ncol_pos_R3.mLb.clN_peak_5307	NC_064037.1	13868162	13869228	+	248	NA	promoter-TSS (Nvec_vc1.1_LOC5510940)	-promoter-TSS (Nvec_vc1.1_LOC5510940)	-94	Nvec_vc1.1_LOC5510918	Nvec_vc1.1_LOC5510918	Nvec_vc1.1_XM_048725908			LOC5510918			NA
Ncol_pos_R3.mLb.clN_peak_1944	NC_064035.1	7541096	7541898	+	248	NA	promoter-TSS (Nvec_vc1.1_LOC5514339)	-promoter-TSS (Nvec_vc1.1_LOC5514339)	-60	Nvec_vc1.1_LOC5514339	Nvec_vc1.1_LOC5514339	Nvec_vc1.1_XM_048723835			LOC5514339			NA
Ncol_pos_R3.mLb.clN_peak_14499	NC_064046.1	12349358	12349703	+	247	NA	promoter-TSS (Nvec_vc1.1_LOC5519533)	-promoter-TSS (Nvec_vc1.1_LOC5519533)	59	Nvec_vc1.1_LOC5519533	Nvec_vc1.1_LOC5519533	Nvec_vc1.1_XM_001639307			LOC5519533			NA
Ncol_pos_R3.mLb.clN_peak_2505	NC_064035.1	15330501	15331127	+	247	NA	promoter-TSS (Nvec_vc1.1_LOC5521859)	-promoter-TSS (Nvec_vc1.1_LOC5521859)	37	Nvec_vc1.1_LOC5521859	Nvec_vc1.1_LOC5521859	Nvec_vc1.1_XM_032366892			LOC5521859			NA
Ncol_pos_R3.mLb.clN_peak_13948	NC_064046.1	3331373	3331790	+	247	NA	intron (Nvec_vc1.1_LOC125558949, intron 2 of 2)	-intron (Nvec_vc1.1_LOC125558949, intron 2 of 2)	-2187	Nvec_vc1.1_LOC5513423	Nvec_vc1.1_LOC5513423	Nvec_vc1.1_XM_032382958			LOC5513423			NA
Ncol_pos_R3.mLb.clN_peak_6268	NC_064038.1	11162940	11164435	+	247	NA	intron (Nvec_vc1.1_LOC5517686, intron 1 of 25)	-intron (Nvec_vc1.1_LOC5517686, intron 1 of 25)	319	Nvec_vc1.1_LOC5517686	Nvec_vc1.1_LOC5517686	Nvec_vc1.1_XM_001637576			LOC5517686			NA
Ncol_pos_R3.mLb.clN_peak_11585	NC_064043.1	11043424	11043939	+	247	NA	intron (Nvec_vc1.1_LOC5519229, intron 2 of 18)	-intron (Nvec_vc1.1_LOC5519229, intron 2 of 18)	710	Nvec_vc1.1_LOC5519229	Nvec_vc1.1_LOC5519229	Nvec_vc1.1_XM_048733761			LOC5519229			NA
Ncol_pos_R3.mLb.clN_peak_14038	NC_064046.1	4585295	4586171	+	247	NA	promoter-TSS (Nvec_NVE18866)	-promoter-TSS (Nvec_NVE18866)	-99	Nvec_NVE18866	Nvec_NVE18866	Nvec_NVE18866						NA
Ncol_pos_R3.mLb.clN_peak_14875	NC_064047.1	4159232	4159749	+	247	NA	intron (Nvec_vc1.1_LOC5516714, intron 4 of 8)	-intron (Nvec_vc1.1_LOC5516714, intron 4 of 8)	-5298	Nvec_vc1.1_LOC5499852	Nvec_vc1.1_LOC5499852	Nvec_vc1.1_XM_048721757			LOC5499852			NA
Ncol_pos_R3.mLb.clN_peak_6738	NC_064039.1	2617532	2618619	+	247	NA	promoter-TSS (Nvec_vc1.1_LOC5514571)	-promoter-TSS (Nvec_vc1.1_LOC5514571)	-340	Nvec_vc1.1_LOC5514571	Nvec_vc1.1_LOC5514571	Nvec_vc1.1_XM_001634700			LOC5514571			NA
Ncol_pos_R3.mLb.clN_peak_7916	NC_064040.1	3077401	3078709	+	247	NA	intron (Nvec_vc1.1_LOC116615087, intron 34 of 36)	-intron (Nvec_vc1.1_LOC116615087, intron 34 of 36)	-9175	Nvec_vc1.1_LOC5514883	Nvec_vc1.1_LOC5514883	Nvec_vc1.1_XM_032384577			LOC5514883			NA
Ncol_pos_R3.mLb.clN_peak_704	NC_064034.1	10515124	10515626	+	247	NA	exon (Nvec_vc1.1_LOC5507507, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5507507, exon 1 of 5)	131	Nvec_vc1.1_LOC5507507	Nvec_vc1.1_LOC5507507	Nvec_vc1.1_XM_032376147			LOC5507507			NA
Ncol_pos_R3.mLb.clN_peak_7097	NC_064039.1	6987421	6988139	+	247	NA	exon (Nvec_vc1.1_LOC5515075, exon 3 of 4)	-exon (Nvec_vc1.1_LOC5515075, exon 3 of 4)	4893	Nvec_vc1.1_LOC5515075	Nvec_vc1.1_LOC5515075	Nvec_vc1.1_XM_048729619			LOC5515075			NA
Ncol_pos_R3.mLb.clN_peak_13795	NC_064046.1	1443646	1444425	+	246	NA	exon (Nvec_vc1.1_LOC5505147, exon 1 of 11)	-exon (Nvec_vc1.1_LOC5505147, exon 1 of 11)	167	Nvec_vc1.1_LOC5505147	Nvec_vc1.1_LOC5505147	Nvec_vc1.1_XM_032373556			LOC5505147			NA
Ncol_pos_R3.mLb.clN_peak_11199	NC_064043.1	5897130	5898006	+	246	NA	intron (Nvec_vc1.1_LOC5521983, intron 4 of 4)	-intron (Nvec_vc1.1_LOC5521983, intron 4 of 4)	9744	Nvec_vc1.1_LOC5521983	Nvec_vc1.1_LOC5521983	Nvec_vc1.1_XM_032367288			LOC5521983			NA
Ncol_pos_R3.mLb.clN_peak_5432	NC_064037.1	15582397	15583637	+	246	NA	intron (Nvec_vc1.1_LOC5516087, intron 2 of 9)	-intron (Nvec_vc1.1_LOC5516087, intron 2 of 9)	2627	Nvec_vc1.1_LOC5516087	Nvec_vc1.1_LOC5516087	Nvec_vc1.1_XM_032385983			LOC5516087			NA
Ncol_pos_R3.mLb.clN_peak_11478	NC_064043.1	9583573	9584545	+	246	NA	promoter-TSS (Nvec_vc1.1_LOC5502584)	-promoter-TSS (Nvec_vc1.1_LOC5502584)	-42	Nvec_vc1.1_LOC5502584	Nvec_vc1.1_LOC5502584	Nvec_vc1.1_XM_032370857			LOC5502584			NA
Ncol_pos_R3.mLb.clN_peak_13144	NC_064045.1	6480508	6481387	+	246	NA	promoter-TSS (Nvec_vc1.1_LOC5508307)	-promoter-TSS (Nvec_vc1.1_LOC5508307)	-207	Nvec_vc1.1_LOC5508307	Nvec_vc1.1_LOC5508307	Nvec_vc1.1_XM_001628852			LOC5508307			NA
Ncol_pos_R3.mLb.clN_peak_14559	NC_064046.1	13144553	13145963	+	246	NA	intron (Nvec_vc1.1_LOC5508045, intron 1 of 6)	-intron (Nvec_vc1.1_LOC5508045, intron 1 of 6)	7919	Nvec_vc1.1_LOC5508045	Nvec_vc1.1_LOC5508045	Nvec_vc1.1_XM_048720479			LOC5508045			NA
Ncol_pos_R3.mLb.clN_peak_15215	NC_064047.1	9918763	9920040	+	246	NA	promoter-TSS (Nvec_vc1.1_LOC5510316)	-promoter-TSS (Nvec_vc1.1_LOC5510316)	-404	Nvec_vc1.1_LOC5510316	Nvec_vc1.1_LOC5510316	Nvec_vc1.1_XM_001630739			LOC5510316			NA
Ncol_pos_R3.mLb.clN_peak_1186	NC_064034.1	18618516	18619436	+	246	NA	Intergenic	Intergenic	-1431	Nvec_vc1.1_LOC5512346	Nvec_vc1.1_LOC5512346	Nvec_vc1.1_XM_032381738			LOC5512346			NA
Ncol_pos_R3.mLb.clN_peak_4098	NC_064036.1	15745529	15746501	+	246	NA	intron (Nvec_vc1.1_LOC5522129, intron 16 of 16)	-intron (Nvec_vc1.1_LOC5522129, intron 16 of 16)	7530	Nvec_vc1.1_LOC125561192	Nvec_vc1.1_LOC125561192	Nvec_vc1.1_XM_048724840			LOC125561192			NA
Ncol_pos_R3.mLb.clN_peak_13374	NC_064045.1	10335747	10336354	+	245	NA	Intergenic	Intergenic	-1412	Nvec_vc1.1_LOC5514537	Nvec_vc1.1_LOC5514537	Nvec_vc1.1_XM_048719944			LOC5514537			NA
Ncol_pos_R3.mLb.clN_peak_1839	NC_064035.1	5946756	5947395	+	245	NA	intron (Nvec_vc1.1_LOC5517926, intron 2 of 9)	-intron (Nvec_vc1.1_LOC5517926, intron 2 of 9)	999	Nvec_vc1.1_LOC5517926	Nvec_vc1.1_LOC5517926	Nvec_vc1.1_XM_032362465			LOC5517926			NA
Ncol_pos_R3.mLb.clN_peak_6813	NC_064039.1	3545117	3545459	+	245	NA	promoter-TSS (Nvec_vc1.1_LOC116614686)	-promoter-TSS (Nvec_vc1.1_LOC116614686)	-101	Nvec_vc1.1_LOC5507332	Nvec_vc1.1_LOC5507332	Nvec_vc1.1_XM_048729657			LOC5507332			NA
Ncol_pos_R3.mLb.clN_peak_1822	NC_064035.1	5759912	5760963	+	245	NA	promoter-TSS (Nvec_vc1.1_LOC5517858)	-promoter-TSS (Nvec_vc1.1_LOC5517858)	193	Nvec_vc1.1_LOC5517852	Nvec_vc1.1_LOC5517852	Nvec_vc1.1_XM_032362434			LOC5517852			NA
Ncol_pos_R3.mLb.clN_peak_11860	NC_064043.1	14579625	14580254	+	245	NA	promoter-TSS (Nvec_vc1.1_LOC5509437)	-promoter-TSS (Nvec_vc1.1_LOC5509437)	-82	Nvec_vc1.1_LOC5509437	Nvec_vc1.1_LOC5509437	Nvec_vc1.1_XM_001629886			LOC5509437			NA
Ncol_pos_R3.mLb.clN_peak_11962	NC_064044.1	636716	637178	+	245	NA	promoter-TSS (Nvec_vc1.1_LOC5511419)	-promoter-TSS (Nvec_vc1.1_LOC5511419)	6	Nvec_vc1.1_LOC5511419	Nvec_vc1.1_LOC5511419	Nvec_vc1.1_XM_032380762			LOC5511419			NA
Ncol_pos_R3.mLb.clN_peak_8189	NC_064040.1	6569871	6571604	+	245	NA	Intergenic	Intergenic	-9734	Nvec_vc1.1_LOC5520842	Nvec_vc1.1_LOC5520842	Nvec_vc1.1_XM_048730790			LOC5520842			NA
Ncol_pos_R3.mLb.clN_peak_13642	NC_064045.1	14485621	14486087	+	245	NA	intron (Nvec_vc1.1_LOC5520271, intron 2 of 19)	-intron (Nvec_vc1.1_LOC5520271, intron 2 of 19)	4894	Nvec_vc1.1_LOC5520271	Nvec_vc1.1_LOC5520271	Nvec_vc1.1_XM_048719646			LOC5520271			NA
Ncol_pos_R3.mLb.clN_peak_9555	NC_064041.1	11499359	11499686	+	244	NA	Intergenic	Intergenic	-1459	Nvec_vc1.1_LOC5515320	Nvec_vc1.1_LOC5515320	Nvec_vc1.1_XM_032385023			LOC5515320			NA
Ncol_pos_R3.mLb.clN_peak_11196	NC_064043.1	5860022	5860649	+	244	NA	TTS (Nvec_vc1.1_LOC5522099)	-TTS (Nvec_vc1.1_LOC5522099)	244	Nvec_vc1.1_LOC5522098	Nvec_vc1.1_LOC5522098	Nvec_vc1.1_XM_032367304			LOC5522098			NA
Ncol_pos_R3.mLb.clN_peak_14243	NC_064046.1	8498673	8499215	+	244	NA	intron (Nvec_vc1.1_LOC5503483, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5503483, intron 1 of 1)	1157	Nvec_vc1.1_LOC5503483	Nvec_vc1.1_LOC5503483	Nvec_vc1.1_XM_032371839			LOC5503483			NA
Ncol_pos_R3.mLb.clN_peak_2901	NC_064035.1	20551841	20552739	+	244	NA	exon (Nvec_vc1.1_LOC5516124, exon 10 of 10)	-exon (Nvec_vc1.1_LOC5516124, exon 10 of 10)	-2927	Nvec_NVE16860	Nvec_NVE16860	Nvec_NVE16860						NA
Ncol_pos_R3.mLb.clN_peak_3707	NC_064036.1	10656500	10657202	+	244	NA	exon (Nvec_vc1.1_LOC5506178, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5506178, exon 1 of 3)	504	Nvec_vc1.1_LOC5506178	Nvec_vc1.1_LOC5506178	Nvec_vc1.1_XM_032374564			LOC5506178			NA
Ncol_pos_R3.mLb.clN_peak_9944	NC_064042.1	1448137	1448988	+	244	NA	promoter-TSS (Nvec_vc1.1_LOC5509455)	-promoter-TSS (Nvec_vc1.1_LOC5509455)	50	Nvec_vc1.1_LOC5509444	Nvec_vc1.1_LOC5509444	Nvec_vc1.1_XM_048732983			LOC5509444			NA
Ncol_pos_R3.mLb.clN_peak_8488	NC_064040.1	10217698	10218191	+	244	NA	promoter-TSS (Nvec_vc1.1_LOC5518925)	-promoter-TSS (Nvec_vc1.1_LOC5518925)	-27	Nvec_vc1.1_LOC5518925	Nvec_vc1.1_LOC5518925	Nvec_vc1.1_XM_032363728			LOC5518925			NA
Ncol_pos_R3.mLb.clN_peak_12899	NC_064045.1	2918410	2919485	+	244	NA	promoter-TSS (Nvec_vc1.1_LOC116611066)	-promoter-TSS (Nvec_vc1.1_LOC116611066)	-802	Nvec_vc1.1_LOC116611066	Nvec_vc1.1_LOC116611066	Nvec_vc1.1_XM_048719367			LOC116611066			NA
Ncol_pos_R3.mLb.clN_peak_10714	NC_064042.1	13606364	13607706	+	244	NA	intron (Nvec_vc1.1_LOC5505434, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5505434, intron 1 of 3)	-16474	Nvec_NVE10188	Nvec_NVE10188	Nvec_NVE10188						NA
Ncol_pos_R3.mLb.clN_peak_13750	NC_064046.1	847555	848283	+	244	NA	promoter-TSS (Nvec_vc1.1_LOC5521488)	-promoter-TSS (Nvec_vc1.1_LOC5521488)	51	Nvec_vc1.1_LOC5521488	Nvec_vc1.1_LOC5521488	Nvec_vc1.1_XM_001641339			LOC5521488			NA
Ncol_pos_R3.mLb.clN_peak_12615	NC_064044.1	12404312	12404727	+	244	NA	promoter-TSS (Nvec_vc1.1_LOC5514724)	-promoter-TSS (Nvec_vc1.1_LOC5514724)	-127	Nvec_vc1.1_LOC5514724	Nvec_vc1.1_LOC5514724	Nvec_vc1.1_XM_032384312			LOC5514724			NA
Ncol_pos_R3.mLb.clN_peak_14036	NC_064046.1	4539806	4540129	+	244	NA	exon (Nvec_vc1.1_LOC5501452, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5501452, exon 1 of 5)	158	Nvec_vc1.1_LOC5501452	Nvec_vc1.1_LOC5501452	Nvec_vc1.1_XM_048720864			LOC5501452			NA
Ncol_pos_R3.mLb.clN_peak_3754	NC_064036.1	11326495	11327193	+	243	NA	promoter-TSS (Nvec_vc1.1_LOC5520060)	-promoter-TSS (Nvec_vc1.1_LOC5520060)	69	Nvec_vc1.1_LOC5520060	Nvec_vc1.1_LOC5520060	Nvec_vc1.1_XM_032365051			LOC5520060			NA
Ncol_pos_R3.mLb.clN_peak_5658	NC_064037.1	19130582	19130992	+	243	NA	Intergenic	Intergenic	-140346	Nvec_vc1.1_LOC5518703	Nvec_vc1.1_LOC5518703	Nvec_vc1.1_XM_032363456			LOC5518703			NA
Ncol_pos_R3.mLb.clN_peak_13574	NC_064045.1	13203791	13204218	+	243	NA	promoter-TSS (Nvec_vc1.1_LOC5520220)	-promoter-TSS (Nvec_vc1.1_LOC5520220)	88	Nvec_vc1.1_LOC5520220	Nvec_vc1.1_LOC5520220	Nvec_vc1.1_XM_001640017			LOC5520220			NA
Ncol_pos_R3.mLb.clN_peak_3382	NC_064036.1	6031816	6032515	+	243	NA	promoter-TSS (Nvec_vc1.1_LOC5512721)	-promoter-TSS (Nvec_vc1.1_LOC5512721)	100	Nvec_vc1.1_LOC5512721	Nvec_vc1.1_LOC5512721	Nvec_vc1.1_XM_001633023			LOC5512721			NA
Ncol_pos_R3.mLb.clN_peak_14919	NC_064047.1	4795095	4795771	+	243	NA	intron (Nvec_vc1.1_LOC116611467, intron 1 of 3)	-intron (Nvec_vc1.1_LOC116611467, intron 1 of 3)	3029	Nvec_vc1.1_LOC116611467	Nvec_vc1.1_LOC116611467	Nvec_vc1.1_XM_048721566			LOC116611467			NA
Ncol_pos_R3.mLb.clN_peak_1774	NC_064035.1	5310801	5311216	+	243	NA	promoter-TSS (Nvec_vc1.1_LOC125558947)	-promoter-TSS (Nvec_vc1.1_LOC125558947)	-180	Nvec_vc1.1_LOC125558947	Nvec_vc1.1_LOC125558947	Nvec_vc1.1_XM_048720490			LOC125558947			NA
Ncol_pos_R3.mLb.clN_peak_14628	NC_064046.1	14115373	14116220	+	243	NA	Intergenic	Intergenic	-3549	Nvec_vc1.1_LOC116614373	Nvec_vc1.1_LOC116614373	Nvec_vc1.1_XM_032375298			LOC116614373			NA
Ncol_pos_R3.mLb.clN_peak_14527	NC_064046.1	12842808	12843600	+	243	NA	intron (Nvec_vc1.1_LOC5519550, intron 4 of 13)	-intron (Nvec_vc1.1_LOC5519550, intron 4 of 13)	7975	Nvec_vc1.1_LOC5519550	Nvec_vc1.1_LOC5519550	Nvec_vc1.1_XM_048720895			LOC5519550			NA
Ncol_pos_R3.mLb.clN_peak_7664	NC_064039.1	14544547	14545076	+	243	NA	promoter-TSS (Nvec_v1g204395)	-promoter-TSS (Nvec_v1g204395)	-72	Nvec_v1g204395	Nvec_v1g204395	Nvec_v1g204395						NA
Ncol_pos_R3.mLb.clN_peak_7128	NC_064039.1	7264757	7265299	+	243	NA	exon (Nvec_v1g241767, exon 2 of 2)	-exon (Nvec_v1g241767, exon 2 of 2)	-1871	Nvec_vc1.1_LOC5515067	Nvec_vc1.1_LOC5515067	Nvec_vc1.1_XM_048729006			LOC5515067			NA
Ncol_pos_R3.mLb.clN_peak_5762	NC_064038.1	3674634	3676335	+	243	NA	TTS (Nvec_vc1.1_LOC5517801)	-TTS (Nvec_vc1.1_LOC5517801)	5273	Nvec_vc1.1_LOC116601453	Nvec_vc1.1_LOC116601453	Nvec_vc1.1_XM_032362245			LOC116601453			NA
