PeakID (cmd=annotatePeaks.pl Fox_neg_R2.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_neg_R2.mLb.clN_peak_2527	NC_064035.1	17352380	17352698	+	49	NA	exon (Nvec_vc1.1_LOC5515831, exon 2 of 5)	-exon (Nvec_vc1.1_LOC5515831, exon 2 of 5)	-1843	Nvec_vc1.1_LOC116620035	Nvec_vc1.1_LOC116620035	Nvec_vc1.1_XM_032385556			LOC116620035			NA
Fox_neg_R2.mLb.clN_peak_9487	NC_064041.1	11345403	11345799	+	49	NA	Intergenic	Intergenic	-3967	Nvec_vc1.1_LOC5515347	Nvec_vc1.1_LOC5515347	Nvec_vc1.1_XM_032384991			LOC5515347			NA
Fox_neg_R2.mLb.clN_peak_5667	NC_064038.1	3803765	3804180	+	49	NA	Intergenic	Intergenic	-2803	Nvec_vc1.1_LOC5517757	Nvec_vc1.1_LOC5517757	Nvec_vc1.1_XM_001637760			LOC5517757			NA
Fox_neg_R2.mLb.clN_peak_9214	NC_064041.1	6377230	6377689	+	49	NA	intron (Nvec_vc1.1_LOC5501576, intron 6 of 13)	-intron (Nvec_vc1.1_LOC5501576, intron 6 of 13)	25003	Nvec_vc1.1_LOC5501581	Nvec_vc1.1_LOC5501581	Nvec_vc1.1_XM_001622802			LOC5501581			NA
Fox_neg_R2.mLb.clN_peak_12030	NC_064044.1	3322503	3322754	+	49	NA	exon (Nvec_vc1.1_LOC116616891, exon 2 of 2)	-exon (Nvec_vc1.1_LOC116616891, exon 2 of 2)	2709	Nvec_vc1.1_LOC116616891	Nvec_vc1.1_LOC116616891	Nvec_vc1.1_XM_032379049			LOC116616891			NA
Fox_neg_R2.mLb.clN_peak_8502	NC_064040.1	12566771	12567620	+	49	NA	intron (Nvec_vc1.1_LOC5505796, intron 4 of 24)	-intron (Nvec_vc1.1_LOC5505796, intron 4 of 24)	26779	Nvec_vc1.1_LOC5505796	Nvec_vc1.1_LOC5505796	Nvec_vc1.1_XM_048729876			LOC5505796			NA
Fox_neg_R2.mLb.clN_peak_6221	NC_064038.1	12515602	12516462	+	49	NA	promoter-TSS (Nvec_vc1.1_LOC116619196)	-promoter-TSS (Nvec_vc1.1_LOC116619196)	-302	Nvec_vc1.1_LOC116619196	Nvec_vc1.1_LOC116619196	Nvec_vc1.1_XM_032383712			LOC116619196			NA
Fox_neg_R2.mLb.clN_peak_4234	NC_064037.1	1043302	1043729	+	49	NA	intron (Nvec_vc1.1_LOC5503961, intron 2 of 5)	-intron (Nvec_vc1.1_LOC5503961, intron 2 of 5)	3613	Nvec_vc1.1_LOC5503961	Nvec_vc1.1_LOC5503961	Nvec_vc1.1_XM_032372203			LOC5503961			NA
Fox_neg_R2.mLb.clN_peak_13824	NC_064046.1	2179050	2179540	+	49	NA	promoter-TSS (Nvec_vc1.1_LOC5508186)	-promoter-TSS (Nvec_vc1.1_LOC5508186)	20	Nvec_vc1.1_LOC5508167	Nvec_vc1.1_LOC5508167	Nvec_vc1.1_XM_032376924			LOC5508167			NA
Fox_neg_R2.mLb.clN_peak_14718	NC_064047.1	3110814	3111422	+	49	NA	intron (Nvec_vc1.1_LOC5501522, intron 9 of 12)	-intron (Nvec_vc1.1_LOC5501522, intron 9 of 12)	7602	Nvec_vc1.1_LOC5501522	Nvec_vc1.1_LOC5501522	Nvec_vc1.1_XM_048721491			LOC5501522			NA
Fox_neg_R2.mLb.clN_peak_14586	NC_064047.1	871236	871451	+	49	NA	exon (Nvec_vc1.1_LOC5512832, exon 2 of 14)	-exon (Nvec_vc1.1_LOC5512832, exon 2 of 14)	1936	Nvec_vc1.1_LOC5512832	Nvec_vc1.1_LOC5512832	Nvec_vc1.1_XM_032382321			LOC5512832			NA
Fox_neg_R2.mLb.clN_peak_12613	NC_064044.1	12778513	12779039	+	49	NA	promoter-TSS (Nvec_vc1.1_LOC5511798)	-promoter-TSS (Nvec_vc1.1_LOC5511798)	-138	Nvec_vc1.1_LOC5511798	Nvec_vc1.1_LOC5511798	Nvec_vc1.1_XM_032381163			LOC5511798			NA
Fox_neg_R2.mLb.clN_peak_13678	NC_064046.1	103038	103482	+	49	NA	promoter-TSS (Nvec_vc1.1_LOC5508548)	-promoter-TSS (Nvec_vc1.1_LOC5508548)	-20	Nvec_vc1.1_LOC5508568	Nvec_vc1.1_LOC5508568	Nvec_vc1.1_XM_001629094			LOC5508568			NA
Fox_neg_R2.mLb.clN_peak_1956	NC_064035.1	8806188	8806893	+	49	NA	promoter-TSS (Nvec_vc1.1_LOC5516835)	-promoter-TSS (Nvec_vc1.1_LOC5516835)	25	Nvec_vc1.1_LOC5516835	Nvec_vc1.1_LOC5516835	Nvec_vc1.1_XM_032386709			LOC5516835			NA
Fox_neg_R2.mLb.clN_peak_11724	NC_064043.1	13447943	13448347	+	49	NA	Intergenic	Intergenic	-3500	Nvec_vc1.1_LOC5502818	Nvec_vc1.1_LOC5502818	Nvec_vc1.1_XM_048733688			LOC5502818			NA
Fox_neg_R2.mLb.clN_peak_11766	NC_064043.1	13855841	13856389	+	49	NA	exon (Nvec_vc1.1_LOC116614322, exon 12 of 14)	-exon (Nvec_vc1.1_LOC116614322, exon 12 of 14)	-2072	Nvec_vc1.1_LOC5499072	Nvec_vc1.1_LOC5499072	Nvec_vc1.1_XM_001620666			LOC5499072			NA
Fox_neg_R2.mLb.clN_peak_4531	NC_064037.1	5220823	5221187	+	49	NA	TTS (Nvec_vc1.1_LOC116618569)	-TTS (Nvec_vc1.1_LOC116618569)	5896	Nvec_vc1.1_LOC116618571	Nvec_vc1.1_LOC116618571	Nvec_vc1.1_XM_032382449			LOC116618571			NA
Fox_neg_R2.mLb.clN_peak_2430	NC_064035.1	16228537	16228831	+	49	NA	promoter-TSS (Nvec_vc1.1_LOC5504575)	-promoter-TSS (Nvec_vc1.1_LOC5504575)	-83	Nvec_vc1.1_LOC5504575	Nvec_vc1.1_LOC5504575	Nvec_vc1.1_XM_001625413			LOC5504575			NA
Fox_neg_R2.mLb.clN_peak_10778	NC_064042.1	15328744	15329082	+	49	NA	Intergenic	Intergenic	-4121	Nvec_vc1.1_LOC5506623	Nvec_vc1.1_LOC5506623	Nvec_vc1.1_XM_001627253			LOC5506623			NA
Fox_neg_R2.mLb.clN_peak_5319	NC_064037.1	16214492	16214911	+	49	NA	intron (Nvec_vc1.1_LOC5500522, intron 2 of 6)	-intron (Nvec_vc1.1_LOC5500522, intron 2 of 6)	1693	Nvec_vc1.1_LOC5500522	Nvec_vc1.1_LOC5500522	Nvec_vc1.1_XM_048727179			LOC5500522			NA
Fox_neg_R2.mLb.clN_peak_10211	NC_064042.1	5962428	5962751	+	49	NA	promoter-TSS (Nvec_vc1.1_LOC5507077)	-promoter-TSS (Nvec_vc1.1_LOC5507077)	-489	Nvec_vc1.1_LOC5507077	Nvec_vc1.1_LOC5507077	Nvec_vc1.1_XM_032375574			LOC5507077			NA
Fox_neg_R2.mLb.clN_peak_13327	NC_064045.1	9748976	9749694	+	49	NA	promoter-TSS (Nvec_vc1.1_LOC5508445)	-promoter-TSS (Nvec_vc1.1_LOC5508445)	-399	Nvec_vc1.1_LOC5508445	Nvec_vc1.1_LOC5508445	Nvec_vc1.1_XM_032377220			LOC5508445			NA
Fox_neg_R2.mLb.clN_peak_4587	NC_064037.1	5982121	5982679	+	49	NA	intron (Nvec_vc1.1_LOC5509332, intron 13 of 45)	-intron (Nvec_vc1.1_LOC5509332, intron 13 of 45)	-23912	Nvec_vc1.1_LOC5509313	Nvec_vc1.1_LOC5509313	Nvec_vc1.1_XM_048725849			LOC5509313			NA
Fox_neg_R2.mLb.clN_peak_10606	NC_064042.1	12782886	12783127	+	49	NA	exon (Nvec_vc1.1_LOC5506801, exon 10 of 10)	-exon (Nvec_vc1.1_LOC5506801, exon 10 of 10)	-4292	Nvec_vc1.1_LOC5506802	Nvec_vc1.1_LOC5506802	Nvec_vc1.1_XM_048732585			LOC5506802			NA
Fox_neg_R2.mLb.clN_peak_15916	NC_064048.1	10260840	10261194	+	49	NA	intron (Nvec_vc1.1_LOC5514541, intron 38 of 81)	-intron (Nvec_vc1.1_LOC5514541, intron 38 of 81)	27642	Nvec_vc1.1_LOC5514541	Nvec_vc1.1_LOC5514541	Nvec_vc1.1_XM_048722574			LOC5514541			NA
Fox_neg_R2.mLb.clN_peak_8139	NC_064040.1	7565125	7566131	+	49	NA	exon (Nvec_vc1.1_LOC116614691, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116614691, exon 1 of 1)	230	Nvec_vc1.1_LOC116614691	Nvec_vc1.1_LOC116614691	Nvec_vc1.1_XM_032375981			LOC116614691			NA
Fox_neg_R2.mLb.clN_peak_8997	NC_064041.1	3216153	3216387	+	49	NA	intron (Nvec_vc1.1_LOC5507420, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5507420, intron 1 of 1)	526	Nvec_vc1.1_LOC5507420	Nvec_vc1.1_LOC5507420	Nvec_vc1.1_XM_032376069			LOC5507420			NA
Fox_neg_R2.mLb.clN_peak_8031	NC_064040.1	5939977	5940372	+	49	NA	exon (Nvec_vc1.1_LOC5520688, exon 22 of 22)	-exon (Nvec_vc1.1_LOC5520688, exon 22 of 22)	-1273	Nvec_vc1.1_LOC5520706	Nvec_vc1.1_LOC5520706	Nvec_vc1.1_XM_032365729			LOC5520706			NA
Fox_neg_R2.mLb.clN_peak_15078	NC_064047.1	9803905	9804137	+	49	NA	exon (Nvec_vc1.1_LOC5510331, exon 4 of 10)	-exon (Nvec_vc1.1_LOC5510331, exon 4 of 10)	5033	Nvec_vc1.1_LOC5510331	Nvec_vc1.1_LOC5510331	Nvec_vc1.1_XM_048721636			LOC5510331			NA
Fox_neg_R2.mLb.clN_peak_269	NC_064034.1	4445456	4446579	+	49	NA	intron (Nvec_vc1.1_LOC5517188, intron 25 of 40)	-intron (Nvec_vc1.1_LOC5517188, intron 25 of 40)	-3689	Nvec_vc1.1_LOC5517187	Nvec_vc1.1_LOC5517187	Nvec_vc1.1_XM_001637109			LOC5517187			NA
Fox_neg_R2.mLb.clN_peak_15613	NC_064048.1	4900625	4900938	+	49	NA	intron (Nvec_vc1.1_LOC5522358, intron 2 of 2)	-intron (Nvec_vc1.1_LOC5522358, intron 2 of 2)	2044	Nvec_vc1.1_LOC5522358	Nvec_vc1.1_LOC5522358	Nvec_vc1.1_XM_032367723			LOC5522358			NA
Fox_neg_R2.mLb.clN_peak_9383	NC_064041.1	9370488	9370832	+	49	NA	promoter-TSS (Nvec_vc1.1_LOC116603144)	-promoter-TSS (Nvec_vc1.1_LOC116603144)	-118	Nvec_vc1.1_LOC116603144	Nvec_vc1.1_LOC116603144	Nvec_vc1.1_XM_032364191			LOC116603144			NA
Fox_neg_R2.mLb.clN_peak_3166	NC_064036.1	5121254	5122489	+	49	NA	intron (Nvec_vc1.1_LOC5512767, intron 16 of 16)	-intron (Nvec_vc1.1_LOC5512767, intron 16 of 16)	6831	Nvec_vc1.1_LOC116618393	Nvec_vc1.1_LOC116618393	Nvec_vc1.1_XM_032381980			LOC116618393			NA
Fox_neg_R2.mLb.clN_peak_693	NC_064034.1	11248119	11249076	+	49	NA	exon (Nvec_vc1.1_LOC5517475, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5517475, exon 1 of 5)	187	Nvec_vc1.1_LOC5517475	Nvec_vc1.1_LOC5517475	Nvec_vc1.1_XM_032361866			LOC5517475			NA
Fox_neg_R2.mLb.clN_peak_13548	NC_064045.1	13152754	13153236	+	49	NA	intron (Nvec_vc1.1_LOC116603641, intron 2 of 4)	-intron (Nvec_vc1.1_LOC116603641, intron 2 of 4)	1684	Nvec_vc1.1_LOC116603641	Nvec_vc1.1_LOC116603641	Nvec_vc1.1_XM_048719943			LOC116603641			NA
Fox_neg_R2.mLb.clN_peak_11469	NC_064043.1	9783146	9783947	+	49	NA	intron (Nvec_vc1.1_LOC5519289, intron 10 of 34)	-intron (Nvec_vc1.1_LOC5519289, intron 10 of 34)	7572	Nvec_vc1.1_LOC5519289	Nvec_vc1.1_LOC5519289	Nvec_vc1.1_XM_048733234			LOC5519289			NA
Fox_neg_R2.mLb.clN_peak_4777	NC_064037.1	8873115	8873331	+	49	NA	Intergenic	Intergenic	17126	Nvec_vc1.1_LOC5506593	Nvec_vc1.1_LOC5506593	Nvec_vc1.1_XM_048726437			LOC5506593			NA
Fox_neg_R2.mLb.clN_peak_14268	NC_064046.1	10111548	10111897	+	49	NA	promoter-TSS (Nvec_vc1.1_LOC5513821)	-promoter-TSS (Nvec_vc1.1_LOC5513821)	-324	Nvec_vc1.1_LOC5513821	Nvec_vc1.1_LOC5513821	Nvec_vc1.1_XM_032383346			LOC5513821			NA
Fox_neg_R2.mLb.clN_peak_7813	NC_064040.1	2579142	2579651	+	49	NA	intron (Nvec_vc1.1_LOC116615095, intron 7 of 14)	-intron (Nvec_vc1.1_LOC116615095, intron 7 of 14)	4358	Nvec_vc1.1_LOC116615095	Nvec_vc1.1_LOC116615095	Nvec_vc1.1_XM_048729951			LOC116615095			NA
Fox_neg_R2.mLb.clN_peak_2426	NC_064035.1	16193762	16194373	+	49	NA	intron (Nvec_vc1.1_LOC5504570, intron 9 of 13)	-intron (Nvec_vc1.1_LOC5504570, intron 9 of 13)	10769	Nvec_vc1.1_LOC5504570	Nvec_vc1.1_LOC5504570	Nvec_vc1.1_XM_048724366			LOC5504570			NA
Fox_neg_R2.mLb.clN_peak_11483	NC_064043.1	10029830	10030470	+	49	NA	exon (Nvec_vc1.1_LOC5519211, exon 1 of 14)	-exon (Nvec_vc1.1_LOC5519211, exon 1 of 14)	134	Nvec_vc1.1_LOC5519211	Nvec_vc1.1_LOC5519211	Nvec_vc1.1_XM_048733675			LOC5519211			NA
Fox_neg_R2.mLb.clN_peak_7260	NC_064039.1	10266061	10266481	+	49	NA	intron (Nvec_vc1.1_LOC116603454, intron 1 of 1)	-intron (Nvec_vc1.1_LOC116603454, intron 1 of 1)	5011	Nvec_vc1.1_LOC116603454	Nvec_vc1.1_LOC116603454	Nvec_vc1.1_XM_032364655			LOC116603454			NA
Fox_neg_R2.mLb.clN_peak_1212	NC_064034.1	19970389	19971190	+	49	NA	intron (Nvec_vc1.1_LOC5507684, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5507684, intron 1 of 2)	339	Nvec_vc1.1_LOC5507684	Nvec_vc1.1_LOC5507684	Nvec_vc1.1_XM_001628271			LOC5507684			NA
Fox_neg_R2.mLb.clN_peak_12138	NC_064044.1	4831790	4832123	+	49	NA	intron (Nvec_vc1.1_LOC5501378, intron 5 of 5)	-intron (Nvec_vc1.1_LOC5501378, intron 5 of 5)	3239	Nvec_vc1.1_LOC5501378	Nvec_vc1.1_LOC5501378	Nvec_vc1.1_XM_048734278			LOC5501378			NA
Fox_neg_R2.mLb.clN_peak_11230	NC_064043.1	6467686	6467953	+	49	NA	intron (Nvec_vc1.1_LOC5521960, intron 1 of 18)	-intron (Nvec_vc1.1_LOC5521960, intron 1 of 18)	1366	Nvec_vc1.1_LOC5521960	Nvec_vc1.1_LOC5521960	Nvec_vc1.1_XM_032367348			LOC5521960			NA
Fox_neg_R2.mLb.clN_peak_4078	NC_064036.1	18237383	18238048	+	49	NA	Intergenic	Intergenic	-4465	Nvec_vc1.1_LOC5509364	Nvec_vc1.1_LOC5509364	Nvec_vc1.1_XM_001629854			LOC5509364			NA
Fox_neg_R2.mLb.clN_peak_3433	NC_064036.1	9203638	9204097	+	49	NA	promoter-TSS (Nvec_vc1.1_LOC5513204)	-promoter-TSS (Nvec_vc1.1_LOC5513204)	23	Nvec_vc1.1_LOC5513204	Nvec_vc1.1_LOC5513204	Nvec_vc1.1_XM_001633438			LOC5513204			NA
Fox_neg_R2.mLb.clN_peak_8407	NC_064040.1	11224835	11225047	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5507110)	-promoter-TSS (Nvec_vc1.1_LOC5507110)	-895	Nvec_vc1.1_LOC5507110	Nvec_vc1.1_LOC5507110	Nvec_vc1.1_XM_001627738			LOC5507110			NA
Fox_neg_R2.mLb.clN_peak_4285	NC_064037.1	1713889	1714103	+	48	NA	Intergenic	Intergenic	-2210	Nvec_vc1.1_LOC5509221	Nvec_vc1.1_LOC5509221	Nvec_vc1.1_XM_048726434			LOC5509221			NA
Fox_neg_R2.mLb.clN_peak_11323	NC_064043.1	7815778	7816029	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5521875)	-promoter-TSS (Nvec_vc1.1_LOC5521875)	88	Nvec_vc1.1_LOC5521875	Nvec_vc1.1_LOC5521875	Nvec_vc1.1_XM_032367334			LOC5521875			NA
Fox_neg_R2.mLb.clN_peak_14635	NC_064047.1	1667249	1667532	+	48	NA	intron (Nvec_vc1.1_LOC116602256, intron 12 of 12)	-intron (Nvec_vc1.1_LOC116602256, intron 12 of 12)	17152	Nvec_vc1.1_LOC116602256	Nvec_vc1.1_LOC116602256	Nvec_vc1.1_XM_048721428			LOC116602256			NA
Fox_neg_R2.mLb.clN_peak_9484	NC_064041.1	11308564	11308912	+	48	NA	Intergenic	Intergenic	-5253	Nvec_v1g135598	Nvec_v1g135598	Nvec_v1g135598						NA
Fox_neg_R2.mLb.clN_peak_15450	NC_064048.1	2279759	2280147	+	48	NA	intron (Nvec_vc1.1_LOC5502679, intron 2 of 14)	-intron (Nvec_vc1.1_LOC5502679, intron 2 of 14)	688	Nvec_vc1.1_LOC5502679	Nvec_vc1.1_LOC5502679	Nvec_vc1.1_XM_048722786			LOC5502679			NA
Fox_neg_R2.mLb.clN_peak_5431	NC_064037.1	17451257	17451567	+	48	NA	intron (Nvec_vc1.1_LOC116617678, intron 14 of 15)	-intron (Nvec_vc1.1_LOC116617678, intron 14 of 15)	16235	Nvec_vc1.1_LOC5511320	Nvec_vc1.1_LOC5511320	Nvec_vc1.1_XM_032380615			LOC5511320			NA
Fox_neg_R2.mLb.clN_peak_62	NC_064034.1	1562136	1562349	+	48	NA	intron (Nvec_vc1.1_LOC5516326, intron 35 of 46)	-intron (Nvec_vc1.1_LOC5516326, intron 35 of 46)	-14534	Nvec_vc1.1_LOC5516356	Nvec_vc1.1_LOC5516356	Nvec_vc1.1_XM_032386172			LOC5516356			NA
Fox_neg_R2.mLb.clN_peak_13247	NC_064045.1	8503938	8504152	+	48	NA	intron (Nvec_vc1.1_LOC116607028, intron 10 of 18)	-intron (Nvec_vc1.1_LOC116607028, intron 10 of 18)	13404	Nvec_vc1.1_LOC116607028	Nvec_vc1.1_LOC116607028	Nvec_vc1.1_XM_032368932			LOC116607028			NA
Fox_neg_R2.mLb.clN_peak_15748	NC_064048.1	7180144	7180529	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5509863)	-promoter-TSS (Nvec_vc1.1_LOC5509863)	-46	Nvec_vc1.1_LOC5509863	Nvec_vc1.1_LOC5509863	Nvec_vc1.1_XM_048722785			LOC5509863			NA
Fox_neg_R2.mLb.clN_peak_11292	NC_064043.1	7379794	7380057	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5521915)	-promoter-TSS (Nvec_vc1.1_LOC5521915)	98	Nvec_vc1.1_LOC5521915	Nvec_vc1.1_LOC5521915	Nvec_vc1.1_XM_048733359			LOC5521915			NA
Fox_neg_R2.mLb.clN_peak_6280	NC_064038.1	13538951	13539357	+	48	NA	intron (Nvec_vc1.1_LOC5502539, intron 36 of 42)	-intron (Nvec_vc1.1_LOC5502539, intron 36 of 42)	-8567	Nvec_vc1.1_LOC5503296	Nvec_vc1.1_LOC5503296	Nvec_vc1.1_XM_032371643			LOC5503296			NA
Fox_neg_R2.mLb.clN_peak_2116	NC_064035.1	11425051	11425763	+	48	NA	intron (Nvec_vc1.1_LOC125561016, intron 2 of 9)	-intron (Nvec_vc1.1_LOC125561016, intron 2 of 9)	1385	Nvec_vc1.1_LOC125561016	Nvec_vc1.1_LOC125561016	Nvec_vc1.1_XM_048723771			LOC125561016			NA
Fox_neg_R2.mLb.clN_peak_4829	NC_064037.1	9678738	9678943	+	48	NA	Intergenic	Intergenic	-3969	Nvec_vc1.1_LOC116604827	Nvec_vc1.1_LOC116604827	Nvec_vc1.1_XM_048726094			LOC116604827			NA
Fox_neg_R2.mLb.clN_peak_9053	NC_064041.1	3950319	3951600	+	48	NA	TTS (Nvec_vc1.1_LOC116610300)	-TTS (Nvec_vc1.1_LOC116610300)	1019	Nvec_vc1.1_LOC5502799	Nvec_vc1.1_LOC5502799	Nvec_vc1.1_XM_048731570			LOC5502799			NA
Fox_neg_R2.mLb.clN_peak_1630	NC_064035.1	4121810	4122133	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5514815)	-promoter-TSS (Nvec_vc1.1_LOC5514815)	125	Nvec_vc1.1_LOC5514859	Nvec_vc1.1_LOC5514859	Nvec_vc1.1_XM_048723266			LOC5514859			NA
Fox_neg_R2.mLb.clN_peak_1761	NC_064035.1	5930689	5931382	+	48	NA	TTS (Nvec_vc1.1_LOC5517866)	-TTS (Nvec_vc1.1_LOC5517866)	2841	Nvec_v1g91303	Nvec_v1g91303	Nvec_v1g91303						NA
Fox_neg_R2.mLb.clN_peak_11713	NC_064043.1	13342570	13342776	+	48	NA	exon (Nvec_vc1.1_LOC125573195, exon 1 of 7)	-exon (Nvec_vc1.1_LOC125573195, exon 1 of 7)	755	Nvec_vc1.1_LOC125573195	Nvec_vc1.1_LOC125573195	Nvec_vc1.1_XM_048733565			LOC125573195			NA
Fox_neg_R2.mLb.clN_peak_11278	NC_064043.1	7184329	7184569	+	48	NA	exon (Nvec_vc1.1_LOC5521922, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5521922, exon 1 of 1)	539	Nvec_vc1.1_LOC5521922	Nvec_vc1.1_LOC5521922	Nvec_vc1.1_XM_001641639			LOC5521922			NA
Fox_neg_R2.mLb.clN_peak_10376	NC_064042.1	8863850	8864067	+	48	NA	TTS (Nvec_vc1.1_LOC5515371)	-TTS (Nvec_vc1.1_LOC5515371)	-8534	Nvec_vc1.1_LOC5515373	Nvec_vc1.1_LOC5515373	Nvec_vc1.1_XM_001635456			LOC5515373			NA
Fox_neg_R2.mLb.clN_peak_5032	NC_064037.1	12809001	12809405	+	48	NA	Intergenic	Intergenic	3279	Nvec_vc1.1_LOC5508861	Nvec_vc1.1_LOC5508861	Nvec_vc1.1_XM_001629359			LOC5508861			NA
Fox_neg_R2.mLb.clN_peak_4100	NC_064036.1	18956600	18957078	+	48	NA	intron (Nvec_vc1.1_LOC5504265, intron 2 of 12)	-intron (Nvec_vc1.1_LOC5504265, intron 2 of 12)	4822	Nvec_vc1.1_LOC5504265	Nvec_vc1.1_LOC5504265	Nvec_vc1.1_XM_032372544			LOC5504265			NA
Fox_neg_R2.mLb.clN_peak_2822	NC_064035.1	21888882	21889097	+	48	NA	Intergenic	Intergenic	19746	Nvec_vc1.1_LOC116618681	Nvec_vc1.1_LOC116618681	Nvec_vc1.1_XM_032382676			LOC116618681			NA
Fox_neg_R2.mLb.clN_peak_6011	NC_064038.1	9096485	9096881	+	48	NA	intron (Nvec_vc1.1_LOC5518168, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5518168, intron 1 of 1)	9267	Nvec_vc1.1_LOC5518168	Nvec_vc1.1_LOC5518168	Nvec_vc1.1_XM_032362667			LOC5518168			NA
Fox_neg_R2.mLb.clN_peak_7836	NC_064040.1	3028586	3029757	+	48	NA	intron (Nvec_vc1.1_LOC116615087, intron 2 of 36)	-intron (Nvec_vc1.1_LOC116615087, intron 2 of 36)	1916	Nvec_vc1.1_LOC116615087	Nvec_vc1.1_LOC116615087	Nvec_vc1.1_XM_048730516			LOC116615087			NA
Fox_neg_R2.mLb.clN_peak_15201	NC_064047.1	11925566	11925769	+	48	NA	intron (Nvec_vc1.1_LOC5499744, intron 6 of 26)	-intron (Nvec_vc1.1_LOC5499744, intron 6 of 26)	16663	Nvec_vc1.1_LOC5499744	Nvec_vc1.1_LOC5499744	Nvec_vc1.1_XM_048722122			LOC5499744			NA
Fox_neg_R2.mLb.clN_peak_7611	NC_064039.1	15563431	15563979	+	48	NA	Intergenic	Intergenic	-2625	Nvec_vc1.1_LOC116609459	Nvec_vc1.1_LOC116609459	Nvec_vc1.1_XM_032370287			LOC116609459			NA
Fox_neg_R2.mLb.clN_peak_3904	NC_064036.1	15486960	15487504	+	48	NA	intron (Nvec_vc1.1_LOC116604767, intron 1 of 1)	-intron (Nvec_vc1.1_LOC116604767, intron 1 of 1)	1474	Nvec_vc1.1_LOC116604767	Nvec_vc1.1_LOC116604767	Nvec_vc1.1_XM_032367620			LOC116604767			NA
Fox_neg_R2.mLb.clN_peak_9236	NC_064041.1	6721871	6722237	+	48	NA	intron (Nvec_vc1.1_LOC5515228, intron 1 of 24)	-intron (Nvec_vc1.1_LOC5515228, intron 1 of 24)	1656	Nvec_vc1.1_LOC5515228	Nvec_vc1.1_LOC5515228	Nvec_vc1.1_XM_048731206			LOC5515228			NA
Fox_neg_R2.mLb.clN_peak_5536	NC_064037.1	19163878	19164079	+	48	NA	Intergenic	Intergenic	-107155	Nvec_vc1.1_LOC5518703	Nvec_vc1.1_LOC5518703	Nvec_vc1.1_XM_032363456			LOC5518703			NA
Fox_neg_R2.mLb.clN_peak_12773	NC_064044.1	15805569	15805957	+	48	NA	intron (Nvec_vc1.1_LOC5502460, intron 7 of 23)	-intron (Nvec_vc1.1_LOC5502460, intron 7 of 23)	23096	Nvec_vc1.1_LOC5502460	Nvec_vc1.1_LOC5502460	Nvec_vc1.1_XM_048734052			LOC5502460			NA
Fox_neg_R2.mLb.clN_peak_3588	NC_064036.1	11221113	11221712	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5519978)	-promoter-TSS (Nvec_vc1.1_LOC5519978)	-92	Nvec_vc1.1_LOC5519978	Nvec_vc1.1_LOC5519978	Nvec_vc1.1_XM_001639786			LOC5519978			NA
Fox_neg_R2.mLb.clN_peak_5879	NC_064038.1	6826664	6826883	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC116606147)	-promoter-TSS (Nvec_vc1.1_LOC116606147)	110	Nvec_vc1.1_LOC5504599	Nvec_vc1.1_LOC5504599	Nvec_vc1.1_XM_001625432			LOC5504599			NA
Fox_neg_R2.mLb.clN_peak_7263	NC_064039.1	10299664	10299899	+	48	NA	exon (Nvec_vc1.1_LOC116603457, exon 1 of 22)	-exon (Nvec_vc1.1_LOC116603457, exon 1 of 22)	116	Nvec_vc1.1_LOC116603457	Nvec_vc1.1_LOC116603457	Nvec_vc1.1_XM_032364668			LOC116603457			NA
Fox_neg_R2.mLb.clN_peak_8984	NC_064041.1	2997706	2997941	+	48	NA	Intergenic	Intergenic	6739	Nvec_vc1.1_LOC5502809	Nvec_vc1.1_LOC5502809	Nvec_vc1.1_XM_048731393			LOC5502809			NA
Fox_neg_R2.mLb.clN_peak_11362	NC_064043.1	8369254	8369491	+	48	NA	intron (Nvec_vc1.1_LOC116614358, intron 2 of 6)	-intron (Nvec_vc1.1_LOC116614358, intron 2 of 6)	-8568	Nvec_vc1.1_LOC116614357	Nvec_vc1.1_LOC116614357	Nvec_vc1.1_XM_032375264			LOC116614357			NA
