PeakID (cmd=annotatePeaks.pl Ncol_pos_R1.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Ncol_pos_R1.mLb.clN_peak_3820	NC_064037.1	1039680	1040134	+	152	NA	promoter-TSS (Nvec_vc1.1_LOC5503961)	-promoter-TSS (Nvec_vc1.1_LOC5503961)	5	Nvec_vc1.1_LOC5503961	Nvec_vc1.1_LOC5503961	Nvec_vc1.1_XM_032372203			LOC5503961			NA
Ncol_pos_R1.mLb.clN_peak_13998	NC_064048.1	9955834	9956130	+	152	NA	intron (Nvec_vc1.1_LOC116619411, intron 3 of 3)	-intron (Nvec_vc1.1_LOC116619411, intron 3 of 3)	-4728	Nvec_vc1.1_LOC5514562	Nvec_vc1.1_LOC5514562	Nvec_vc1.1_XM_032384170			LOC5514562			NA
Ncol_pos_R1.mLb.clN_peak_1709	NC_064035.1	8528227	8528693	+	152	NA	exon (Nvec_vc1.1_LOC5516772, exon 2 of 6)	-exon (Nvec_vc1.1_LOC5516772, exon 2 of 6)	220	Nvec_vc1.1_LOC5516772	Nvec_vc1.1_LOC5516772	Nvec_vc1.1_XM_001636763			LOC5516772			NA
Ncol_pos_R1.mLb.clN_peak_11499	NC_064045.1	6705389	6705981	+	152	NA	intron (Nvec_vc1.1_LOC5510108, intron 16 of 16)	-intron (Nvec_vc1.1_LOC5510108, intron 16 of 16)	-9528	Nvec_vc1.1_LOC5510092	Nvec_vc1.1_LOC5510092	Nvec_vc1.1_XM_032379225			LOC5510092			NA
Ncol_pos_R1.mLb.clN_peak_550	NC_064034.1	9813701	9814106	+	152	NA	promoter-TSS (Nvec_vc1.1_LOC5520321)	-promoter-TSS (Nvec_vc1.1_LOC5520321)	28	Nvec_vc1.1_LOC5520321	Nvec_vc1.1_LOC5520321	Nvec_vc1.1_XM_001640191			LOC5520321			NA
Ncol_pos_R1.mLb.clN_peak_1011	NC_064034.1	18519535	18520767	+	152	NA	exon (Nvec_vc1.1_LOC5514472, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5514472, exon 1 of 2)	148	Nvec_vc1.1_LOC5514472	Nvec_vc1.1_LOC5514472	Nvec_vc1.1_XM_001634573			LOC5514472			NA
Ncol_pos_R1.mLb.clN_peak_10775	NC_064044.1	8360891	8361776	+	152	NA	promoter-TSS (Nvec_vc1.1_LOC5518359)	-promoter-TSS (Nvec_vc1.1_LOC5518359)	42	Nvec_vc1.1_LOC5518359	Nvec_vc1.1_LOC5518359	Nvec_vc1.1_XM_001638336			LOC5518359			NA
Ncol_pos_R1.mLb.clN_peak_2345	NC_064035.1	18454223	18454988	+	152	NA	promoter-TSS (Nvec_vc1.1_LOC5509088)	-promoter-TSS (Nvec_vc1.1_LOC5509088)	-436	Nvec_vc1.1_LOC5509088	Nvec_vc1.1_LOC5509088	Nvec_vc1.1_XM_001629564			LOC5509088			NA
Ncol_pos_R1.mLb.clN_peak_10037	NC_064043.1	9746897	9747172	+	152	NA	promoter-TSS (Nvec_vc1.1_LOC5519293)	-promoter-TSS (Nvec_vc1.1_LOC5519293)	-8	Nvec_vc1.1_LOC5519293	Nvec_vc1.1_LOC5519293	Nvec_vc1.1_XM_001639073			LOC5519293			NA
Ncol_pos_R1.mLb.clN_peak_6282	NC_064039.1	8779387	8780101	+	152	NA	TTS (Nvec_vc1.1_LOC5508594)	-TTS (Nvec_vc1.1_LOC5508594)	15443	Nvec_vc1.1_LOC5508591	Nvec_vc1.1_LOC5508591	Nvec_vc1.1_XM_001629110			LOC5508591			NA
Ncol_pos_R1.mLb.clN_peak_6866	NC_064040.1	1785564	1786116	+	151	NA	promoter-TSS (Nvec_vc1.1_LOC5511983)	-promoter-TSS (Nvec_vc1.1_LOC5511983)	-451	Nvec_vc1.1_LOC5511983	Nvec_vc1.1_LOC5511983	Nvec_vc1.1_XM_001632305			LOC5511983			NA
Ncol_pos_R1.mLb.clN_peak_4177	NC_064037.1	6125750	6126687	+	151	NA	promoter-TSS (Nvec_vc1.1_LOC5509287)	-promoter-TSS (Nvec_vc1.1_LOC5509287)	185	Nvec_vc1.1_LOC5509285	Nvec_vc1.1_LOC5509285	Nvec_vc1.1_XM_048727152			LOC5509285			NA
Ncol_pos_R1.mLb.clN_peak_11169	NC_064044.1	15964083	15964558	+	151	NA	exon (Nvec_vc1.1_LOC116612335, exon 1 of 14)	-exon (Nvec_vc1.1_LOC116612335, exon 1 of 14)	126	Nvec_vc1.1_LOC116612335	Nvec_vc1.1_LOC116612335	Nvec_vc1.1_XM_048734722			LOC116612335			NA
Ncol_pos_R1.mLb.clN_peak_13986	NC_064048.1	9724856	9725648	+	151	NA	promoter-TSS (Nvec_v1g219625)	-promoter-TSS (Nvec_v1g219625)	-622	Nvec_v1g219625	Nvec_v1g219625	Nvec_v1g219625						NA
Ncol_pos_R1.mLb.clN_peak_6987	NC_064040.1	4283532	4283964	+	151	NA	promoter-TSS (Nvec_vc1.1_LOC5509712)	-promoter-TSS (Nvec_vc1.1_LOC5509712)	-64	Nvec_vc1.1_LOC5509712	Nvec_vc1.1_LOC5509712	Nvec_vc1.1_XM_032378672			LOC5509712			NA
Ncol_pos_R1.mLb.clN_peak_14018	NC_064048.1	10329378	10329989	+	151	NA	Intergenic	Intergenic	-3654	Nvec_vc1.1_LOC5514510	Nvec_vc1.1_LOC5514510	Nvec_vc1.1_XM_032384105			LOC5514510			NA
Ncol_pos_R1.mLb.clN_peak_3445	NC_064036.1	14093755	14095384	+	151	NA	Intergenic	Intergenic	-5614	Nvec_vc1.1_LOC116602153	Nvec_vc1.1_LOC116602153	Nvec_vc1.1_XM_048725721			LOC116602153			NA
Ncol_pos_R1.mLb.clN_peak_11956	NC_064045.1	14999566	15000253	+	151	NA	intron (Nvec_vc1.1_LOC5506883, intron 1 of 28)	-intron (Nvec_vc1.1_LOC5506883, intron 1 of 28)	3332	Nvec_vc1.1_LOC5506883	Nvec_vc1.1_LOC5506883	Nvec_vc1.1_XM_032375342			LOC5506883			NA
Ncol_pos_R1.mLb.clN_peak_12166	NC_064046.1	3099896	3100403	+	151	NA	intron (Nvec_vc1.1_LOC5513415, intron 2 of 3)	-intron (Nvec_vc1.1_LOC5513415, intron 2 of 3)	2483	Nvec_vc1.1_LOC5513415	Nvec_vc1.1_LOC5513415	Nvec_vc1.1_XM_032382906			LOC5513415			NA
Ncol_pos_R1.mLb.clN_peak_1723	NC_064035.1	8717143	8718020	+	151	NA	intron (Nvec_vc1.1_LOC5516829, intron 2 of 4)	-intron (Nvec_vc1.1_LOC5516829, intron 2 of 4)	3187	Nvec_vc1.1_LOC5516829	Nvec_vc1.1_LOC5516829	Nvec_vc1.1_XM_032386751			LOC5516829			NA
Ncol_pos_R1.mLb.clN_peak_635	NC_064034.1	11232274	11232978	+	151	NA	promoter-TSS (Nvec_vc1.1_LOC5517407)	-promoter-TSS (Nvec_vc1.1_LOC5517407)	-109	Nvec_vc1.1_LOC5517407	Nvec_vc1.1_LOC5517407	Nvec_vc1.1_XM_001637445			LOC5517407			NA
Ncol_pos_R1.mLb.clN_peak_5059	NC_064038.1	4295512	4296023	+	151	NA	intron (Nvec_vc1.1_LOC5517777, intron 4 of 19)	-intron (Nvec_vc1.1_LOC5517777, intron 4 of 19)	5657	Nvec_vc1.1_LOC5517777	Nvec_vc1.1_LOC5517777	Nvec_vc1.1_XM_048727536			LOC5517777			NA
Ncol_pos_R1.mLb.clN_peak_683	NC_064034.1	11951088	11951990	+	151	NA	intron (Nvec_vc1.1_LOC5517383, intron 1 of 8)	-intron (Nvec_vc1.1_LOC5517383, intron 1 of 8)	2953	Nvec_vc1.1_LOC5517383	Nvec_vc1.1_LOC5517383	Nvec_vc1.1_XM_048724032			LOC5517383			NA
Ncol_pos_R1.mLb.clN_peak_10520	NC_064044.1	3686655	3687101	+	151	NA	Intergenic	Intergenic	3173	Nvec_vc1.1_LOC5507713	Nvec_vc1.1_LOC5507713	Nvec_vc1.1_XM_001628300			LOC5507713			NA
Ncol_pos_R1.mLb.clN_peak_13906	NC_064048.1	8391121	8391541	+	151	NA	promoter-TSS (Nvec_vc1.1_LOC5506078)	-promoter-TSS (Nvec_vc1.1_LOC5506078)	-41	Nvec_vc1.1_LOC5506078	Nvec_vc1.1_LOC5506078	Nvec_vc1.1_XM_032374445			LOC5506078			NA
Ncol_pos_R1.mLb.clN_peak_8195	NC_064041.1	8933483	8933956	+	151	NA	TTS (Nvec_vc1.1_LOC5519334)	-TTS (Nvec_vc1.1_LOC5519334)	191	Nvec_vc1.1_LOC5519335	Nvec_vc1.1_LOC5519335	Nvec_vc1.1_XM_001639184			LOC5519335			NA
Ncol_pos_R1.mLb.clN_peak_7902	NC_064041.1	3325739	3326016	+	151	NA	exon (Nvec_vc1.1_LOC5505860, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5505860, exon 2 of 2)	1865	Nvec_vc1.1_LOC5505860	Nvec_vc1.1_LOC5505860	Nvec_vc1.1_XM_032374195			LOC5505860			NA
Ncol_pos_R1.mLb.clN_peak_2781	NC_064036.1	4143558	4144315	+	150	NA	promoter-TSS (Nvec_vc1.1_LOC5503188)	-promoter-TSS (Nvec_vc1.1_LOC5503188)	-68	Nvec_vc1.1_LOC5503179	Nvec_vc1.1_LOC5503179	Nvec_vc1.1_XM_032371476			LOC5503179			NA
Ncol_pos_R1.mLb.clN_peak_9323	NC_064042.1	13021953	13022559	+	150	NA	intron (Nvec_vc1.1_LOC5506813, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5506813, intron 1 of 3)	13814	Nvec_vc1.1_LOC125556804	Nvec_vc1.1_LOC125556804	Nvec_vc1.1_XM_048732083			LOC125556804			NA
Ncol_pos_R1.mLb.clN_peak_11267	NC_064045.1	2918972	2919451	+	150	NA	Intergenic	Intergenic	-1066	Nvec_vc1.1_LOC116611066	Nvec_vc1.1_LOC116611066	Nvec_vc1.1_XM_048719367			LOC116611066			NA
Ncol_pos_R1.mLb.clN_peak_5433	NC_064038.1	10911843	10912213	+	150	NA	promoter-TSS (Nvec_vc1.1_LOC5517608)	-promoter-TSS (Nvec_vc1.1_LOC5517608)	44	Nvec_vc1.1_LOC5517608	Nvec_vc1.1_LOC5517608	Nvec_vc1.1_XM_032362161			LOC5517608			NA
Ncol_pos_R1.mLb.clN_peak_8475	NC_064041.1	14834913	14835425	+	150	NA	intron (Nvec_vc1.1_LOC5510491, intron 21 of 41)	-intron (Nvec_vc1.1_LOC5510491, intron 21 of 41)	4371	Nvec_vc1.1_LOC116617184	Nvec_vc1.1_LOC116617184	Nvec_vc1.1_XM_032379650			LOC116617184			NA
Ncol_pos_R1.mLb.clN_peak_8850	NC_064042.1	4678800	4679325	+	150	NA	exon (Nvec_vc1.1_LOC116617516, exon 1 of 6)	-exon (Nvec_vc1.1_LOC116617516, exon 1 of 6)	155	Nvec_vc1.1_LOC116617516	Nvec_vc1.1_LOC116617516	Nvec_vc1.1_XM_048732353			LOC116617516			NA
Ncol_pos_R1.mLb.clN_peak_13770	NC_064048.1	5434260	5434900	+	150	NA	intron (Nvec_vc1.1_LOC5522335, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5522335, intron 1 of 1)	1102	Nvec_vc1.1_LOC5522335	Nvec_vc1.1_LOC5522335	Nvec_vc1.1_XM_032367432			LOC5522335			NA
Ncol_pos_R1.mLb.clN_peak_2693	NC_064036.1	2638747	2639809	+	150	NA	intron (Nvec_vc1.1_LOC5504352, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5504352, intron 1 of 2)	2467	Nvec_vc1.1_LOC5504352	Nvec_vc1.1_LOC5504352	Nvec_vc1.1_XM_032372659			LOC5504352			NA
Ncol_pos_R1.mLb.clN_peak_11729	NC_064045.1	11022080	11023339	+	150	NA	exon (Nvec_vc1.1_LOC5520682, exon 1 of 10)	-exon (Nvec_vc1.1_LOC5520682, exon 1 of 10)	208	Nvec_vc1.1_LOC5520682	Nvec_vc1.1_LOC5520682	Nvec_vc1.1_XM_048719784			LOC5520682			NA
Ncol_pos_R1.mLb.clN_peak_1477	NC_064035.1	4608557	4609180	+	150	NA	promoter-TSS (Nvec_vc1.1_LOC5508910)	-promoter-TSS (Nvec_vc1.1_LOC5508910)	45	Nvec_vc1.1_LOC116615981	Nvec_vc1.1_LOC116615981	Nvec_vc1.1_XM_048724305			LOC116615981			NA
Ncol_pos_R1.mLb.clN_peak_8958	NC_064042.1	6557354	6557863	+	150	NA	promoter-TSS (Nvec_vc1.1_LOC5518109)	-promoter-TSS (Nvec_vc1.1_LOC5518109)	-27	Nvec_vc1.1_LOC5518109	Nvec_vc1.1_LOC5518109	Nvec_vc1.1_XM_001638036			LOC5518109			NA
Ncol_pos_R1.mLb.clN_peak_8816	NC_064042.1	3764517	3765159	+	150	NA	promoter-TSS (Nvec_vc1.1_LOC5499655)	-promoter-TSS (Nvec_vc1.1_LOC5499655)	-110	Nvec_vc1.1_LOC5499655	Nvec_vc1.1_LOC5499655	Nvec_vc1.1_XM_048732029			LOC5499655			NA
Ncol_pos_R1.mLb.clN_peak_2566	NC_064036.1	767794	768089	+	150	NA	promoter-TSS (Nvec_vc1.1_LOC5517024)	-promoter-TSS (Nvec_vc1.1_LOC5517024)	-455	Nvec_vc1.1_LOC5517024	Nvec_vc1.1_LOC5517024	Nvec_vc1.1_XM_001637065			LOC5517024			NA
Ncol_pos_R1.mLb.clN_peak_1182	NC_064034.1	21504875	21505487	+	150	NA	Intergenic	Intergenic	-1923	Nvec_v1g90177	Nvec_v1g90177	Nvec_v1g90177						NA
Ncol_pos_R1.mLb.clN_peak_2889	NC_064036.1	6015499	6016377	+	149	NA	promoter-TSS (Nvec_NVE23532)	-promoter-TSS (Nvec_NVE23532)	-135	Nvec_NVE23532	Nvec_NVE23532	Nvec_NVE23532						NA
Ncol_pos_R1.mLb.clN_peak_1609	NC_064035.1	6616191	6616699	+	149	NA	intron (Nvec_vc1.1_LOC5517903, intron 10 of 17)	-intron (Nvec_vc1.1_LOC5517903, intron 10 of 17)	18087	Nvec_vc1.1_LOC5517903	Nvec_vc1.1_LOC5517903	Nvec_vc1.1_XM_032362345			LOC5517903			NA
Ncol_pos_R1.mLb.clN_peak_13911	NC_064048.1	8431354	8431708	+	149	NA	Intergenic	Intergenic	-3859	Nvec_vc1.1_LOC5506085	Nvec_vc1.1_LOC5506085	Nvec_vc1.1_XM_032374461			LOC5506085			NA
Ncol_pos_R1.mLb.clN_peak_11539	NC_064045.1	7150253	7150736	+	149	NA	TTS (Nvec_vc1.1_LOC116611676)	-TTS (Nvec_vc1.1_LOC116611676)	217	Nvec_vc1.1_LOC5503875	Nvec_vc1.1_LOC5503875	Nvec_vc1.1_XM_001624780			LOC5503875			NA
Ncol_pos_R1.mLb.clN_peak_5244	NC_064038.1	7693256	7693712	+	149	NA	promoter-TSS (Nvec_vc1.1_LOC5505738)	-promoter-TSS (Nvec_vc1.1_LOC5505738)	-65	Nvec_vc1.1_LOC5505738	Nvec_vc1.1_LOC5505738	Nvec_vc1.1_XM_001626448			LOC5505738			NA
Ncol_pos_R1.mLb.clN_peak_2409	NC_064035.1	19251216	19252165	+	149	NA	intron (Nvec_vc1.1_LOC5525247, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5525247, intron 1 of 3)	2014	Nvec_vc1.1_LOC5525247	Nvec_vc1.1_LOC5525247	Nvec_vc1.1_XM_001647471			LOC5525247			NA
Ncol_pos_R1.mLb.clN_peak_10840	NC_064044.1	9440723	9441332	+	149	NA	promoter-TSS (Nvec_vc1.1_LOC5517489)	-promoter-TSS (Nvec_vc1.1_LOC5517489)	-299	Nvec_vc1.1_LOC5517489	Nvec_vc1.1_LOC5517489	Nvec_vc1.1_XM_001637471			LOC5517489			NA
Ncol_pos_R1.mLb.clN_peak_13476	NC_064047.1	14377387	14378090	+	149	NA	exon (Nvec_NVE14377, exon 2 of 2)	-exon (Nvec_NVE14377, exon 2 of 2)	5500	Nvec_NVE14377	Nvec_NVE14377	Nvec_NVE14377						NA
Ncol_pos_R1.mLb.clN_peak_8783	NC_064042.1	3213626	3214125	+	149	NA	intron (Nvec_vc1.1_LOC5498091, intron 2 of 8)	-intron (Nvec_vc1.1_LOC5498091, intron 2 of 8)	1265	Nvec_vc1.1_LOC5498091	Nvec_vc1.1_LOC5498091	Nvec_vc1.1_XM_048732575			LOC5498091			NA
Ncol_pos_R1.mLb.clN_peak_5947	NC_064039.1	3714190	3714722	+	149	NA	exon (Nvec_vc1.1_LOC116614678, exon 1 of 2)	-exon (Nvec_vc1.1_LOC116614678, exon 1 of 2)	4800	Nvec_vc1.1_LOC116614678	Nvec_vc1.1_LOC116614678	Nvec_vc1.1_XM_048729481			LOC116614678			NA
Ncol_pos_R1.mLb.clN_peak_12584	NC_064046.1	11169453	11169715	+	149	NA	promoter-TSS (Nvec_vc1.1_LOC5505879)	-promoter-TSS (Nvec_vc1.1_LOC5505879)	52	Nvec_vc1.1_LOC5505879	Nvec_vc1.1_LOC5505879	Nvec_vc1.1_XM_001626573			LOC5505879			NA
Ncol_pos_R1.mLb.clN_peak_8047	NC_064041.1	6046054	6047049	+	149	NA	TTS (Nvec_NVE6992)	-TTS (Nvec_NVE6992)	1078	Nvec_vc1.1_LOC116614600	Nvec_vc1.1_LOC116614600	Nvec_vc1.1_XM_048731604			LOC116614600			NA
Ncol_pos_R1.mLb.clN_peak_2749	NC_064036.1	3585148	3585590	+	149	NA	promoter-TSS (Nvec_vc1.1_LOC5510078)	-promoter-TSS (Nvec_vc1.1_LOC5510078)	8	Nvec_vc1.1_LOC5510078	Nvec_vc1.1_LOC5510078	Nvec_vc1.1_XM_001630474			LOC5510078			NA
Ncol_pos_R1.mLb.clN_peak_11626	NC_064045.1	9101416	9101885	+	149	NA	promoter-TSS (Nvec_vc1.1_LOC5511733)	-promoter-TSS (Nvec_vc1.1_LOC5511733)	9	Nvec_vc1.1_LOC5511734	Nvec_vc1.1_LOC5511734	Nvec_vc1.1_XM_032381089			LOC5511734			NA
Ncol_pos_R1.mLb.clN_peak_5548	NC_064038.1	13231169	13232970	+	149	NA	promoter-TSS (Nvec_vc1.1_LOC5507617)	-promoter-TSS (Nvec_vc1.1_LOC5507617)	-450	Nvec_vc1.1_LOC5507617	Nvec_vc1.1_LOC5507617	Nvec_vc1.1_XM_001628202			LOC5507617			NA
Ncol_pos_R1.mLb.clN_peak_1594	NC_064035.1	6413793	6414282	+	149	NA	promoter-TSS (Nvec_vc1.1_LOC5517888)	-promoter-TSS (Nvec_vc1.1_LOC5517888)	523	Nvec_vc1.1_LOC116601563	Nvec_vc1.1_LOC116601563	Nvec_vc1.1_XM_048724271			LOC116601563			NA
Ncol_pos_R1.mLb.clN_peak_545	NC_064034.1	9739484	9739865	+	149	NA	promoter-TSS (Nvec_vc1.1_LOC5520327)	-promoter-TSS (Nvec_vc1.1_LOC5520327)	-46	Nvec_vc1.1_LOC5520327	Nvec_vc1.1_LOC5520327	Nvec_vc1.1_XM_048727855			LOC5520327			NA
Ncol_pos_R1.mLb.clN_peak_7520	NC_064040.1	12747206	12747705	+	149	NA	promoter-TSS (Nvec_vc1.1_LOC5505043)	-promoter-TSS (Nvec_vc1.1_LOC5505043)	-4	Nvec_vc1.1_LOC5505043	Nvec_vc1.1_LOC5505043	Nvec_vc1.1_XM_001625858			LOC5505043			NA
Ncol_pos_R1.mLb.clN_peak_12349	NC_064046.1	6333689	6334402	+	149	NA	promoter-TSS (Nvec_vc1.1_LOC5517988)	-promoter-TSS (Nvec_vc1.1_LOC5517988)	85	Nvec_vc1.1_LOC5517988	Nvec_vc1.1_LOC5517988	Nvec_vc1.1_XM_032362596			LOC5517988			NA
Ncol_pos_R1.mLb.clN_peak_1156	NC_064034.1	21109521	21110879	+	148	NA	Intergenic	Intergenic	-2018	Nvec_vc1.1_LOC5518226	Nvec_vc1.1_LOC5518226	Nvec_vc1.1_XM_032362875			LOC5518226			NA
Ncol_pos_R1.mLb.clN_peak_2307	NC_064035.1	17760266	17760682	+	148	NA	promoter-TSS (Nvec_vc1.1_LOC5508788)	-promoter-TSS (Nvec_vc1.1_LOC5508788)	95	Nvec_vc1.1_LOC5508788	Nvec_vc1.1_LOC5508788	Nvec_vc1.1_XM_032377583			LOC5508788			NA
Ncol_pos_R1.mLb.clN_peak_12143	NC_064046.1	2807745	2808476	+	148	NA	promoter-TSS (Nvec_vc1.1_LOC116618825)	-promoter-TSS (Nvec_vc1.1_LOC116618825)	1	Nvec_vc1.1_LOC116618825	Nvec_vc1.1_LOC116618825	Nvec_vc1.1_XM_032382954			LOC116618825			NA
Ncol_pos_R1.mLb.clN_peak_372	NC_064034.1	6851366	6851920	+	148	NA	intron (Nvec_vc1.1_LOC5519096, intron 6 of 8)	-intron (Nvec_vc1.1_LOC5519096, intron 6 of 8)	3039	Nvec_vc1.1_LOC5519096	Nvec_vc1.1_LOC5519096	Nvec_vc1.1_XM_048729665			LOC5519096			NA
Ncol_pos_R1.mLb.clN_peak_13488	NC_064047.1	14717118	14717416	+	148	NA	promoter-TSS (Nvec_vc1.1_LOC5502652)	-promoter-TSS (Nvec_vc1.1_LOC5502652)	75	Nvec_vc1.1_LOC5502652	Nvec_vc1.1_LOC5502652	Nvec_vc1.1_XM_048721941			LOC5502652			NA
Ncol_pos_R1.mLb.clN_peak_3621	NC_064036.1	17050632	17051102	+	148	NA	promoter-TSS (Nvec_vc1.1_LOC5514258)	-promoter-TSS (Nvec_vc1.1_LOC5514258)	94	Nvec_vc1.1_LOC5514258	Nvec_vc1.1_LOC5514258	Nvec_vc1.1_XM_001634370			LOC5514258			NA
Ncol_pos_R1.mLb.clN_peak_12679	NC_064046.1	12407925	12409037	+	148	NA	promoter-TSS (Nvec_vc1.1_LOC5519469)	-promoter-TSS (Nvec_vc1.1_LOC5519469)	-108	Nvec_vc1.1_LOC5519469	Nvec_vc1.1_LOC5519469	Nvec_vc1.1_XM_032364300			LOC5519469			NA
Ncol_pos_R1.mLb.clN_peak_2213	NC_064035.1	16492999	16493657	+	148	NA	promoter-TSS (Nvec_vc1.1_LOC5515697)	-promoter-TSS (Nvec_vc1.1_LOC5515697)	-23	Nvec_vc1.1_LOC116620024	Nvec_vc1.1_LOC116620024	Nvec_vc1.1_XM_032385516			LOC116620024			NA
Ncol_pos_R1.mLb.clN_peak_4640	NC_064037.1	14174361	14175017	+	148	NA	promoter-TSS (Nvec_vc1.1_LOC5510931)	-promoter-TSS (Nvec_vc1.1_LOC5510931)	-81	Nvec_vc1.1_LOC5510931	Nvec_vc1.1_LOC5510931	Nvec_vc1.1_XM_001631301			LOC5510931			NA
Ncol_pos_R1.mLb.clN_peak_2256	NC_064035.1	17123337	17124016	+	148	NA	intron (Nvec_vc1.1_LOC5515754, intron 2 of 2)	-intron (Nvec_vc1.1_LOC5515754, intron 2 of 2)	837	Nvec_vc1.1_LOC5515754	Nvec_vc1.1_LOC5515754	Nvec_vc1.1_XM_032385591			LOC5515754			NA
Ncol_pos_R1.mLb.clN_peak_6101	NC_064039.1	5930444	5930914	+	148	NA	promoter-TSS (Nvec_vc1.1_LOC5521558)	-promoter-TSS (Nvec_vc1.1_LOC5521558)	13	Nvec_vc1.1_LOC116604387	Nvec_vc1.1_LOC116604387	Nvec_vc1.1_XM_032366666			LOC116604387			NA
Ncol_pos_R1.mLb.clN_peak_3408	NC_064036.1	13701473	13701715	+	148	NA	promoter-TSS (Nvec_vc1.1_LOC116602182)	-promoter-TSS (Nvec_vc1.1_LOC116602182)	-972	Nvec_vc1.1_LOC116602182	Nvec_vc1.1_LOC116602182	Nvec_vc1.1_XM_032363386			LOC116602182			NA
Ncol_pos_R1.mLb.clN_peak_8445	NC_064041.1	14531826	14532212	+	148	NA	promoter-TSS (Nvec_vc1.1_LOC5510505)	-promoter-TSS (Nvec_vc1.1_LOC5510505)	-159	Nvec_vc1.1_LOC5510505	Nvec_vc1.1_LOC5510505	Nvec_vc1.1_XM_032379633			LOC5510505			NA
Ncol_pos_R1.mLb.clN_peak_582	NC_064034.1	10255738	10256196	+	147	NA	promoter-TSS (Nvec_vc1.1_LOC116603707)	-promoter-TSS (Nvec_vc1.1_LOC116603707)	173	Nvec_vc1.1_LOC5520284	Nvec_vc1.1_LOC5520284	Nvec_vc1.1_XM_048723913			LOC5520284			NA
Ncol_pos_R1.mLb.clN_peak_8410	NC_064041.1	13675983	13677076	+	147	NA	promoter-TSS (Nvec_vc1.1_LOC116620264)	-promoter-TSS (Nvec_vc1.1_LOC116620264)	-208	Nvec_vc1.1_LOC116620264	Nvec_vc1.1_LOC116620264	Nvec_vc1.1_XM_048731356			LOC116620264			NA
Ncol_pos_R1.mLb.clN_peak_3401	NC_064036.1	13607941	13608304	+	147	NA	intron (Nvec_vc1.1_LOC5518730, intron 13 of 30)	-intron (Nvec_vc1.1_LOC5518730, intron 13 of 30)	-3415	Nvec_vc1.1_LOC125561246	Nvec_vc1.1_LOC125561246	Nvec_vc1.1_XM_048725148			LOC125561246			NA
Ncol_pos_R1.mLb.clN_peak_10883	NC_064044.1	10137136	10137551	+	147	NA	promoter-TSS (Nvec_vc1.1_LOC116621159)	-promoter-TSS (Nvec_vc1.1_LOC116621159)	-17	Nvec_vc1.1_LOC116621159	Nvec_vc1.1_LOC116621159	Nvec_vc1.1_XM_048733922			LOC116621159			NA
Ncol_pos_R1.mLb.clN_peak_10589	NC_064044.1	4651751	4652104	+	147	NA	intron (Nvec_vc1.1_LOC125556704, intron 1 of 2)	-intron (Nvec_vc1.1_LOC125556704, intron 1 of 2)	1376	Nvec_vc1.1_LOC125556704	Nvec_vc1.1_LOC125556704	Nvec_vc1.1_XM_048734485			LOC125556704			NA
Ncol_pos_R1.mLb.clN_peak_6704	NC_064039.1	15124235	15124692	+	147	NA	exon (Nvec_vc1.1_LOC116619730, exon 1 of 10)	-exon (Nvec_vc1.1_LOC116619730, exon 1 of 10)	1152	Nvec_vc1.1_LOC116619730	Nvec_vc1.1_LOC116619730	Nvec_vc1.1_XM_032384801			LOC116619730			NA
Ncol_pos_R1.mLb.clN_peak_200	NC_064034.1	4116940	4117414	+	147	NA	promoter-TSS (Nvec_vc1.1_LOC5517113)	-promoter-TSS (Nvec_vc1.1_LOC5517113)	93	Nvec_vc1.1_LOC5517112	Nvec_vc1.1_LOC5517112	Nvec_vc1.1_XM_001637151			LOC5517112			NA
Ncol_pos_R1.mLb.clN_peak_3430	NC_064036.1	13966571	13967028	+	147	NA	promoter-TSS (Nvec_vc1.1_LOC5518747)	-promoter-TSS (Nvec_vc1.1_LOC5518747)	-4	Nvec_vc1.1_LOC5518747	Nvec_vc1.1_LOC5518747	Nvec_vc1.1_XM_001638644			LOC5518747			NA
Ncol_pos_R1.mLb.clN_peak_13934	NC_064048.1	8713797	8714259	+	147	NA	promoter-TSS (Nvec_vc1.1_LOC5503010)	-promoter-TSS (Nvec_vc1.1_LOC5503010)	-4	Nvec_vc1.1_LOC5503010	Nvec_vc1.1_LOC5503010	Nvec_vc1.1_XM_048722572			LOC5503010			NA
Ncol_pos_R1.mLb.clN_peak_7572	NC_064040.1	13465730	13466219	+	147	NA	exon (Nvec_vc1.1_LOC125568239, exon 2 of 4)	-exon (Nvec_vc1.1_LOC125568239, exon 2 of 4)	440	Nvec_vc1.1_LOC125568239	Nvec_vc1.1_LOC125568239	Nvec_vc1.1_XM_048729918			LOC125568239			NA
