PeakID (cmd=annotatePeaks.pl Elav_pos_R3.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elav_pos_R3.mLb.clN_peak_1507	NC_064034.1	21875841	21876689	+	145	NA	promoter-TSS (Nvec_vc1.1_LOC5518321)	-promoter-TSS (Nvec_vc1.1_LOC5518321)	-15	Nvec_vc1.1_LOC5518321	Nvec_vc1.1_LOC5518321	Nvec_vc1.1_XM_048731255			LOC5518321			NA
Elav_pos_R3.mLb.clN_peak_9705	NC_064041.1	7346524	7347438	+	145	NA	intron (Nvec_vc1.1_LOC5515247, intron 4 of 7)	-intron (Nvec_vc1.1_LOC5515247, intron 4 of 7)	-6699	Nvec_vc1.1_LOC5515246	Nvec_vc1.1_LOC5515246	Nvec_vc1.1_XM_048731129			LOC5515246			NA
Elav_pos_R3.mLb.clN_peak_3082	NC_064036.1	944980	945813	+	145	NA	intron (Nvec_vc1.1_LOC5517073, intron 8 of 8)	-intron (Nvec_vc1.1_LOC5517073, intron 8 of 8)	-3779	Nvec_vc1.1_LOC5517074	Nvec_vc1.1_LOC5517074	Nvec_vc1.1_XM_032386998			LOC5517074			NA
Elav_pos_R3.mLb.clN_peak_8589	NC_064040.1	6737630	6738266	+	145	NA	Intergenic	Intergenic	-3972	Nvec_vc1.1_LOC5520742	Nvec_vc1.1_LOC5520742	Nvec_vc1.1_XM_001640616			LOC5520742			NA
Elav_pos_R3.mLb.clN_peak_2409	NC_064035.1	12756885	12757623	+	145	NA	promoter-TSS (Nvec_vc1.1_LOC5521620)	-promoter-TSS (Nvec_vc1.1_LOC5521620)	76	Nvec_vc1.1_LOC5521620	Nvec_vc1.1_LOC5521620	Nvec_vc1.1_XM_032366967			LOC5521620			NA
Elav_pos_R3.mLb.clN_peak_16597	NC_064048.1	6478256	6478487	+	145	NA	Intergenic	Intergenic	9227	Nvec_vc1.1_LOC5506384	Nvec_vc1.1_LOC5506384	Nvec_vc1.1_XM_001627049			LOC5506384			NA
Elav_pos_R3.mLb.clN_peak_7703	NC_064039.1	10163904	10164813	+	145	NA	Intergenic	Intergenic	-7287	Nvec_vc1.1_LOC5519812	Nvec_vc1.1_LOC5519812	Nvec_vc1.1_XM_032364815			LOC5519812			NA
Elav_pos_R3.mLb.clN_peak_8961	NC_064040.1	11570009	11570919	+	145	NA	TTS (Nvec_vc1.1_LOC116605794)	-TTS (Nvec_vc1.1_LOC116605794)	11941	Nvec_vc1.1_LOC5504959	Nvec_vc1.1_LOC5504959	Nvec_vc1.1_XM_032373337			LOC5504959			NA
Elav_pos_R3.mLb.clN_peak_9444	NC_064041.1	2729942	2731211	+	144	NA	intron (Nvec_vc1.1_LOC5502073, intron 1 of 6)	-intron (Nvec_vc1.1_LOC5502073, intron 1 of 6)	2223	Nvec_vc1.1_LOC5502073	Nvec_vc1.1_LOC5502073	Nvec_vc1.1_XM_048731669			LOC5502073			NA
Elav_pos_R3.mLb.clN_peak_5550	NC_064037.1	14238665	14239435	+	144	NA	TTS (Nvec_vc1.1_LOC5510958)	-TTS (Nvec_vc1.1_LOC5510958)	-2439	Nvec_vc1.1_LOC125561872	Nvec_vc1.1_LOC125561872	Nvec_vc1.1_XM_048726567			LOC125561872			NA
Elav_pos_R3.mLb.clN_peak_921	NC_064034.1	12881287	12882084	+	144	NA	intron (Nvec_vc1.1_LOC5515942, intron 3 of 12)	-intron (Nvec_vc1.1_LOC5515942, intron 3 of 12)	7642	Nvec_vc1.1_LOC5515942	Nvec_vc1.1_LOC5515942	Nvec_vc1.1_XM_032385636			LOC5515942			NA
Elav_pos_R3.mLb.clN_peak_6051	NC_064038.1	4374619	4375613	+	144	NA	promoter-TSS (Nvec_vc1.1_LOC5502592)	-promoter-TSS (Nvec_vc1.1_LOC5502592)	-651	Nvec_vc1.1_LOC5502592	Nvec_vc1.1_LOC5502592	Nvec_vc1.1_XM_048727543			LOC5502592			NA
Elav_pos_R3.mLb.clN_peak_262	NC_064034.1	4293003	4293562	+	144	NA	promoter-TSS (Nvec_vc1.1_LOC5517125)	-promoter-TSS (Nvec_vc1.1_LOC5517125)	20	Nvec_vc1.1_LOC5517125	Nvec_vc1.1_LOC5517125	Nvec_vc1.1_XM_032387234			LOC5517125			NA
Elav_pos_R3.mLb.clN_peak_14395	NC_064046.1	847550	847912	+	144	NA	exon (Nvec_vc1.1_LOC5521488, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5521488, exon 1 of 1)	239	Nvec_vc1.1_LOC5521488	Nvec_vc1.1_LOC5521488	Nvec_vc1.1_XM_001641339			LOC5521488			NA
Elav_pos_R3.mLb.clN_peak_11857	NC_064043.1	7253264	7253561	+	144	NA	Intergenic	Intergenic	-2160	Nvec_vc1.1_LOC5522037	Nvec_vc1.1_LOC5522037	Nvec_vc1.1_XM_048733641			LOC5522037			NA
Elav_pos_R3.mLb.clN_peak_2586	NC_064035.1	15516145	15516471	+	144	NA	intron (Nvec_vc1.1_LOC5521871, intron 1 of 7)	-intron (Nvec_vc1.1_LOC5521871, intron 1 of 7)	1225	Nvec_vc1.1_LOC5521871	Nvec_vc1.1_LOC5521871	Nvec_vc1.1_XM_048724257			LOC5521871			NA
Elav_pos_R3.mLb.clN_peak_9361	NC_064041.1	587005	587672	+	144	NA	Intergenic	Intergenic	13906	Nvec_vc1.1_LOC5514134	Nvec_vc1.1_LOC5514134	Nvec_vc1.1_XM_001634277			LOC5514134			NA
Elav_pos_R3.mLb.clN_peak_14379	NC_064046.1	584340	584956	+	144	NA	intron (Nvec_vc1.1_LOC5521598, intron 2 of 10)	-intron (Nvec_vc1.1_LOC5521598, intron 2 of 10)	7039	Nvec_vc1.1_LOC5521598	Nvec_vc1.1_LOC5521598	Nvec_vc1.1_XM_032366764			LOC5521598			NA
Elav_pos_R3.mLb.clN_peak_3920	NC_064036.1	11612899	11613236	+	144	NA	intron (Nvec_vc1.1_LOC116603584, intron 5 of 9)	-intron (Nvec_vc1.1_LOC116603584, intron 5 of 9)	-5576	Nvec_vc1.1_LOC5520070	Nvec_vc1.1_LOC5520070	Nvec_vc1.1_XM_001639802			LOC5520070			NA
Elav_pos_R3.mLb.clN_peak_3069	NC_064036.1	841558	842741	+	144	NA	promoter-TSS (Nvec_vc1.1_LOC5517020)	-promoter-TSS (Nvec_vc1.1_LOC5517020)	-520	Nvec_vc1.1_LOC5517020	Nvec_vc1.1_LOC5517020	Nvec_vc1.1_XM_048725777			LOC5517020			NA
Elav_pos_R3.mLb.clN_peak_1847	NC_064035.1	5320530	5320918	+	143	NA	intron (Nvec_vc1.1_LOC5505202, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5505202, intron 1 of 2)	4889	Nvec_vc1.1_LOC5505202	Nvec_vc1.1_LOC5505202	Nvec_vc1.1_XM_048724424			LOC5505202			NA
Elav_pos_R3.mLb.clN_peak_6867	NC_064039.1	91526	92145	+	143	NA	promoter-TSS (Nvec_vc1.1_LOC5511479)	-promoter-TSS (Nvec_vc1.1_LOC5511479)	35	Nvec_vc1.1_LOC5511479	Nvec_vc1.1_LOC5511479	Nvec_vc1.1_XM_001631842			LOC5511479			NA
Elav_pos_R3.mLb.clN_peak_8091	NC_064039.1	15289639	15290109	+	143	NA	promoter-TSS (Nvec_vc1.1_LOC5515110)	-promoter-TSS (Nvec_vc1.1_LOC5515110)	-168	Nvec_vc1.1_LOC5515110	Nvec_vc1.1_LOC5515110	Nvec_vc1.1_XM_001635189			LOC5515110			NA
Elav_pos_R3.mLb.clN_peak_7154	NC_064039.1	3742532	3744211	+	143	NA	promoter-TSS (Nvec_vc1.1_LOC5507344)	-promoter-TSS (Nvec_vc1.1_LOC5507344)	-638	Nvec_vc1.1_LOC5507344	Nvec_vc1.1_LOC5507344	Nvec_vc1.1_XM_048728976			LOC5507344			NA
Elav_pos_R3.mLb.clN_peak_11400	NC_064043.1	1930548	1931088	+	143	NA	Intergenic	Intergenic	-3805	Nvec_vc1.1_LOC5512197	Nvec_vc1.1_LOC5512197	Nvec_vc1.1_XM_032381586			LOC5512197			NA
Elav_pos_R3.mLb.clN_peak_10428	NC_064042.1	2708704	2709359	+	143	NA	Intergenic	Intergenic	4768	Nvec_vc1.1_LOC5511639	Nvec_vc1.1_LOC5511639	Nvec_vc1.1_XM_032381007			LOC5511639			NA
Elav_pos_R3.mLb.clN_peak_4071	NC_064036.1	13555582	13556420	+	143	NA	intron (Nvec_vc1.1_LOC5518727, intron 2 of 18)	-intron (Nvec_vc1.1_LOC5518727, intron 2 of 18)	3276	Nvec_vc1.1_LOC5518727	Nvec_vc1.1_LOC5518727	Nvec_vc1.1_XM_032363397			LOC5518727			NA
Elav_pos_R3.mLb.clN_peak_530	NC_064034.1	7885777	7886720	+	143	NA	promoter-TSS (Nvec_vc1.1_LOC5520488)	-promoter-TSS (Nvec_vc1.1_LOC5520488)	-142	Nvec_vc1.1_LOC5520488	Nvec_vc1.1_LOC5520488	Nvec_vc1.1_XM_032365556			LOC5520488			NA
Elav_pos_R3.mLb.clN_peak_929	NC_064034.1	12992692	12993595	+	143	NA	intron (Nvec_vc1.1_LOC5515936, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5515936, intron 1 of 1)	425	Nvec_vc1.1_LOC5515936	Nvec_vc1.1_LOC5515936	Nvec_vc1.1_XM_001635934			LOC5515936			NA
Elav_pos_R3.mLb.clN_peak_3581	NC_064036.1	7280498	7280819	+	143	NA	Intergenic	Intergenic	6335	Nvec_vc1.1_LOC5513659	Nvec_vc1.1_LOC5513659	Nvec_vc1.1_XM_048725637			LOC5513659			NA
Elav_pos_R3.mLb.clN_peak_1248	NC_064034.1	18459262	18460331	+	143	NA	exon (Nvec_vc1.1_LOC5514441, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5514441, exon 1 of 2)	1023	Nvec_vc1.1_LOC5514441	Nvec_vc1.1_LOC5514441	Nvec_vc1.1_XM_032384020			LOC5514441			NA
Elav_pos_R3.mLb.clN_peak_1320	NC_064034.1	19395294	19396659	+	143	NA	Intergenic	Intergenic	-2644	Nvec_NVE24475	Nvec_NVE24475	Nvec_NVE24475						NA
Elav_pos_R3.mLb.clN_peak_4210	NC_064036.1	15228501	15228774	+	143	NA	Intergenic	Intergenic	-2413	Nvec_v1g196131	Nvec_v1g196131	Nvec_v1g196131						NA
Elav_pos_R3.mLb.clN_peak_12690	NC_064044.1	4163786	4164056	+	143	NA	intron (Nvec_vc1.1_LOC5503771, intron 4 of 17)	-intron (Nvec_vc1.1_LOC5503771, intron 4 of 17)	4934	Nvec_v1g247508	Nvec_v1g247508	Nvec_v1g247508						NA
Elav_pos_R3.mLb.clN_peak_6943	NC_064039.1	948032	948566	+	143	NA	TTS (Nvec_v1g244133)	-TTS (Nvec_v1g244133)	1010	Nvec_v1g244133	Nvec_v1g244133	Nvec_v1g244133						NA
Elav_pos_R3.mLb.clN_peak_5799	NC_064037.1	17404845	17405868	+	143	NA	Intergenic	Intergenic	-5770	Nvec_vc1.1_LOC5511344	Nvec_vc1.1_LOC5511344	Nvec_vc1.1_XM_001631673			LOC5511344			NA
Elav_pos_R3.mLb.clN_peak_11736	NC_064043.1	5925052	5925775	+	143	NA	intron (Nvec_NVE8198, intron 1 of 2)	-intron (Nvec_NVE8198, intron 1 of 2)	6101	Nvec_NVE8198	Nvec_NVE8198	Nvec_NVE8198						NA
Elav_pos_R3.mLb.clN_peak_1237	NC_064034.1	18319951	18321336	+	143	NA	TTS (Nvec_vc1.1_LOC5514466)	-TTS (Nvec_vc1.1_LOC5514466)	2469	Nvec_vc1.1_LOC5514466	Nvec_vc1.1_LOC5514466	Nvec_vc1.1_XM_001634565			LOC5514466			NA
Elav_pos_R3.mLb.clN_peak_11581	NC_064043.1	3963682	3964104	+	143	NA	exon (Nvec_vc1.1_LOC5509533, exon 19 of 20)	-exon (Nvec_vc1.1_LOC5509533, exon 19 of 20)	-5795	Nvec_vc1.1_LOC5504553	Nvec_vc1.1_LOC5504553	Nvec_vc1.1_XM_001625401			LOC5504553			NA
Elav_pos_R3.mLb.clN_peak_664	NC_064034.1	9687968	9688567	+	143	NA	promoter-TSS (Nvec_vc1.1_LOC5520334)	-promoter-TSS (Nvec_vc1.1_LOC5520334)	757	Nvec_vc1.1_LOC5520333	Nvec_vc1.1_LOC5520333	Nvec_vc1.1_XM_048725039			LOC5520333			NA
Elav_pos_R3.mLb.clN_peak_15022	NC_064046.1	10291809	10293111	+	143	NA	Intergenic	Intergenic	-3672	Nvec_vc1.1_LOC5513803	Nvec_vc1.1_LOC5513803	Nvec_vc1.1_XM_032383357			LOC5513803			NA
Elav_pos_R3.mLb.clN_peak_6699	NC_064038.1	13844547	13844987	+	143	NA	intron (Nvec_vc1.1_LOC5513965, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5513965, intron 1 of 3)	2294	Nvec_vc1.1_LOC5513965	Nvec_vc1.1_LOC5513965	Nvec_vc1.1_XM_032383521			LOC5513965			NA
Elav_pos_R3.mLb.clN_peak_15750	NC_064047.1	6629745	6630246	+	142	NA	intron (Nvec_vc1.1_LOC5501703, intron 1 of 6)	-intron (Nvec_vc1.1_LOC5501703, intron 1 of 6)	3260	Nvec_vc1.1_LOC5501703	Nvec_vc1.1_LOC5501703	Nvec_vc1.1_XM_032369992			LOC5501703			NA
Elav_pos_R3.mLb.clN_peak_13857	NC_064045.1	8491751	8492428	+	142	NA	intron (Nvec_vc1.1_LOC116607028, intron 1 of 18)	-intron (Nvec_vc1.1_LOC116607028, intron 1 of 18)	1448	Nvec_vc1.1_LOC116607028	Nvec_vc1.1_LOC116607028	Nvec_vc1.1_XM_032368932			LOC116607028			NA
Elav_pos_R3.mLb.clN_peak_15870	NC_064047.1	8877647	8877978	+	142	NA	exon (Nvec_vc1.1_LOC5510424, exon 20 of 20)	-exon (Nvec_vc1.1_LOC5510424, exon 20 of 20)	9535	Nvec_vc1.1_LOC116617152	Nvec_vc1.1_LOC116617152	Nvec_vc1.1_XM_048721709			LOC116617152			NA
Elav_pos_R3.mLb.clN_peak_4604	NC_064037.1	1703130	1703578	+	142	NA	exon (Nvec_vc1.1_LOC116616176, exon 1 of 3)	-exon (Nvec_vc1.1_LOC116616176, exon 1 of 3)	642	Nvec_vc1.1_LOC116616176	Nvec_vc1.1_LOC116616176	Nvec_vc1.1_XM_032378130			LOC116616176			NA
Elav_pos_R3.mLb.clN_peak_10236	NC_064041.1	16431372	16432186	+	142	NA	intron (Nvec_vc1.1_LOC5507953, intron 3 of 3)	-intron (Nvec_vc1.1_LOC5507953, intron 3 of 3)	5193	Nvec_vc1.1_LOC5507953	Nvec_vc1.1_LOC5507953	Nvec_vc1.1_XM_032376715			LOC5507953			NA
Elav_pos_R3.mLb.clN_peak_16285	NC_064048.1	2147856	2148925	+	142	NA	exon (Nvec_vc1.1_LOC5498617, exon 2 of 8)	-exon (Nvec_vc1.1_LOC5498617, exon 2 of 8)	433	Nvec_vc1.1_LOC5498617	Nvec_vc1.1_LOC5498617	Nvec_vc1.1_XM_048723115			LOC5498617			NA
Elav_pos_R3.mLb.clN_peak_15157	NC_064046.1	12146862	12147594	+	142	NA	exon (Nvec_vc1.1_LOC125559077, exon 1 of 1)	-exon (Nvec_vc1.1_LOC125559077, exon 1 of 1)	259	Nvec_vc1.1_LOC125559077	Nvec_vc1.1_LOC125559077	Nvec_vc1.1_XM_048720944			LOC125559077			NA
Elav_pos_R3.mLb.clN_peak_9192	NC_064040.1	14809372	14809645	+	142	NA	promoter-TSS (Nvec_vc1.1_LOC5503065)	-promoter-TSS (Nvec_vc1.1_LOC5503065)	21	Nvec_vc1.1_LOC5503066	Nvec_vc1.1_LOC5503066	Nvec_vc1.1_XM_048729686			LOC5503066			NA
Elav_pos_R3.mLb.clN_peak_13319	NC_064044.1	14715499	14715719	+	142	NA	Intergenic	Intergenic	5068	Nvec_vc1.1_LOC5504382	Nvec_vc1.1_LOC5504382	Nvec_vc1.1_XM_001625243			LOC5504382			NA
Elav_pos_R3.mLb.clN_peak_5052	NC_064037.1	7267406	7268231	+	142	NA	exon (Nvec_vc1.1_LOC5519696, exon 1 of 6)	-exon (Nvec_vc1.1_LOC5519696, exon 1 of 6)	329	Nvec_vc1.1_LOC5519696	Nvec_vc1.1_LOC5519696	Nvec_vc1.1_XM_032364509			LOC5519696			NA
Elav_pos_R3.mLb.clN_peak_9777	NC_064041.1	8596299	8596966	+	142	NA	TTS (Nvec_vc1.1_LOC116603150)	-TTS (Nvec_vc1.1_LOC116603150)	-7620	Nvec_vc1.1_LOC5519325	Nvec_vc1.1_LOC5519325	Nvec_vc1.1_XM_032364214			LOC5519325			NA
Elav_pos_R3.mLb.clN_peak_8526	NC_064040.1	5784074	5785521	+	142	NA	exon (Nvec_vc1.1_LOC116604047, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116604047, exon 1 of 1)	2223	Nvec_vc1.1_LOC116604047	Nvec_vc1.1_LOC116604047	Nvec_vc1.1_XM_032365846			LOC116604047			NA
Elav_pos_R3.mLb.clN_peak_11876	NC_064043.1	7490682	7491040	+	142	NA	Intergenic	Intergenic	-8169	Nvec_vc1.1_LOC5522025	Nvec_vc1.1_LOC5522025	Nvec_vc1.1_XM_032367318			LOC5522025			NA
Elav_pos_R3.mLb.clN_peak_4224	NC_064036.1	15365943	15366746	+	142	NA	TTS (Nvec_vc1.1_LOC5522270)	-TTS (Nvec_vc1.1_LOC5522270)	3244	Nvec_vc1.1_LOC5522272	Nvec_vc1.1_LOC5522272	Nvec_vc1.1_XM_032367746			LOC5522272			NA
Elav_pos_R3.mLb.clN_peak_16536	NC_064048.1	5872069	5872710	+	142	NA	intron (Nvec_vc1.1_LOC5511371, intron 2 of 18)	-intron (Nvec_vc1.1_LOC5511371, intron 2 of 18)	17029	Nvec_vc1.1_LOC5511371	Nvec_vc1.1_LOC5511371	Nvec_vc1.1_XM_032380723			LOC5511371			NA
Elav_pos_R3.mLb.clN_peak_7200	NC_064039.1	4135484	4136134	+	142	NA	intron (Nvec_vc1.1_LOC5502641, intron 1 of 5)	-intron (Nvec_vc1.1_LOC5502641, intron 1 of 5)	10010	Nvec_vc1.1_LOC5502641	Nvec_vc1.1_LOC5502641	Nvec_vc1.1_XM_032370917			LOC5502641			NA
Elav_pos_R3.mLb.clN_peak_696	NC_064034.1	10107506	10108044	+	142	NA	intron (Nvec_vc1.1_LOC116603767, intron 3 of 4)	-intron (Nvec_vc1.1_LOC116603767, intron 3 of 4)	-3456	Nvec_vc1.1_LOC5520299	Nvec_vc1.1_LOC5520299	Nvec_vc1.1_XM_001640185			LOC5520299			NA
Elav_pos_R3.mLb.clN_peak_7067	NC_064039.1	2649468	2650114	+	141	NA	TTS (Nvec_vc1.1_LOC5514584)	-TTS (Nvec_vc1.1_LOC5514584)	1887	Nvec_vc1.1_LOC5514584	Nvec_vc1.1_LOC5514584	Nvec_vc1.1_XM_001634758			LOC5514584			NA
Elav_pos_R3.mLb.clN_peak_11016	NC_064042.1	11110665	11111239	+	141	NA	Intergenic	Intergenic	-1115	Nvec_vc1.1_LOC5507790	Nvec_vc1.1_LOC5507790	Nvec_vc1.1_XM_032376563			LOC5507790			NA
Elav_pos_R3.mLb.clN_peak_7132	NC_064039.1	3485189	3485514	+	141	NA	promoter-TSS (Nvec_vc1.1_LOC5507355)	-promoter-TSS (Nvec_vc1.1_LOC5507355)	78	Nvec_vc1.1_LOC5507355	Nvec_vc1.1_LOC5507355	Nvec_vc1.1_XM_032375922			LOC5507355			NA
Elav_pos_R3.mLb.clN_peak_11894	NC_064043.1	7633795	7634065	+	141	NA	TTS (Nvec_vc1.1_LOC5522016)	-TTS (Nvec_vc1.1_LOC5522016)	122	Nvec_vc1.1_LOC5522017	Nvec_vc1.1_LOC5522017	Nvec_vc1.1_XM_001641621			LOC5522017			NA
Elav_pos_R3.mLb.clN_peak_3525	NC_064036.1	6782729	6783500	+	141	NA	TTS (Nvec_vc1.1_LOC5504086)	-TTS (Nvec_vc1.1_LOC5504086)	1737	Nvec_vc1.1_LOC5504086	Nvec_vc1.1_LOC5504086	Nvec_vc1.1_XM_001624950			LOC5504086			NA
Elav_pos_R3.mLb.clN_peak_5313	NC_064037.1	10734737	10735179	+	141	NA	exon (Nvec_vc1.1_LOC5513691, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5513691, exon 1 of 1)	188	Nvec_vc1.1_LOC5513691	Nvec_vc1.1_LOC5513691	Nvec_vc1.1_XM_001633920			LOC5513691			NA
Elav_pos_R3.mLb.clN_peak_10865	NC_064042.1	8840483	8840980	+	141	NA	intron (Nvec_vc1.1_LOC5515390, intron 15 of 17)	-intron (Nvec_vc1.1_LOC5515390, intron 15 of 17)	7756	Nvec_vc1.1_LOC116619867	Nvec_vc1.1_LOC116619867	Nvec_vc1.1_XM_032385145			LOC116619867			NA
Elav_pos_R3.mLb.clN_peak_13176	NC_064044.1	12132608	12133320	+	141	NA	intron (Nvec_vc1.1_LOC5514715, intron 21 of 24)	-intron (Nvec_vc1.1_LOC5514715, intron 21 of 24)	32217	Nvec_vc1.1_LOC5514716	Nvec_vc1.1_LOC5514716	Nvec_vc1.1_XM_001634866			LOC5514716			NA
Elav_pos_R3.mLb.clN_peak_8901	NC_064040.1	10708938	10709193	+	141	NA	promoter-TSS (Nvec_vc1.1_LOC5518954)	-promoter-TSS (Nvec_vc1.1_LOC5518954)	49	Nvec_vc1.1_LOC5518954	Nvec_vc1.1_LOC5518954	Nvec_vc1.1_XM_032363731			LOC5518954			NA
Elav_pos_R3.mLb.clN_peak_3466	NC_064036.1	6072761	6073705	+	141	NA	Intergenic	Intergenic	-3675	Nvec_vc1.1_LOC5502966	Nvec_vc1.1_LOC5502966	Nvec_vc1.1_XM_048725626			LOC5502966			NA
Elav_pos_R3.mLb.clN_peak_2748	NC_064035.1	17607679	17607956	+	141	NA	exon (Nvec_vc1.1_LOC116615718, exon 1 of 11)	-exon (Nvec_vc1.1_LOC116615718, exon 1 of 11)	108	Nvec_vc1.1_LOC116615718	Nvec_vc1.1_LOC116615718	Nvec_vc1.1_XM_048721835			LOC116615718			NA
Elav_pos_R3.mLb.clN_peak_14235	NC_064045.1	14154177	14154796	+	141	NA	intron (Nvec_vc1.1_LOC5520258, intron 2 of 2)	-intron (Nvec_vc1.1_LOC5520258, intron 2 of 2)	1654	Nvec_vc1.1_LOC5520258	Nvec_vc1.1_LOC5520258	Nvec_vc1.1_XM_032365143			LOC5520258			NA
Elav_pos_R3.mLb.clN_peak_13303	NC_064044.1	14264480	14265376	+	141	NA	intron (Nvec_vc1.1_LOC5517523, intron 1 of 21)	-intron (Nvec_vc1.1_LOC5517523, intron 1 of 21)	375	Nvec_vc1.1_LOC5517523	Nvec_vc1.1_LOC5517523	Nvec_vc1.1_XM_048734019			LOC5517523			NA
Elav_pos_R3.mLb.clN_peak_3206	NC_064036.1	2380847	2381191	+	141	NA	intron (Nvec_vc1.1_LOC5504370, intron 1 of 28)	-intron (Nvec_vc1.1_LOC5504370, intron 1 of 28)	4704	Nvec_vc1.1_LOC5504370	Nvec_vc1.1_LOC5504370	Nvec_vc1.1_XM_032372647			LOC5504370			NA
Elav_pos_R3.mLb.clN_peak_2677	NC_064035.1	16757839	16759691	+	141	NA	intron (Nvec_NVE17617, intron 1 of 2)	-intron (Nvec_NVE17617, intron 1 of 2)	2284	Nvec_NVE17617	Nvec_NVE17617	Nvec_NVE17617						NA
Elav_pos_R3.mLb.clN_peak_1608	NC_064035.1	2075629	2076144	+	141	NA	intron (Nvec_vc1.1_LOC5501884, intron 3 of 21)	-intron (Nvec_vc1.1_LOC5501884, intron 3 of 21)	1268	Nvec_vc1.1_LOC5501884	Nvec_vc1.1_LOC5501884	Nvec_vc1.1_XM_032370178			LOC5501884			NA
Elav_pos_R3.mLb.clN_peak_12007	NC_064043.1	8857900	8858604	+	141	NA	intron (Nvec_vc1.1_LOC5513538, intron 8 of 9)	-intron (Nvec_vc1.1_LOC5513538, intron 8 of 9)	-1341	Nvec_vc1.1_LOC116618908	Nvec_vc1.1_LOC116618908	Nvec_vc1.1_XM_032383107			LOC116618908			NA
Elav_pos_R3.mLb.clN_peak_4357	NC_064036.1	17558659	17559883	+	141	NA	exon (Nvec_vc1.1_LOC5511091, exon 21 of 26)	-exon (Nvec_vc1.1_LOC5511091, exon 21 of 26)	-1833	Nvec_v1g246166	Nvec_v1g246166	Nvec_v1g246166						NA
Elav_pos_R3.mLb.clN_peak_5538	NC_064037.1	14096836	14097953	+	141	NA	exon (Nvec_vc1.1_LOC116617419, exon 1 of 2)	-exon (Nvec_vc1.1_LOC116617419, exon 1 of 2)	1129	Nvec_vc1.1_LOC116617419	Nvec_vc1.1_LOC116617419	Nvec_vc1.1_XM_032380140			LOC116617419			NA
Elav_pos_R3.mLb.clN_peak_2614	NC_064035.1	15809730	15812117	+	141	NA	TTS (Nvec_vc1.1_LOC5516802)	-TTS (Nvec_vc1.1_LOC5516802)	218	Nvec_vc1.1_LOC5516763	Nvec_vc1.1_LOC5516763	Nvec_vc1.1_XM_032386640			LOC5516763			NA
Elav_pos_R3.mLb.clN_peak_956	NC_064034.1	13354413	13354885	+	141	NA	TTS (Nvec_vc1.1_LOC5515919)	-TTS (Nvec_vc1.1_LOC5515919)	1556	Nvec_vc1.1_LOC5515919	Nvec_vc1.1_LOC5515919	Nvec_vc1.1_XM_001635920			LOC5515919			NA
Elav_pos_R3.mLb.clN_peak_15850	NC_064047.1	8624977	8625424	+	140	NA	Intergenic	Intergenic	-1244	Nvec_vc1.1_LOC5510453	Nvec_vc1.1_LOC5510453	Nvec_vc1.1_XM_032379598			LOC5510453			NA
Elav_pos_R3.mLb.clN_peak_8031	NC_064039.1	14322336	14323034	+	140	NA	exon (Nvec_vc1.1_LOC5515150, exon 16 of 17)	-exon (Nvec_vc1.1_LOC5515150, exon 16 of 17)	-7511	Nvec_vc1.1_LOC5515179	Nvec_vc1.1_LOC5515179	Nvec_vc1.1_XM_048729296			LOC5515179			NA
Elav_pos_R3.mLb.clN_peak_9035	NC_064040.1	12576005	12577109	+	140	NA	intron (Nvec_vc1.1_LOC5505796, intron 13 of 24)	-intron (Nvec_vc1.1_LOC5505796, intron 13 of 24)	21705	Nvec_vc1.1_LOC5505793	Nvec_vc1.1_LOC5505793	Nvec_vc1.1_XM_032374127			LOC5505793			NA
Elav_pos_R3.mLb.clN_peak_10289	NC_064042.1	698951	699666	+	140	NA	intron (Nvec_vc1.1_LOC116613119, intron 3 of 4)	-intron (Nvec_vc1.1_LOC116613119, intron 3 of 4)	4417	Nvec_vc1.1_LOC116613119	Nvec_vc1.1_LOC116613119	Nvec_vc1.1_XM_032373757			LOC116613119			NA
Elav_pos_R3.mLb.clN_peak_13913	NC_064045.1	9410200	9410516	+	140	NA	intron (Nvec_vc1.1_LOC5501824, intron 3 of 8)	-intron (Nvec_vc1.1_LOC5501824, intron 3 of 8)	-8590	Nvec_vc1.1_LOC125557455	Nvec_vc1.1_LOC125557455	Nvec_vc1.1_XM_048720090			LOC125557455			NA
Elav_pos_R3.mLb.clN_peak_14807	NC_064046.1	6654125	6654578	+	140	NA	intron (Nvec_vc1.1_LOC116608974, intron 2 of 2)	-intron (Nvec_vc1.1_LOC116608974, intron 2 of 2)	1126	Nvec_vc1.1_LOC116608974	Nvec_vc1.1_LOC116608974	Nvec_vc1.1_XM_048721116			LOC116608974			NA
