PeakID (cmd=annotatePeaks.pl Fox_pos_R2.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_pos_R2.mLb.clN_peak_10623	NC_064042.1	584514	584794	+	163	NA	promoter-TSS (Nvec_vc1.1_LOC5505318)	-promoter-TSS (Nvec_vc1.1_LOC5505318)	98	Nvec_vc1.1_LOC5505318	Nvec_vc1.1_LOC5505318	Nvec_vc1.1_XM_001626100			LOC5505318			NA
Fox_pos_R2.mLb.clN_peak_4390	NC_064036.1	15361944	15362260	+	163	NA	promoter-TSS (Nvec_vc1.1_LOC5522272)	-promoter-TSS (Nvec_vc1.1_LOC5522272)	-998	Nvec_vc1.1_LOC5522272	Nvec_vc1.1_LOC5522272	Nvec_vc1.1_XM_032367746			LOC5522272			NA
Fox_pos_R2.mLb.clN_peak_517	NC_064034.1	7216498	7216882	+	163	NA	intron (Nvec_vc1.1_LOC5519029, intron 8 of 10)	-intron (Nvec_vc1.1_LOC5519029, intron 8 of 10)	-4471	Nvec_vc1.1_LOC116603011	Nvec_vc1.1_LOC116603011	Nvec_vc1.1_XM_032363922			LOC116603011			NA
Fox_pos_R2.mLb.clN_peak_1041	NC_064034.1	13949957	13950454	+	163	NA	promoter-TSS (Nvec_vc1.1_LOC125561742)	-promoter-TSS (Nvec_vc1.1_LOC125561742)	-880	Nvec_vc1.1_LOC125561742	Nvec_vc1.1_LOC125561742	Nvec_vc1.1_XM_048725906			LOC125561742			NA
Fox_pos_R2.mLb.clN_peak_816	NC_064034.1	11266586	11267219	+	163	NA	exon (Nvec_vc1.1_LOC5517473, exon 4 of 8)	-exon (Nvec_vc1.1_LOC5517473, exon 4 of 8)	3231	Nvec_vc1.1_LOC5517473	Nvec_vc1.1_LOC5517473	Nvec_vc1.1_XM_001637441			LOC5517473			NA
Fox_pos_R2.mLb.clN_peak_803	NC_064034.1	11126645	11126933	+	163	NA	promoter-TSS (Nvec_vc1.1_LOC5517485)	-promoter-TSS (Nvec_vc1.1_LOC5517485)	94	Nvec_vc1.1_LOC5517485	Nvec_vc1.1_LOC5517485	Nvec_vc1.1_XM_032361915			LOC5517485			NA
Fox_pos_R2.mLb.clN_peak_4531	NC_064036.1	17456798	17457093	+	163	NA	intron (Nvec_vc1.1_LOC5511102, intron 1 of 14)	-intron (Nvec_vc1.1_LOC5511102, intron 1 of 14)	2144	Nvec_vc1.1_LOC5511102	Nvec_vc1.1_LOC5511102	Nvec_vc1.1_XM_032380334			LOC5511102			NA
Fox_pos_R2.mLb.clN_peak_1724	NC_064035.1	2469940	2470778	+	163	NA	exon (Nvec_vc1.1_LOC116619931, exon 1 of 7)	-exon (Nvec_vc1.1_LOC116619931, exon 1 of 7)	706	Nvec_vc1.1_LOC116619931	Nvec_vc1.1_LOC116619931	Nvec_vc1.1_XM_032385290			LOC116619931			NA
Fox_pos_R2.mLb.clN_peak_12816	NC_064043.1	13759776	13760238	+	163	NA	exon (Nvec_vc1.1_LOC5506741, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5506741, exon 1 of 2)	497	Nvec_vc1.1_LOC5506741	Nvec_vc1.1_LOC5506741	Nvec_vc1.1_XM_048733383			LOC5506741			NA
Fox_pos_R2.mLb.clN_peak_3133	NC_064035.1	21111984	21112493	+	163	NA	intron (Nvec_vc1.1_LOC5513653, intron 2 of 10)	-intron (Nvec_vc1.1_LOC5513653, intron 2 of 10)	1930	Nvec_vc1.1_LOC5513653	Nvec_vc1.1_LOC5513653	Nvec_vc1.1_XM_048724029			LOC5513653			NA
Fox_pos_R2.mLb.clN_peak_15996	NC_064046.1	14566169	14566723	+	163	NA	exon (Nvec_vc1.1_LOC5502324, exon 3 of 3)	-exon (Nvec_vc1.1_LOC5502324, exon 3 of 3)	1653	Nvec_vc1.1_LOC5502324	Nvec_vc1.1_LOC5502324	Nvec_vc1.1_XM_001623468			LOC5502324			NA
Fox_pos_R2.mLb.clN_peak_16534	NC_064047.1	8476643	8477064	+	163	NA	TTS (Nvec_vc1.1_LOC5510445)	-TTS (Nvec_vc1.1_LOC5510445)	1778	Nvec_NVE1566	Nvec_NVE1566	Nvec_NVE1566						NA
Fox_pos_R2.mLb.clN_peak_15450	NC_064046.1	7122338	7122872	+	163	NA	intron (Nvec_vc1.1_LOC5510865, intron 1 of 25)	-intron (Nvec_vc1.1_LOC5510865, intron 1 of 25)	5418	Nvec_vc1.1_LOC5510865	Nvec_vc1.1_LOC5510865	Nvec_vc1.1_XM_032380092			LOC5510865			NA
Fox_pos_R2.mLb.clN_peak_1580	NC_064034.1	21815197	21816036	+	163	NA	Intergenic	Intergenic	-3095	Nvec_vc1.1_LOC5518316	Nvec_vc1.1_LOC5518316	Nvec_vc1.1_XM_001638232			LOC5518316			NA
Fox_pos_R2.mLb.clN_peak_16134	NC_064047.1	1886636	1887259	+	163	NA	promoter-TSS (Nvec_vc1.1_LOC5518799)	-promoter-TSS (Nvec_vc1.1_LOC5518799)	69	Nvec_vc1.1_LOC5518799	Nvec_vc1.1_LOC5518799	Nvec_vc1.1_XM_001638679			LOC5518799			NA
Fox_pos_R2.mLb.clN_peak_11195	NC_064042.1	8377406	8377888	+	163	NA	promoter-TSS (Nvec_vc1.1_LOC5515409)	-promoter-TSS (Nvec_vc1.1_LOC5515409)	222	Nvec_vc1.1_LOC5515408	Nvec_vc1.1_LOC5515408	Nvec_vc1.1_XM_032385157			LOC5515408			NA
Fox_pos_R2.mLb.clN_peak_504	NC_064034.1	7070909	7071318	+	163	NA	intron (Nvec_vc1.1_LOC5519085, intron 4 of 20)	-intron (Nvec_vc1.1_LOC5519085, intron 4 of 20)	8187	Nvec_vc1.1_LOC5519085	Nvec_vc1.1_LOC5519085	Nvec_vc1.1_XM_032363896			LOC5519085			NA
Fox_pos_R2.mLb.clN_peak_4808	NC_064037.1	2061410	2061594	+	162	NA	Intergenic	Intergenic	-6284	Nvec_vc1.1_LOC5509205	Nvec_vc1.1_LOC5509205	Nvec_vc1.1_XM_032378126			LOC5509205			NA
Fox_pos_R2.mLb.clN_peak_16802	NC_064047.1	13290993	13292001	+	162	NA	intron (Nvec_NVE13659, intron 3 of 3)	-intron (Nvec_NVE13659, intron 3 of 3)	1401	Nvec_NVE13659	Nvec_NVE13659	Nvec_NVE13659						NA
Fox_pos_R2.mLb.clN_peak_13810	NC_064044.1	14032839	14033499	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC116601203)	-promoter-TSS (Nvec_vc1.1_LOC116601203)	-25	Nvec_vc1.1_LOC116601203	Nvec_vc1.1_LOC116601203	Nvec_vc1.1_XM_048734734			LOC116601203			NA
Fox_pos_R2.mLb.clN_peak_12668	NC_064043.1	12034024	12034306	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC5510623)	-promoter-TSS (Nvec_vc1.1_LOC5510623)	80	Nvec_vc1.1_LOC5510611	Nvec_vc1.1_LOC5510611	Nvec_vc1.1_XM_048733376			LOC5510611			NA
Fox_pos_R2.mLb.clN_peak_7181	NC_064039.1	885101	885555	+	162	NA	Intergenic	Intergenic	-6693	Nvec_vc1.1_LOC116606934	Nvec_vc1.1_LOC116606934	Nvec_vc1.1_XM_048728583			LOC116606934			NA
Fox_pos_R2.mLb.clN_peak_7825	NC_064039.1	9075603	9076298	+	162	NA	exon (Nvec_vc1.1_LOC116615595, exon 1 of 3)	-exon (Nvec_vc1.1_LOC116615595, exon 1 of 3)	150	Nvec_vc1.1_LOC116615595	Nvec_vc1.1_LOC116615595	Nvec_vc1.1_XM_032377343			LOC116615595			NA
Fox_pos_R2.mLb.clN_peak_5467	NC_064037.1	10114318	10114511	+	162	NA	Intergenic	Intergenic	-2576	Nvec_vc1.1_LOC5513719	Nvec_vc1.1_LOC5513719	Nvec_vc1.1_XM_001633907			LOC5513719			NA
Fox_pos_R2.mLb.clN_peak_3349	NC_064036.1	2477945	2478192	+	162	NA	intron (Nvec_vc1.1_LOC5504368, intron 6 of 29)	-intron (Nvec_vc1.1_LOC5504368, intron 6 of 29)	5606	Nvec_vc1.1_LOC5504368	Nvec_vc1.1_LOC5504368	Nvec_vc1.1_XM_048725723			LOC5504368			NA
Fox_pos_R2.mLb.clN_peak_11952	NC_064043.1	3486242	3487215	+	162	NA	intron (Nvec_vc1.1_LOC116620692, intron 3 of 7)	-intron (Nvec_vc1.1_LOC116620692, intron 3 of 7)	9543	Nvec_vc1.1_LOC116620692	Nvec_vc1.1_LOC116620692	Nvec_vc1.1_XM_032386298			LOC116620692			NA
Fox_pos_R2.mLb.clN_peak_9135	NC_064040.1	9765109	9765439	+	162	NA	Intergenic	Intergenic	-3675	Nvec_vc1.1_LOC5518940	Nvec_vc1.1_LOC5518940	Nvec_vc1.1_XM_048730636			LOC5518940			NA
Fox_pos_R2.mLb.clN_peak_10030	NC_064041.1	6959338	6960059	+	162	NA	exon (Nvec_vc1.1_LOC5515261, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5515261, exon 1 of 2)	257	Nvec_vc1.1_LOC5515261	Nvec_vc1.1_LOC5515261	Nvec_vc1.1_XM_001635301			LOC5515261			NA
Fox_pos_R2.mLb.clN_peak_9090	NC_064040.1	9157818	9158543	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC5503396)	-promoter-TSS (Nvec_vc1.1_LOC5503396)	-149	Nvec_vc1.1_LOC5503396	Nvec_vc1.1_LOC5503396	Nvec_vc1.1_XM_032371741			LOC5503396			NA
Fox_pos_R2.mLb.clN_peak_1891	NC_064035.1	4608610	4609183	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC5508910)	-promoter-TSS (Nvec_vc1.1_LOC5508910)	73	Nvec_vc1.1_LOC116615981	Nvec_vc1.1_LOC116615981	Nvec_vc1.1_XM_048724305			LOC116615981			NA
Fox_pos_R2.mLb.clN_peak_12457	NC_064043.1	9336671	9337163	+	162	NA	intron (Nvec_vc1.1_LOC5513599, intron 10 of 10)	-intron (Nvec_vc1.1_LOC5513599, intron 10 of 10)	5391	Nvec_vc1.1_LOC5513599	Nvec_vc1.1_LOC5513599	Nvec_vc1.1_XM_001633801			LOC5513599			NA
Fox_pos_R2.mLb.clN_peak_1852	NC_064035.1	4113631	4114275	+	162	NA	intron (Nvec_vc1.1_LOC5514859, intron 9 of 23)	-intron (Nvec_vc1.1_LOC5514859, intron 9 of 23)	8143	Nvec_vc1.1_LOC5514859	Nvec_vc1.1_LOC5514859	Nvec_vc1.1_XM_048723266			LOC5514859			NA
Fox_pos_R2.mLb.clN_peak_7433	NC_064039.1	3833627	3834297	+	162	NA	exon (Nvec_vc1.1_LOC116614682, exon 1 of 2)	-exon (Nvec_vc1.1_LOC116614682, exon 1 of 2)	1262	Nvec_vc1.1_LOC116614682	Nvec_vc1.1_LOC116614682	Nvec_vc1.1_XM_032375966			LOC116614682			NA
Fox_pos_R2.mLb.clN_peak_6930	NC_064038.1	13774063	13774356	+	162	NA	intron (Nvec_vc1.1_LOC5503308, intron 17 of 68)	-intron (Nvec_vc1.1_LOC5503308, intron 17 of 68)	23402	Nvec_vc1.1_LOC5503308	Nvec_vc1.1_LOC5503308	Nvec_vc1.1_XM_048727478			LOC5503308			NA
Fox_pos_R2.mLb.clN_peak_9094	NC_064040.1	9274443	9274724	+	162	NA	intron (Nvec_vc1.1_LOC5503389, intron 12 of 42)	-intron (Nvec_vc1.1_LOC5503389, intron 12 of 42)	-48552	Nvec_vc1.1_LOC5503386	Nvec_vc1.1_LOC5503386	Nvec_vc1.1_XM_032371743			LOC5503386			NA
Fox_pos_R2.mLb.clN_peak_15715	NC_064046.1	11285551	11286011	+	162	NA	Intergenic	Intergenic	5091	Nvec_vc1.1_LOC125558966	Nvec_vc1.1_LOC125558966	Nvec_vc1.1_XM_048720596			LOC125558966			NA
Fox_pos_R2.mLb.clN_peak_12377	NC_064043.1	8452161	8452482	+	162	NA	exon (Nvec_vc1.1_LOC5513507, exon 1 of 20)	-exon (Nvec_vc1.1_LOC5513507, exon 1 of 20)	103	Nvec_vc1.1_LOC5513507	Nvec_vc1.1_LOC5513507	Nvec_vc1.1_XM_048733338			LOC5513507			NA
Fox_pos_R2.mLb.clN_peak_1445	NC_064034.1	20007224	20007655	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC5500708)	-promoter-TSS (Nvec_vc1.1_LOC5500708)	11	Nvec_vc1.1_LOC5500708	Nvec_vc1.1_LOC5500708	Nvec_vc1.1_XM_048727088			LOC5500708			NA
Fox_pos_R2.mLb.clN_peak_12506	NC_064043.1	9980522	9981260	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC5519281)	-promoter-TSS (Nvec_vc1.1_LOC5519281)	-128	Nvec_vc1.1_LOC5519281	Nvec_vc1.1_LOC5519281	Nvec_vc1.1_XM_001639145			LOC5519281			NA
Fox_pos_R2.mLb.clN_peak_16837	NC_064047.1	14110549	14110869	+	162	NA	intron (Nvec_vc1.1_LOC116615461, intron 4 of 10)	-intron (Nvec_vc1.1_LOC116615461, intron 4 of 10)	5116	Nvec_vc1.1_LOC5503661	Nvec_vc1.1_LOC5503661	Nvec_vc1.1_XM_001624603			LOC5503661			NA
Fox_pos_R2.mLb.clN_peak_6991	NC_064038.1	15090279	15090824	+	162	NA	intron (Nvec_vc1.1_LOC5507846, intron 1 of 12)	-intron (Nvec_vc1.1_LOC5507846, intron 1 of 12)	1693	Nvec_vc1.1_LOC5507846	Nvec_vc1.1_LOC5507846	Nvec_vc1.1_XM_048727695			LOC5507846			NA
Fox_pos_R2.mLb.clN_peak_8795	NC_064040.1	5559254	5560307	+	162	NA	intron (Nvec_vc1.1_LOC5507022, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5507022, intron 1 of 2)	-4276	Nvec_vc1.1_LOC125568291	Nvec_vc1.1_LOC125568291	Nvec_vc1.1_XM_048730209			LOC125568291			NA
Fox_pos_R2.mLb.clN_peak_17430	NC_064048.1	8719862	8720234	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC116601842)	-promoter-TSS (Nvec_vc1.1_LOC116601842)	-205	Nvec_vc1.1_LOC116601842	Nvec_vc1.1_LOC116601842	Nvec_vc1.1_XM_048722896			LOC116601842			NA
Fox_pos_R2.mLb.clN_peak_1077	NC_064034.1	15254344	15254793	+	162	NA	TTS (Nvec_vc1.1_LOC5506311)	-TTS (Nvec_vc1.1_LOC5506311)	216	Nvec_vc1.1_LOC5506318	Nvec_vc1.1_LOC5506318	Nvec_vc1.1_XM_001626993			LOC5506318			NA
Fox_pos_R2.mLb.clN_peak_10127	NC_064041.1	8684472	8685149	+	162	NA	intron (Nvec_vc1.1_LOC5519313, intron 33 of 37)	-intron (Nvec_vc1.1_LOC5519313, intron 33 of 37)	29880	Nvec_vc1.1_LOC5519313	Nvec_vc1.1_LOC5519313	Nvec_vc1.1_XM_032364164			LOC5519313			NA
Fox_pos_R2.mLb.clN_peak_8467	NC_064039.1	18045589	18045924	+	162	NA	intron (Nvec_vc1.1_LOC125568054, intron 4 of 4)	-intron (Nvec_vc1.1_LOC125568054, intron 4 of 4)	2707	Nvec_vc1.1_LOC125568054	Nvec_vc1.1_LOC125568054	Nvec_vc1.1_XM_048729366			LOC125568054			NA
Fox_pos_R2.mLb.clN_peak_12455	NC_064043.1	9306446	9307112	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC116618917)	-promoter-TSS (Nvec_vc1.1_LOC116618917)	74	Nvec_vc1.1_LOC116618917	Nvec_vc1.1_LOC116618917	Nvec_vc1.1_XM_032383125			LOC116618917			NA
Fox_pos_R2.mLb.clN_peak_14441	NC_064045.1	9064421	9064809	+	162	NA	intron (Nvec_vc1.1_LOC5511764, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5511764, intron 1 of 3)	2707	Nvec_vc1.1_LOC5511764	Nvec_vc1.1_LOC5511764	Nvec_vc1.1_XM_001632054			LOC5511764			NA
Fox_pos_R2.mLb.clN_peak_2755	NC_064035.1	16204450	16205283	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC116612234)	-promoter-TSS (Nvec_vc1.1_LOC116612234)	-30	Nvec_vc1.1_LOC5504570	Nvec_vc1.1_LOC5504570	Nvec_vc1.1_XM_048724366			LOC5504570			NA
Fox_pos_R2.mLb.clN_peak_8587	NC_064040.1	3289735	3290132	+	162	NA	intron (Nvec_vc1.1_LOC116619604, intron 1 of 28)	-intron (Nvec_vc1.1_LOC116619604, intron 1 of 28)	1421	Nvec_vc1.1_LOC116619604	Nvec_vc1.1_LOC116619604	Nvec_vc1.1_XM_048730406			LOC116619604			NA
Fox_pos_R2.mLb.clN_peak_9097	NC_064040.1	9349597	9349964	+	162	NA	TTS (Nvec_vc1.1_LOC5504191)	-TTS (Nvec_vc1.1_LOC5504191)	5373	Nvec_vc1.1_LOC5504183	Nvec_vc1.1_LOC5504183	Nvec_vc1.1_XM_001625070			LOC5504183			NA
Fox_pos_R2.mLb.clN_peak_16037	NC_064047.1	773403	773932	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC5512855)	-promoter-TSS (Nvec_vc1.1_LOC5512855)	-93	Nvec_vc1.1_LOC5512855	Nvec_vc1.1_LOC5512855	Nvec_vc1.1_XM_048721665			LOC5512855			NA
Fox_pos_R2.mLb.clN_peak_11740	NC_064042.1	17123732	17124357	+	162	NA	Intergenic	Intergenic	569039	Nvec_vc1.1_LOC125572464	Nvec_vc1.1_LOC125572464	Nvec_vc1.1_XM_048732986			LOC125572464			NA
Fox_pos_R2.mLb.clN_peak_8530	NC_064040.1	1924480	1924902	+	162	NA	intron (Nvec_vc1.1_LOC5511956, intron 7 of 19)	-intron (Nvec_vc1.1_LOC5511956, intron 7 of 19)	5254	Nvec_vc1.1_LOC5511956	Nvec_vc1.1_LOC5511956	Nvec_vc1.1_XM_048730479			LOC5511956			NA
Fox_pos_R2.mLb.clN_peak_10586	NC_064041.1	16605005	16605200	+	162	NA	Intergenic	Intergenic	60654	Nvec_vc1.1_LOC125570141	Nvec_vc1.1_LOC125570141	Nvec_vc1.1_XM_048731274			LOC125570141			NA
Fox_pos_R2.mLb.clN_peak_3188	NC_064036.1	622852	624280	+	162	NA	Intergenic	Intergenic	-3123	Nvec_vc1.1_LOC5501945	Nvec_vc1.1_LOC5501945	Nvec_vc1.1_XM_001623127			LOC5501945			NA
Fox_pos_R2.mLb.clN_peak_5258	NC_064037.1	7369496	7369946	+	162	NA	Intergenic	Intergenic	5857	Nvec_vc1.1_LOC5519702	Nvec_vc1.1_LOC5519702	Nvec_vc1.1_XM_001639537			LOC5519702			NA
Fox_pos_R2.mLb.clN_peak_10271	NC_064041.1	11393630	11394125	+	162	NA	Intergenic	Intergenic	7632	Nvec_vc1.1_LOC5515349	Nvec_vc1.1_LOC5515349	Nvec_vc1.1_XM_032385040			LOC5515349			NA
Fox_pos_R2.mLb.clN_peak_6711	NC_064038.1	10251646	10251870	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC5505644)	-promoter-TSS (Nvec_vc1.1_LOC5505644)	-15	Nvec_vc1.1_LOC5505644	Nvec_vc1.1_LOC5505644	Nvec_vc1.1_XM_001626340			LOC5505644			NA
Fox_pos_R2.mLb.clN_peak_1211	NC_064034.1	17207698	17208023	+	162	NA	exon (Nvec_vc1.1_LOC5507594, exon 2 of 8)	-exon (Nvec_vc1.1_LOC5507594, exon 2 of 8)	2661	Nvec_vc1.1_LOC5507594	Nvec_vc1.1_LOC5507594	Nvec_vc1.1_XM_032376296			LOC5507594			NA
Fox_pos_R2.mLb.clN_peak_3040	NC_064035.1	19611635	19612375	+	162	NA	promoter-TSS (Nvec_NVE12265)	-promoter-TSS (Nvec_NVE12265)	-166	Nvec_NVE12265	Nvec_NVE12265	Nvec_NVE12265						NA
Fox_pos_R2.mLb.clN_peak_9685	NC_064041.1	1086100	1086420	+	162	NA	intron (Nvec_vc1.1_LOC125570075, intron 1 of 11)	-intron (Nvec_vc1.1_LOC125570075, intron 1 of 11)	672	Nvec_vc1.1_LOC125570075	Nvec_vc1.1_LOC125570075	Nvec_vc1.1_XM_048730868			LOC125570075			NA
Fox_pos_R2.mLb.clN_peak_10514	NC_064041.1	15531788	15532297	+	162	NA	intron (Nvec_vc1.1_LOC116613873, intron 4 of 34)	-intron (Nvec_vc1.1_LOC116613873, intron 4 of 34)	10179	Nvec_vc1.1_LOC116613873	Nvec_vc1.1_LOC116613873	Nvec_vc1.1_XM_048730955			LOC116613873			NA
Fox_pos_R2.mLb.clN_peak_8381	NC_064039.1	16356348	16356851	+	162	NA	intron (Nvec_vc1.1_LOC116617331, intron 2 of 4)	-intron (Nvec_vc1.1_LOC116617331, intron 2 of 4)	3918	Nvec_vc1.1_LOC116617331	Nvec_vc1.1_LOC116617331	Nvec_vc1.1_XM_048729381			LOC116617331			NA
Fox_pos_R2.mLb.clN_peak_13211	NC_064044.1	5332872	5333318	+	162	NA	TTS (Nvec_vc1.1_LOC125573600)	-TTS (Nvec_vc1.1_LOC125573600)	2771	Nvec_vc1.1_LOC125573600	Nvec_vc1.1_LOC125573600	Nvec_vc1.1_XM_048734180			LOC125573600			NA
Fox_pos_R2.mLb.clN_peak_638	NC_064034.1	8882410	8882620	+	162	NA	intron (Nvec_vc1.1_LOC5520368, intron 1 of 7)	-intron (Nvec_vc1.1_LOC5520368, intron 1 of 7)	14119	Nvec_vc1.1_LOC5520368	Nvec_vc1.1_LOC5520368	Nvec_vc1.1_XM_048729517			LOC5520368			NA
Fox_pos_R2.mLb.clN_peak_8911	NC_064040.1	7152362	7153094	+	162	NA	intron (Nvec_vc1.1_LOC5520866, intron 2 of 6)	-intron (Nvec_vc1.1_LOC5520866, intron 2 of 6)	2432	Nvec_vc1.1_LOC5520866	Nvec_vc1.1_LOC5520866	Nvec_vc1.1_XM_032365746			LOC5520866			NA
Fox_pos_R2.mLb.clN_peak_10313	NC_064041.1	12544054	12544502	+	162	NA	intron (Nvec_vc1.1_LOC5505909, intron 43 of 44)	-intron (Nvec_vc1.1_LOC5505909, intron 43 of 44)	-10095	Nvec_v1g215185	Nvec_v1g215185	Nvec_v1g215185						NA
Fox_pos_R2.mLb.clN_peak_4443	NC_064036.1	16269218	16269653	+	162	NA	Intergenic	Intergenic	-13067	Nvec_vc1.1_LOC116614582	Nvec_vc1.1_LOC116614582	Nvec_vc1.1_XM_032375725			LOC116614582			NA
Fox_pos_R2.mLb.clN_peak_13264	NC_064044.1	6512312	6512824	+	162	NA	exon (Nvec_vc1.1_LOC5508099, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5508099, exon 2 of 2)	-1625	Nvec_v1g245407	Nvec_v1g245407	Nvec_v1g245407			SHAKR14			NA
Fox_pos_R2.mLb.clN_peak_8674	NC_064040.1	4367553	4367978	+	162	NA	exon (Nvec_vc1.1_LOC5509733, exon 1 of 8)	-exon (Nvec_vc1.1_LOC5509733, exon 1 of 8)	103	Nvec_vc1.1_LOC5509733	Nvec_vc1.1_LOC5509733	Nvec_vc1.1_XM_048730199			LOC5509733			NA
Fox_pos_R2.mLb.clN_peak_16240	NC_064047.1	3649442	3649973	+	162	NA	intron (Nvec_vc1.1_LOC5500390, intron 21 of 35)	-intron (Nvec_vc1.1_LOC5500390, intron 21 of 35)	20334	Nvec_vc1.1_LOC5500390	Nvec_vc1.1_LOC5500390	Nvec_vc1.1_XM_048721475			LOC5500390			NA
Fox_pos_R2.mLb.clN_peak_4946	NC_064037.1	3909396	3910050	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC5513104)	-promoter-TSS (Nvec_vc1.1_LOC5513104)	-107	Nvec_vc1.1_LOC5513104	Nvec_vc1.1_LOC5513104	Nvec_vc1.1_XM_048726187			LOC5513104			NA
Fox_pos_R2.mLb.clN_peak_746	NC_064034.1	10242210	10243098	+	162	NA	intron (Nvec_vc1.1_LOC5520282, intron 2 of 2)	-intron (Nvec_vc1.1_LOC5520282, intron 2 of 2)	1794	Nvec_vc1.1_LOC5520282	Nvec_vc1.1_LOC5520282	Nvec_vc1.1_XM_001640178			LOC5520282			NA
Fox_pos_R2.mLb.clN_peak_11067	NC_064042.1	6727386	6727614	+	162	NA	intron (Nvec_vc1.1_LOC5518122, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5518122, intron 1 of 1)	7094	Nvec_vc1.1_LOC5518122	Nvec_vc1.1_LOC5518122	Nvec_vc1.1_XM_001638097			LOC5518122			NA
Fox_pos_R2.mLb.clN_peak_9742	NC_064041.1	2143707	2144020	+	162	NA	TTS (Nvec_vc1.1_LOC5516727)	-TTS (Nvec_vc1.1_LOC5516727)	8231	Nvec_vc1.1_LOC5516727	Nvec_vc1.1_LOC5516727	Nvec_vc1.1_XM_001636699			LOC5516727			NA
Fox_pos_R2.mLb.clN_peak_11980	NC_064043.1	3710118	3710500	+	162	NA	Intergenic	Intergenic	-7749	Nvec_NVE2830	Nvec_NVE2830	Nvec_NVE2830						NA
Fox_pos_R2.mLb.clN_peak_9047	NC_064040.1	8715508	8716056	+	162	NA	Intergenic	Intergenic	6970	Nvec_vc1.1_LOC5512984	Nvec_vc1.1_LOC5512984	Nvec_vc1.1_XM_001633231			LOC5512984			NA
Fox_pos_R2.mLb.clN_peak_2101	NC_064035.1	7276773	7277198	+	162	NA	Intergenic	Intergenic	-1187	Nvec_vc1.1_LOC5501224	Nvec_vc1.1_LOC5501224	Nvec_vc1.1_XM_048723837			LOC5501224			NA
Fox_pos_R2.mLb.clN_peak_14795	NC_064045.1	13660387	13660847	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC5520162)	-promoter-TSS (Nvec_vc1.1_LOC5520162)	8	Nvec_vc1.1_LOC5520162	Nvec_vc1.1_LOC5520162	Nvec_vc1.1_XM_001640036			LOC5520162			NA
Fox_pos_R2.mLb.clN_peak_8552	NC_064040.1	2822921	2823517	+	162	NA	intron (Nvec_vc1.1_LOC5508017, intron 8 of 13)	-intron (Nvec_vc1.1_LOC5508017, intron 8 of 13)	3902	Nvec_vc1.1_LOC5508017	Nvec_vc1.1_LOC5508017	Nvec_vc1.1_XM_001628554			LOC5508017			NA
Fox_pos_R2.mLb.clN_peak_1790	NC_064035.1	3310186	3310478	+	162	NA	exon (Nvec_vc1.1_LOC5514780, exon 1 of 14)	-exon (Nvec_vc1.1_LOC5514780, exon 1 of 14)	159	Nvec_vc1.1_LOC5514780	Nvec_vc1.1_LOC5514780	Nvec_vc1.1_XM_001634939			LOC5514780			NA
Fox_pos_R2.mLb.clN_peak_3924	NC_064036.1	9865596	9866220	+	162	NA	promoter-TSS (Nvec_vc1.1_LOC5513267)	-promoter-TSS (Nvec_vc1.1_LOC5513267)	-122	Nvec_vc1.1_LOC5513267	Nvec_vc1.1_LOC5513267	Nvec_vc1.1_XM_001633507			LOC5513267			NA
Fox_pos_R2.mLb.clN_peak_8186	NC_064039.1	13395732	13396098	+	161	NA	exon (Nvec_vc1.1_LOC5520981, exon 1 of 10)	-exon (Nvec_vc1.1_LOC5520981, exon 1 of 10)	1251	Nvec_vc1.1_LOC5520981	Nvec_vc1.1_LOC5520981	Nvec_vc1.1_XM_048728923			LOC5520981			NA
Fox_pos_R2.mLb.clN_peak_1582	NC_064034.1	21819044	21819704	+	161	NA	Intergenic	Intergenic	-6521	Nvec_NVE1348	Nvec_NVE1348	Nvec_NVE1348						NA
