PeakID (cmd=annotatePeaks.pl Elav_pos_R1.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elav_pos_R1.mLb.clN_peak_16931	NC_064048.1	2341459	2341974	+	435	NA	intron (Nvec_vc1.1_LOC5502685, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5502685, intron 1 of 4)	2878	Nvec_vc1.1_LOC5502685	Nvec_vc1.1_LOC5502685	Nvec_vc1.1_XM_032370981			LOC5502685			NA
Elav_pos_R1.mLb.clN_peak_11752	NC_064042.1	14549796	14550673	+	435	NA	Intergenic	Intergenic	-17156	Nvec_vc1.1_LOC5507897	Nvec_vc1.1_LOC5507897	Nvec_vc1.1_XM_032376684			LOC5507897			NA
Elav_pos_R1.mLb.clN_peak_14480	NC_064045.1	8868561	8869558	+	435	NA	promoter-TSS (Nvec_vc1.1_LOC5511711)	-promoter-TSS (Nvec_vc1.1_LOC5511711)	-45	Nvec_vc1.1_LOC5511711	Nvec_vc1.1_LOC5511711	Nvec_vc1.1_XM_048720228			LOC5511711			NA
Elav_pos_R1.mLb.clN_peak_4330	NC_064036.1	13862186	13863532	+	434	NA	promoter-TSS (Nvec_vc1.1_LOC5518690)	-promoter-TSS (Nvec_vc1.1_LOC5518690)	-150	Nvec_vc1.1_LOC5518690	Nvec_vc1.1_LOC5518690	Nvec_vc1.1_XM_032363327			LOC5518690			NA
Elav_pos_R1.mLb.clN_peak_13488	NC_064044.1	8267439	8269196	+	434	NA	intron (Nvec_vc1.1_LOC5518431, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5518431, intron 1 of 2)	657	Nvec_vc1.1_LOC5518431	Nvec_vc1.1_LOC5518431	Nvec_vc1.1_XM_001638276			LOC5518431			NA
Elav_pos_R1.mLb.clN_peak_4914	NC_064037.1	2604371	2605307	+	434	NA	promoter-TSS (Nvec_vc1.1_LOC5511553)	-promoter-TSS (Nvec_vc1.1_LOC5511553)	98	Nvec_vc1.1_LOC5511553	Nvec_vc1.1_LOC5511553	Nvec_vc1.1_XM_032380941			LOC5511553			NA
Elav_pos_R1.mLb.clN_peak_4024	NC_064036.1	10377564	10378452	+	434	NA	exon (Nvec_vc1.1_LOC5501850, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5501850, exon 2 of 2)	2577	Nvec_vc1.1_LOC5501850	Nvec_vc1.1_LOC5501850	Nvec_vc1.1_XM_001623057			LOC5501850			NA
Elav_pos_R1.mLb.clN_peak_16285	NC_064047.1	5190905	5191419	+	433	NA	exon (Nvec_vc1.1_LOC5504730, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5504730, exon 1 of 3)	211	Nvec_vc1.1_LOC5504730	Nvec_vc1.1_LOC5504730	Nvec_vc1.1_XM_032373054			LOC5504730			NA
Elav_pos_R1.mLb.clN_peak_4309	NC_064036.1	13642640	13643594	+	433	NA	promoter-TSS (Nvec_vc1.1_LOC5518682)	-promoter-TSS (Nvec_vc1.1_LOC5518682)	-96	Nvec_vc1.1_LOC5518682	Nvec_vc1.1_LOC5518682	Nvec_vc1.1_XM_032363356			LOC5518682			NA
Elav_pos_R1.mLb.clN_peak_15615	NC_064046.1	9541277	9542101	+	433	NA	promoter-TSS (Nvec_vc1.1_LOC5518597)	-promoter-TSS (Nvec_vc1.1_LOC5518597)	74	Nvec_vc1.1_LOC5518597	Nvec_vc1.1_LOC5518597	Nvec_vc1.1_XM_032363268			LOC5518597			NA
Elav_pos_R1.mLb.clN_peak_14388	NC_064045.1	6914905	6915421	+	433	NA	exon (Nvec_vc1.1_LOC5510132, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5510132, exon 1 of 2)	209	Nvec_vc1.1_LOC5510132	Nvec_vc1.1_LOC5510132	Nvec_vc1.1_XM_048719714			LOC5510132			NA
Elav_pos_R1.mLb.clN_peak_11896	NC_064043.1	1719338	1720242	+	433	NA	intron (Nvec_NVE24721, intron 1 of 1)	-intron (Nvec_NVE24721, intron 1 of 1)	2128	Nvec_NVE24721	Nvec_NVE24721	Nvec_NVE24721						NA
Elav_pos_R1.mLb.clN_peak_1014	NC_064034.1	13350593	13351537	+	433	NA	Intergenic	Intergenic	5140	Nvec_vc1.1_LOC5515919	Nvec_vc1.1_LOC5515919	Nvec_vc1.1_XM_001635920			LOC5515919			NA
Elav_pos_R1.mLb.clN_peak_13735	NC_064044.1	12110043	12111652	+	433	NA	intron (Nvec_vc1.1_LOC5514715, intron 5 of 24)	-intron (Nvec_vc1.1_LOC5514715, intron 5 of 24)	12213	Nvec_vc1.1_LOC5514715	Nvec_vc1.1_LOC5514715	Nvec_vc1.1_XM_032384325			LOC5514715			NA
Elav_pos_R1.mLb.clN_peak_8618	NC_064040.1	1256327	1257203	+	433	NA	Intergenic	Intergenic	-1252	Nvec_vc1.1_LOC5511921	Nvec_vc1.1_LOC5511921	Nvec_vc1.1_XM_048730629			LOC5511921			NA
Elav_pos_R1.mLb.clN_peak_11620	NC_064042.1	12812679	12813356	+	432	NA	exon (Nvec_vc1.1_LOC116614349, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116614349, exon 1 of 1)	936	Nvec_vc1.1_LOC116614349	Nvec_vc1.1_LOC116614349	Nvec_vc1.1_XM_032375258			LOC116614349			NA
Elav_pos_R1.mLb.clN_peak_17296	NC_064048.1	7161204	7161931	+	432	NA	exon (Nvec_vc1.1_LOC5509852, exon 2 of 23)	-exon (Nvec_vc1.1_LOC5509852, exon 2 of 23)	418	Nvec_vc1.1_LOC5509852	Nvec_vc1.1_LOC5509852	Nvec_vc1.1_XM_048722784			LOC5509852			NA
Elav_pos_R1.mLb.clN_peak_10485	NC_064041.1	13045762	13046080	+	432	NA	intron (Nvec_vc1.1_LOC5516268, intron 7 of 10)	-intron (Nvec_vc1.1_LOC5516268, intron 7 of 10)	11493	Nvec_vc1.1_LOC5516268	Nvec_vc1.1_LOC5516268	Nvec_vc1.1_XM_032385987			LOC5516268			NA
Elav_pos_R1.mLb.clN_peak_8710	NC_064040.1	2883880	2884492	+	431	NA	promoter-TSS (Nvec_vc1.1_LOC5507996)	-promoter-TSS (Nvec_vc1.1_LOC5507996)	77	Nvec_vc1.1_LOC5507996	Nvec_vc1.1_LOC5507996	Nvec_vc1.1_XM_032376733			LOC5507996			NA
Elav_pos_R1.mLb.clN_peak_6386	NC_064038.1	4890318	4892471	+	431	NA	intron (Nvec_vc1.1_LOC5509184, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5509184, intron 1 of 1)	2879	Nvec_vc1.1_LOC5509184	Nvec_vc1.1_LOC5509184	Nvec_vc1.1_XM_001629650			LOC5509184			NA
Elav_pos_R1.mLb.clN_peak_1770	NC_064035.1	2995482	2996712	+	431	NA	promoter-TSS (Nvec_vc1.1_LOC5515545)	-promoter-TSS (Nvec_vc1.1_LOC5515545)	-372	Nvec_vc1.1_LOC5515545	Nvec_vc1.1_LOC5515545	Nvec_vc1.1_XM_001635669			LOC5515545			NA
Elav_pos_R1.mLb.clN_peak_10905	NC_064042.1	2782117	2783973	+	431	NA	promoter-TSS (Nvec_vc1.1_LOC5511625)	-promoter-TSS (Nvec_vc1.1_LOC5511625)	-257	Nvec_vc1.1_LOC5511625	Nvec_vc1.1_LOC5511625	Nvec_vc1.1_XM_048732205			LOC5511625			NA
Elav_pos_R1.mLb.clN_peak_5198	NC_064037.1	5861195	5861690	+	431	NA	Intergenic	Intergenic	-1087	Nvec_vc1.1_LOC5509336	Nvec_vc1.1_LOC5509336	Nvec_vc1.1_XM_001629809			LOC5509336			NA
Elav_pos_R1.mLb.clN_peak_16875	NC_064048.1	1718719	1719445	+	431	NA	exon (Nvec_vc1.1_LOC5508289, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5508289, exon 1 of 1)	240	Nvec_vc1.1_LOC5508289	Nvec_vc1.1_LOC5508289	Nvec_vc1.1_XM_001628820			LOC5508289			NA
Elav_pos_R1.mLb.clN_peak_6490	NC_064038.1	6582216	6584408	+	431	NA	intron (Nvec_vc1.1_LOC5500958, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5500958, intron 1 of 3)	1055	Nvec_vc1.1_LOC5500958	Nvec_vc1.1_LOC5500958	Nvec_vc1.1_XM_001622279			LOC5500958			NA
Elav_pos_R1.mLb.clN_peak_7091	NC_064038.1	15407916	15408586	+	431	NA	intron (Nvec_vc1.1_LOC5500719, intron 2 of 6)	-intron (Nvec_vc1.1_LOC5500719, intron 2 of 6)	6929	Nvec_vc1.1_LOC5500719	Nvec_vc1.1_LOC5500719	Nvec_vc1.1_XM_048727304			LOC5500719			NA
Elav_pos_R1.mLb.clN_peak_1217	NC_064034.1	17109065	17109653	+	430	NA	promoter-TSS (Nvec_vc1.1_LOC5507582)	-promoter-TSS (Nvec_vc1.1_LOC5507582)	-136	Nvec_vc1.1_LOC5507592	Nvec_vc1.1_LOC5507592	Nvec_vc1.1_XM_048725833			LOC5507592			NA
Elav_pos_R1.mLb.clN_peak_3451	NC_064036.1	3094701	3095230	+	430	NA	exon (Nvec_vc1.1_LOC116614911, exon 1 of 8)	-exon (Nvec_vc1.1_LOC116614911, exon 1 of 8)	291	Nvec_vc1.1_LOC116614911	Nvec_vc1.1_LOC116614911	Nvec_vc1.1_XM_032376486			LOC116614911			NA
Elav_pos_R1.mLb.clN_peak_13415	NC_064044.1	7364741	7365628	+	430	NA	intron (Nvec_vc1.1_LOC5518481, intron 10 of 35)	-intron (Nvec_vc1.1_LOC5518481, intron 10 of 35)	7267	Nvec_vc1.1_LOC5518481	Nvec_vc1.1_LOC5518481	Nvec_vc1.1_XM_048734225			LOC5518481			NA
Elav_pos_R1.mLb.clN_peak_14101	NC_064045.1	3269381	3270067	+	430	NA	exon (Nvec_vc1.1_LOC5516865, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5516865, exon 1 of 1)	103	Nvec_vc1.1_LOC5516865	Nvec_vc1.1_LOC5516865	Nvec_vc1.1_XM_001636854			LOC5516865			NA
Elav_pos_R1.mLb.clN_peak_13414	NC_064044.1	7328898	7329396	+	430	NA	promoter-TSS (Nvec_vc1.1_LOC116609791)	-promoter-TSS (Nvec_vc1.1_LOC116609791)	-8	Nvec_vc1.1_LOC116609791	Nvec_vc1.1_LOC116609791	Nvec_vc1.1_XM_048734384			LOC116609791			NA
Elav_pos_R1.mLb.clN_peak_15106	NC_064046.1	2052612	2053098	+	430	NA	promoter-TSS (Nvec_vc1.1_LOC116615393)	-promoter-TSS (Nvec_vc1.1_LOC116615393)	109	Nvec_vc1.1_LOC5508162	Nvec_vc1.1_LOC5508162	Nvec_vc1.1_XM_001628730			LOC5508162			NA
Elav_pos_R1.mLb.clN_peak_534	NC_064034.1	7685479	7686008	+	430	NA	exon (Nvec_vc1.1_LOC116603922, exon 1 of 56)	-exon (Nvec_vc1.1_LOC116603922, exon 1 of 56)	185	Nvec_vc1.1_LOC116603922	Nvec_vc1.1_LOC116603922	Nvec_vc1.1_XM_032365549			LOC116603922			NA
Elav_pos_R1.mLb.clN_peak_15290	NC_064046.1	4313936	4314637	+	430	NA	promoter-TSS (Nvec_vc1.1_LOC5512269)	-promoter-TSS (Nvec_vc1.1_LOC5512269)	83	Nvec_vc1.1_LOC5512269	Nvec_vc1.1_LOC5512269	Nvec_vc1.1_XM_001632570			LOC5512269			NA
Elav_pos_R1.mLb.clN_peak_16925	NC_064048.1	2315440	2316263	+	430	NA	promoter-TSS (Nvec_vc1.1_LOC116610206)	-promoter-TSS (Nvec_vc1.1_LOC116610206)	-157	Nvec_vc1.1_LOC116610206	Nvec_vc1.1_LOC116610206	Nvec_vc1.1_XM_048723046			LOC116610206			NA
Elav_pos_R1.mLb.clN_peak_13756	NC_064044.1	12259686	12260438	+	430	NA	Intergenic	Intergenic	6489	Nvec_vc1.1_LOC125573804	Nvec_vc1.1_LOC125573804	Nvec_vc1.1_XM_048734586			LOC125573804			NA
Elav_pos_R1.mLb.clN_peak_2749	NC_064035.1	15673668	15674309	+	430	NA	promoter-TSS (Nvec_vc1.1_LOC5516749)	-promoter-TSS (Nvec_vc1.1_LOC5516749)	-16	Nvec_vc1.1_LOC5516749	Nvec_vc1.1_LOC5516749	Nvec_vc1.1_XM_048721452			LOC5516749			NA
Elav_pos_R1.mLb.clN_peak_13304	NC_064044.1	5124040	5124361	+	430	NA	TTS (Nvec_vc1.1_LOC5505930)	-TTS (Nvec_vc1.1_LOC5505930)	1908	Nvec_vc1.1_LOC5505930	Nvec_vc1.1_LOC5505930	Nvec_vc1.1_XM_032374303			LOC5505930			NA
Elav_pos_R1.mLb.clN_peak_10637	NC_064041.1	15236025	15236696	+	430	NA	promoter-TSS (Nvec_vc1.1_LOC5506002)	-promoter-TSS (Nvec_vc1.1_LOC5506002)	-101	Nvec_vc1.1_LOC5506012	Nvec_vc1.1_LOC5506012	Nvec_vc1.1_XM_001626713			LOC5506012			NA
Elav_pos_R1.mLb.clN_peak_12360	NC_064043.1	6667007	6667792	+	430	NA	promoter-TSS (Nvec_v1g227875)	-promoter-TSS (Nvec_v1g227875)	-24	Nvec_vc1.1_LOC5521952	Nvec_vc1.1_LOC5521952	Nvec_vc1.1_XM_048733331			LOC5521952			NA
Elav_pos_R1.mLb.clN_peak_2458	NC_064035.1	11642497	11644289	+	430	NA	intron (Nvec_vc1.1_LOC5500758, intron 2 of 10)	-intron (Nvec_vc1.1_LOC5500758, intron 2 of 10)	15855	Nvec_vc1.1_LOC5500758	Nvec_vc1.1_LOC5500758	Nvec_vc1.1_XM_048723418			LOC5500758			NA
Elav_pos_R1.mLb.clN_peak_13603	NC_064044.1	9973229	9973830	+	430	NA	Intergenic	Intergenic	-5053	Nvec_vc1.1_LOC5510198	Nvec_vc1.1_LOC5510198	Nvec_vc1.1_XM_048734599			LOC5510198			NA
Elav_pos_R1.mLb.clN_peak_13817	NC_064044.1	13002577	13003091	+	430	NA	promoter-TSS (Nvec_vc1.1_LOC116617952)	-promoter-TSS (Nvec_vc1.1_LOC116617952)	-5	Nvec_vc1.1_LOC116617952	Nvec_vc1.1_LOC116617952	Nvec_vc1.1_XM_048734120			LOC116617952			NA
Elav_pos_R1.mLb.clN_peak_3705	NC_064036.1	6334248	6335276	+	430	NA	Intergenic	Intergenic	-2399	Nvec_vc1.1_LOC116614180	Nvec_vc1.1_LOC116614180	Nvec_vc1.1_XM_032374889			LOC116614180			NA
Elav_pos_R1.mLb.clN_peak_15681	NC_064046.1	10891824	10892176	+	430	NA	promoter-TSS (Nvec_vc1.1_LOC5505894)	-promoter-TSS (Nvec_vc1.1_LOC5505894)	60	Nvec_vc1.1_LOC5505894	Nvec_vc1.1_LOC5505894	Nvec_vc1.1_XM_048720916			LOC5505894			NA
Elav_pos_R1.mLb.clN_peak_1940	NC_064035.1	5192440	5193154	+	430	NA	promoter-TSS (Nvec_vc1.1_LOC5505665)	-promoter-TSS (Nvec_vc1.1_LOC5505665)	24	Nvec_vc1.1_LOC5505660	Nvec_vc1.1_LOC5505660	Nvec_vc1.1_XM_032374012			LOC5505660			NA
Elav_pos_R1.mLb.clN_peak_10830	NC_064042.1	1821552	1822248	+	430	NA	promoter-TSS (Nvec_vc1.1_LOC116616882)	-promoter-TSS (Nvec_vc1.1_LOC116616882)	91	Nvec_vc1.1_LOC116616882	Nvec_vc1.1_LOC116616882	Nvec_vc1.1_XM_032379016			LOC116616882			NA
Elav_pos_R1.mLb.clN_peak_16980	NC_064048.1	3227071	3228200	+	430	NA	intron (Nvec_vc1.1_LOC5512711, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5512711, intron 1 of 2)	1232	Nvec_vc1.1_LOC5512711	Nvec_vc1.1_LOC5512711	Nvec_vc1.1_XM_001632949			LOC5512711			NA
Elav_pos_R1.mLb.clN_peak_16210	NC_064047.1	3759388	3759747	+	430	NA	intron (Nvec_vc1.1_LOC116620805, intron 2 of 5)	-intron (Nvec_vc1.1_LOC5516654, intron 6 of 36)	10044	Nvec_vc1.1_LOC5516664	Nvec_vc1.1_LOC5516664	Nvec_vc1.1_XM_001636669			LOC5516664			NA
Elav_pos_R1.mLb.clN_peak_4219	NC_064036.1	12627621	12628271	+	430	NA	exon (Nvec_vc1.1_LOC116602247, exon 1 of 6)	-exon (Nvec_vc1.1_LOC116602247, exon 1 of 6)	132	Nvec_vc1.1_LOC116602247	Nvec_vc1.1_LOC116602247	Nvec_vc1.1_XM_032363555			LOC116602247			NA
Elav_pos_R1.mLb.clN_peak_14559	NC_064045.1	9956920	9957558	+	429	NA	promoter-TSS (Nvec_vc1.1_LOC5508454)	-promoter-TSS (Nvec_vc1.1_LOC5508454)	190	Nvec_vc1.1_LOC5508472	Nvec_vc1.1_LOC5508472	Nvec_vc1.1_XM_048720033			LOC5508472			NA
Elav_pos_R1.mLb.clN_peak_9937	NC_064041.1	3318693	3319674	+	429	NA	intron (Nvec_vc1.1_LOC116614742, intron 3 of 4)	-intron (Nvec_vc1.1_LOC116614742, intron 3 of 4)	3958	Nvec_vc1.1_LOC116614742	Nvec_vc1.1_LOC116614742	Nvec_vc1.1_XM_048731022			LOC116614742			NA
Elav_pos_R1.mLb.clN_peak_2113	NC_064035.1	7392693	7393526	+	429	NA	promoter-TSS (Nvec_vc1.1_LOC5514375)	-promoter-TSS (Nvec_vc1.1_LOC5514375)	-15	Nvec_vc1.1_LOC5514375	Nvec_vc1.1_LOC5514375	Nvec_vc1.1_XM_032383880			LOC5514375			NA
Elav_pos_R1.mLb.clN_peak_2405	NC_064035.1	10807023	10807514	+	429	NA	intron (Nvec_vc1.1_LOC5521270, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5521270, intron 1 of 4)	1051	Nvec_vc1.1_LOC5521270	Nvec_vc1.1_LOC5521270	Nvec_vc1.1_XM_032366461			LOC5521270			NA
Elav_pos_R1.mLb.clN_peak_4035	NC_064036.1	10444566	10445884	+	429	NA	intron (Nvec_vc1.1_LOC5506200, intron 1 of 8)	-intron (Nvec_vc1.1_LOC5506200, intron 1 of 8)	4108	Nvec_vc1.1_LOC5506200	Nvec_vc1.1_LOC5506200	Nvec_vc1.1_XM_048724566			LOC5506200			NA
Elav_pos_R1.mLb.clN_peak_15367	NC_064046.1	5231060	5231813	+	428	NA	intron (Nvec_vc1.1_LOC5518083, intron 1 of 5)	-intron (Nvec_vc1.1_LOC5518083, intron 1 of 5)	2759	Nvec_vc1.1_LOC5518083	Nvec_vc1.1_LOC5518083	Nvec_vc1.1_XM_048721045			LOC5518083			NA
Elav_pos_R1.mLb.clN_peak_1360	NC_064034.1	19054790	19055265	+	428	NA	promoter-TSS (Nvec_vc1.1_LOC5512301)	-promoter-TSS (Nvec_vc1.1_LOC5512301)	30	Nvec_vc1.1_LOC5512301	Nvec_vc1.1_LOC5512301	Nvec_vc1.1_XM_001632617			LOC5512301			NA
Elav_pos_R1.mLb.clN_peak_2538	NC_064035.1	12739688	12739988	+	428	NA	intron (Nvec_vc1.1_LOC5514111, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5514111, intron 1 of 2)	509	Nvec_vc1.1_LOC5514111	Nvec_vc1.1_LOC5514111	Nvec_vc1.1_XM_001634268			LOC5514111			NA
Elav_pos_R1.mLb.clN_peak_3674	NC_064036.1	6022959	6024926	+	428	NA	promoter-TSS (Nvec_vc1.1_LOC116618478)	-promoter-TSS (Nvec_vc1.1_LOC116618478)	-430	Nvec_vc1.1_LOC116618478	Nvec_vc1.1_LOC116618478	Nvec_vc1.1_XM_032382196			LOC116618478			NA
Elav_pos_R1.mLb.clN_peak_3310	NC_064036.1	1379012	1379460	+	428	NA	exon (Nvec_vc1.1_LOC5517057, exon 2 of 12)	-exon (Nvec_vc1.1_LOC5517057, exon 2 of 12)	2713	Nvec_vc1.1_LOC5517057	Nvec_vc1.1_LOC5517057	Nvec_vc1.1_XM_001637043			LOC5517057			NA
Elav_pos_R1.mLb.clN_peak_7138	NC_064038.1	17074617	17075467	+	427	NA	Intergenic	Intergenic	8247	Nvec_NVE10223	Nvec_NVE10223	Nvec_NVE10223						NA
Elav_pos_R1.mLb.clN_peak_10944	NC_064042.1	3213622	3214317	+	426	NA	intron (Nvec_vc1.1_LOC5498091, intron 2 of 8)	-intron (Nvec_vc1.1_LOC5498091, intron 2 of 8)	1171	Nvec_vc1.1_LOC5498091	Nvec_vc1.1_LOC5498091	Nvec_vc1.1_XM_048732575			LOC5498091			NA
Elav_pos_R1.mLb.clN_peak_8601	NC_064039.1	17688178	17689703	+	426	NA	Intergenic	Intergenic	60432	Nvec_NVE21963	Nvec_NVE21963	Nvec_NVE21963						NA
Elav_pos_R1.mLb.clN_peak_4842	NC_064037.1	1595402	1596907	+	426	NA	intron (Nvec_vc1.1_LOC5509225, intron 38 of 129)	-intron (Nvec_vc1.1_LOC5509225, intron 38 of 129)	28740	Nvec_vc1.1_LOC5509225	Nvec_vc1.1_LOC5509225	Nvec_vc1.1_XM_048726027			LOC5509225			NA
Elav_pos_R1.mLb.clN_peak_13490	NC_064044.1	8304122	8305654	+	426	NA	intron (Nvec_vc1.1_LOC5518376, intron 1 of 14)	-intron (Nvec_vc1.1_LOC5518376, intron 1 of 14)	279	Nvec_vc1.1_LOC5518376	Nvec_vc1.1_LOC5518376	Nvec_vc1.1_XM_048734098			LOC5518376			NA
Elav_pos_R1.mLb.clN_peak_1334	NC_064034.1	18644645	18645156	+	426	NA	promoter-TSS (Nvec_vc1.1_LOC5512319)	-promoter-TSS (Nvec_vc1.1_LOC5512319)	-184	Nvec_vc1.1_LOC5512319	Nvec_vc1.1_LOC5512319	Nvec_vc1.1_XM_001632601			LOC5512319			NA
Elav_pos_R1.mLb.clN_peak_15426	NC_064046.1	6508710	6509520	+	426	NA	Intergenic	Intergenic	-2007	Nvec_vc1.1_LOC5518002	Nvec_vc1.1_LOC5518002	Nvec_vc1.1_XM_032362615			LOC5518002			NA
Elav_pos_R1.mLb.clN_peak_364	NC_064034.1	5270313	5272416	+	425	NA	promoter-TSS (Nvec_NVE1099)	-promoter-TSS (Nvec_NVE1099)	-997	Nvec_NVE1099	Nvec_NVE1099	Nvec_NVE1099						NA
Elav_pos_R1.mLb.clN_peak_12296	NC_064043.1	6061002	6061834	+	425	NA	promoter-TSS (Nvec_NVE8182)	-promoter-TSS (Nvec_NVE8182)	-190	Nvec_NVE8182	Nvec_NVE8182	Nvec_NVE8182						NA
Elav_pos_R1.mLb.clN_peak_1909	NC_064035.1	4829487	4829790	+	425	NA	promoter-TSS (Nvec_vc1.1_LOC5508937)	-promoter-TSS (Nvec_vc1.1_LOC5508937)	70	Nvec_vc1.1_LOC5508937	Nvec_vc1.1_LOC5508937	Nvec_vc1.1_XM_001629412			LOC5508937			NA
Elav_pos_R1.mLb.clN_peak_7523	NC_064039.1	3867041	3868003	+	425	NA	intron (Nvec_vc1.1_LOC5507368, intron 1 of 26)	-intron (Nvec_vc1.1_LOC5507368, intron 1 of 26)	427	Nvec_vc1.1_LOC5507368	Nvec_vc1.1_LOC5507368	Nvec_vc1.1_XM_001627939			LOC5507368			NA
Elav_pos_R1.mLb.clN_peak_6822	NC_064038.1	10704965	10705269	+	425	NA	promoter-TSS (Nvec_vc1.1_LOC5517657)	-promoter-TSS (Nvec_vc1.1_LOC5517657)	82	Nvec_vc1.1_LOC5517657	Nvec_vc1.1_LOC5517657	Nvec_vc1.1_XM_048727544			LOC5517657			NA
Elav_pos_R1.mLb.clN_peak_14882	NC_064045.1	14824649	14825530	+	425	NA	Intergenic	Intergenic	-2373	Nvec_vc1.1_LOC5506879	Nvec_vc1.1_LOC5506879	Nvec_vc1.1_XM_032375340			LOC5506879			NA
Elav_pos_R1.mLb.clN_peak_8096	NC_064039.1	10196824	10198232	+	425	NA	promoter-TSS (Nvec_vc1.1_LOC5519815)	-promoter-TSS (Nvec_vc1.1_LOC5519815)	-122	Nvec_vc1.1_LOC5519815	Nvec_vc1.1_LOC5519815	Nvec_vc1.1_XM_032364814			LOC5519815			NA
Elav_pos_R1.mLb.clN_peak_14609	NC_064045.1	10579208	10579694	+	424	NA	promoter-TSS (Nvec_vc1.1_LOC116607111)	-promoter-TSS (Nvec_vc1.1_LOC116607111)	95	Nvec_vc1.1_LOC116607111	Nvec_vc1.1_LOC116607111	Nvec_vc1.1_XM_048720041			LOC116607111			NA
Elav_pos_R1.mLb.clN_peak_17084	NC_064048.1	4583848	4584485	+	424	NA	intron (Nvec_vc1.1_LOC5509265, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5509265, intron 1 of 2)	1837	Nvec_vc1.1_LOC5509265	Nvec_vc1.1_LOC5509265	Nvec_vc1.1_XM_048722463			LOC5509265			NA
Elav_pos_R1.mLb.clN_peak_2042	NC_064035.1	6358227	6359903	+	424	NA	promoter-TSS (Nvec_vc1.1_LOC116601508)	-promoter-TSS (Nvec_vc1.1_LOC116601508)	251	Nvec_vc1.1_LOC5517885	Nvec_vc1.1_LOC5517885	Nvec_vc1.1_XM_001637824			LOC5517885			NA
Elav_pos_R1.mLb.clN_peak_1938	NC_064035.1	5186983	5188309	+	424	NA	promoter-TSS (Nvec_v1g246608)	-promoter-TSS (Nvec_v1g246608)	-80	Nvec_v1g246608	Nvec_v1g246608	Nvec_v1g246608						NA
Elav_pos_R1.mLb.clN_peak_17289	NC_064048.1	7091410	7093083	+	424	NA	Intergenic	Intergenic	-7380	Nvec_vc1.1_LOC5509853	Nvec_vc1.1_LOC5509853	Nvec_vc1.1_XM_048722613			LOC5509853			NA
Elav_pos_R1.mLb.clN_peak_6887	NC_064038.1	11368867	11369201	+	424	NA	promoter-TSS (Nvec_vc1.1_LOC116601376)	-promoter-TSS (Nvec_vc1.1_LOC116601376)	89	Nvec_vc1.1_LOC5517693	Nvec_vc1.1_LOC5517693	Nvec_vc1.1_XM_032362108			LOC5517693			NA
Elav_pos_R1.mLb.clN_peak_9297	NC_064040.1	9832965	9833551	+	423	NA	intron (Nvec_vc1.1_LOC5518938, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5518938, intron 1 of 4)	123	Nvec_vc1.1_LOC5518938	Nvec_vc1.1_LOC5518938	Nvec_vc1.1_XM_001638808			LOC5518938			NA
Elav_pos_R1.mLb.clN_peak_7748	NC_064039.1	6562173	6562686	+	423	NA	exon (Nvec_vc1.1_LOC5521466, exon 1 of 16)	-exon (Nvec_vc1.1_LOC5521466, exon 1 of 16)	152	Nvec_vc1.1_LOC5521466	Nvec_vc1.1_LOC5521466	Nvec_vc1.1_XM_032366631			LOC5521466			NA
Elav_pos_R1.mLb.clN_peak_1577	NC_064034.1	21730294	21731548	+	423	NA	intron (Nvec_vc1.1_LOC5518312, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5518312, intron 1 of 2)	1028	Nvec_vc1.1_LOC5518312	Nvec_vc1.1_LOC5518312	Nvec_vc1.1_XM_032362915			LOC5518312			NA
Elav_pos_R1.mLb.clN_peak_4489	NC_064036.1	15991855	15992507	+	423	NA	promoter-TSS (Nvec_vc1.1_LOC5506725)	-promoter-TSS (Nvec_vc1.1_LOC5506725)	76	Nvec_vc1.1_LOC5506725	Nvec_vc1.1_LOC5506725	Nvec_vc1.1_XM_001627347			LOC5506725			NA
