gene	motif	ATAC	RNA	comparison	reporterline	vs	cor	motif_gene	correlation	pfam	name
Nvec_vc1.1_XM_032372078.2	ARCH17	-0.09739	-5.16116628622897	Elav_vs_Ncol	Elav	Ncol	0.866666666666667	ARCH17__Nvec_vc1.1_XM_032372078.2	positive	""	zf-C4_Nuclear_receptors.HG1.34:like:NR2E1/NR2E3
Nvec_vc1.1_XM_032372078.2	ARCH17	0.01932	-1.55838982108043	Elav_vs_neg	Elav	neg	0.866666666666667	ARCH17__Nvec_vc1.1_XM_032372078.2	positive	""	zf-C4_Nuclear_receptors.HG1.34:like:NR2E1/NR2E3
Nvec_vc1.1_XM_032372078.2	ARCH17	-0.03721	0.272539564416174	Fox_vs_Elav	Fox	Elav	0.866666666666667	ARCH17__Nvec_vc1.1_XM_032372078.2	positive	""	zf-C4_Nuclear_receptors.HG1.34:like:NR2E1/NR2E3
Nvec_vc1.1_XM_032372078.2	ARCH17	-0.13161	-4.88862672181279	Fox_vs_Ncol	Fox	Ncol	0.866666666666667	ARCH17__Nvec_vc1.1_XM_032372078.2	positive	""	zf-C4_Nuclear_receptors.HG1.34:like:NR2E1/NR2E3
Nvec_vc1.1_XM_032372078.2	ARCH17	0.01873	-2.04751445757045	Fox_vs_neg	Fox	neg	0.866666666666667	ARCH17__Nvec_vc1.1_XM_032372078.2	positive	""	zf-C4_Nuclear_receptors.HG1.34:like:NR2E1/NR2E3
Nvec_vc1.1_XM_032372078.2	ARCH17	0.09739	5.16116628622896	Ncol_vs_Elav	Ncol	Elav	0.866666666666667	ARCH17__Nvec_vc1.1_XM_032372078.2	positive	""	zf-C4_Nuclear_receptors.HG1.34:like:NR2E1/NR2E3
Nvec_vc1.1_XM_032372078.2	ARCH17	0.13161	4.88862672181279	Ncol_vs_Fox	Ncol	Fox	0.866666666666667	ARCH17__Nvec_vc1.1_XM_032372078.2	positive	""	zf-C4_Nuclear_receptors.HG1.34:like:NR2E1/NR2E3
Nvec_vc1.1_XM_032372078.2	ARCH17	0.09672	2.85879198697142	Ncol_vs_neg	Ncol	neg	0.866666666666667	ARCH17__Nvec_vc1.1_XM_032372078.2	positive	""	zf-C4_Nuclear_receptors.HG1.34:like:NR2E1/NR2E3
Nvec_vc1.1_XM_032372114.2	ARCH136	-0.08067	-0.526408574722167	Elav_vs_Fox	Elav	Fox	0.5	ARCH136__Nvec_vc1.1_XM_032372114.2	no	ATF4/ATF5	bZIP.HG1.8:ATF4/ATF5
Nvec_vc1.1_XM_032372114.2	ARCH136	-0.07307	-0.165883645436565	Elav_vs_Ncol	Elav	Ncol	0.5	ARCH136__Nvec_vc1.1_XM_032372114.2	no	ATF4/ATF5	bZIP.HG1.8:ATF4/ATF5
Nvec_vc1.1_XM_032372114.2	ARCH136	-0.03052	0.69343334934132	Elav_vs_neg	Elav	neg	0.5	ARCH136__Nvec_vc1.1_XM_032372114.2	no	ATF4/ATF5	bZIP.HG1.8:ATF4/ATF5
Nvec_vc1.1_XM_032372114.2	ARCH136	0.08067	0.526408574722167	Fox_vs_Elav	Fox	Elav	0.5	ARCH136__Nvec_vc1.1_XM_032372114.2	no	ATF4/ATF5	bZIP.HG1.8:ATF4/ATF5
Nvec_vc1.1_XM_032372114.2	ARCH136	-0.01058	0.360524929285602	Fox_vs_Ncol	Fox	Ncol	0.5	ARCH136__Nvec_vc1.1_XM_032372114.2	no	ATF4/ATF5	bZIP.HG1.8:ATF4/ATF5
Nvec_vc1.1_XM_032372114.2	ARCH136	0.09156	0.456251681070539	Fox_vs_neg	Fox	neg	0.5	ARCH136__Nvec_vc1.1_XM_032372114.2	no	ATF4/ATF5	bZIP.HG1.8:ATF4/ATF5
Nvec_vc1.1_XM_032372114.2	ARCH136	0.07307	0.165883645436565	Ncol_vs_Elav	Ncol	Elav	0.5	ARCH136__Nvec_vc1.1_XM_032372114.2	no	ATF4/ATF5	bZIP.HG1.8:ATF4/ATF5
Nvec_vc1.1_XM_032372114.2	ARCH136	0.01058	-0.360524929285602	Ncol_vs_Fox	Ncol	Fox	0.5	ARCH136__Nvec_vc1.1_XM_032372114.2	no	ATF4/ATF5	bZIP.HG1.8:ATF4/ATF5
Nvec_vc1.1_XM_032372114.2	ARCH136	0.08492	0.635979389515949	Ncol_vs_neg	Ncol	neg	0.5	ARCH136__Nvec_vc1.1_XM_032372114.2	no	ATF4/ATF5	bZIP.HG1.8:ATF4/ATF5
Nvec_vc1.1_XM_032372258.2	ARCH299	-0.013	0.184028836723902	Elav_vs_Fox	Elav	Fox	-0.366666666666667	ARCH299__Nvec_vc1.1_XM_032372258.2	no	ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_032372258.2	ARCH299	-0.00269	-0.72112418682705	Elav_vs_Ncol	Elav	Ncol	-0.366666666666667	ARCH299__Nvec_vc1.1_XM_032372258.2	no	ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_032372258.2	ARCH299	0.07436	-0.17098903880946	Elav_vs_neg	Elav	neg	-0.366666666666667	ARCH299__Nvec_vc1.1_XM_032372258.2	no	ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_032372258.2	ARCH299	0.013	-0.184028836723902	Fox_vs_Elav	Fox	Elav	-0.366666666666667	ARCH299__Nvec_vc1.1_XM_032372258.2	no	ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_032372258.2	ARCH299	0.00685	-0.905153023550951	Fox_vs_Ncol	Fox	Ncol	-0.366666666666667	ARCH299__Nvec_vc1.1_XM_032372258.2	no	ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_032372258.2	ARCH299	0.15981	-0.869420004840895	Fox_vs_neg	Fox	neg	-0.366666666666667	ARCH299__Nvec_vc1.1_XM_032372258.2	no	ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_032372258.2	ARCH299	0.00269	0.72112418682705	Ncol_vs_Elav	Ncol	Elav	-0.366666666666667	ARCH299__Nvec_vc1.1_XM_032372258.2	no	ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_032372258.2	ARCH299	-0.00685	0.905153023550951	Ncol_vs_Fox	Ncol	Fox	-0.366666666666667	ARCH299__Nvec_vc1.1_XM_032372258.2	no	ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_032372258.2	ARCH299	0.15092	0.292987904873142	Ncol_vs_neg	Ncol	neg	-0.366666666666667	ARCH299__Nvec_vc1.1_XM_032372258.2	no	ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_032372264.2	ARCH1434	0.19985	-0.0269255936266923	Elav_vs_Fox	Elav	Fox	-0.7	ARCH1434__Nvec_vc1.1_XM_032372264.2	no	SOX11/SOX12/SOX4	NvSoxC
Nvec_vc1.1_XM_032372264.2	ARCH1434	-0.06413	3.27657643152314	Elav_vs_Ncol	Elav	Ncol	-0.7	ARCH1434__Nvec_vc1.1_XM_032372264.2	no	SOX11/SOX12/SOX4	NvSoxC
Nvec_vc1.1_XM_032372264.2	ARCH1434	0.08834	1.29707237069117	Elav_vs_neg	Elav	neg	-0.7	ARCH1434__Nvec_vc1.1_XM_032372264.2	no	SOX11/SOX12/SOX4	NvSoxC
Nvec_vc1.1_XM_032372264.2	ARCH1434	-0.19985	0.0269255936266923	Fox_vs_Elav	Fox	Elav	-0.7	ARCH1434__Nvec_vc1.1_XM_032372264.2	no	SOX11/SOX12/SOX4	NvSoxC
Nvec_vc1.1_XM_032372264.2	ARCH1434	-0.22147	3.30350202514984	Fox_vs_Ncol	Fox	Ncol	-0.7	ARCH1434__Nvec_vc1.1_XM_032372264.2	no	SOX11/SOX12/SOX4	NvSoxC
Nvec_vc1.1_XM_032372264.2	ARCH1434	-0.06905	0.879548784138729	Fox_vs_neg	Fox	neg	-0.7	ARCH1434__Nvec_vc1.1_XM_032372264.2	no	SOX11/SOX12/SOX4	NvSoxC
Nvec_vc1.1_XM_032372264.2	ARCH1434	0.06413	-3.27657643152314	Ncol_vs_Elav	Ncol	Elav	-0.7	ARCH1434__Nvec_vc1.1_XM_032372264.2	no	SOX11/SOX12/SOX4	NvSoxC
Nvec_vc1.1_XM_032372264.2	ARCH1434	0.22147	-3.30350202514984	Ncol_vs_Fox	Ncol	Fox	-0.7	ARCH1434__Nvec_vc1.1_XM_032372264.2	no	SOX11/SOX12/SOX4	NvSoxC
Nvec_vc1.1_XM_032372264.2	ARCH1434	0.18583	-2.4058566973854	Ncol_vs_neg	Ncol	neg	-0.7	ARCH1434__Nvec_vc1.1_XM_032372264.2	no	SOX11/SOX12/SOX4	NvSoxC
Nvec_vc1.1_XM_032372575.2	ARCH542	0.02503	-0.129262674571126	Elav_vs_Fox	Elav	Fox	-0.95	ARCH542__Nvec_vc1.1_XM_032372575.2	no	""	Myb.HG2.2:NA
Nvec_vc1.1_XM_032372575.2	ARCH542	0.04466	-0.196055308612895	Elav_vs_Ncol	Elav	Ncol	-0.95	ARCH542__Nvec_vc1.1_XM_032372575.2	no	""	Myb.HG2.2:NA
Nvec_vc1.1_XM_032372575.2	ARCH542	0.04994	-0.327285808493771	Elav_vs_neg	Elav	neg	-0.95	ARCH542__Nvec_vc1.1_XM_032372575.2	no	""	Myb.HG2.2:NA
Nvec_vc1.1_XM_032372575.2	ARCH542	-0.02503	0.129262674571126	Fox_vs_Elav	Fox	Elav	-0.95	ARCH542__Nvec_vc1.1_XM_032372575.2	no	""	Myb.HG2.2:NA
Nvec_vc1.1_XM_032372575.2	ARCH542	0.02368	-0.0667926340417692	Fox_vs_Ncol	Fox	Ncol	-0.95	ARCH542__Nvec_vc1.1_XM_032372575.2	no	""	Myb.HG2.2:NA
Nvec_vc1.1_XM_032372575.2	ARCH542	0.05569	-0.152920294278386	Fox_vs_neg	Fox	neg	-0.95	ARCH542__Nvec_vc1.1_XM_032372575.2	no	""	Myb.HG2.2:NA
Nvec_vc1.1_XM_032372575.2	ARCH542	-0.04466	0.196055308612895	Ncol_vs_Elav	Ncol	Elav	-0.95	ARCH542__Nvec_vc1.1_XM_032372575.2	no	""	Myb.HG2.2:NA
Nvec_vc1.1_XM_032372575.2	ARCH542	-0.02368	0.0667926340417692	Ncol_vs_Fox	Ncol	Fox	-0.95	ARCH542__Nvec_vc1.1_XM_032372575.2	no	""	Myb.HG2.2:NA
Nvec_vc1.1_XM_032372575.2	ARCH542	0.00905	0.0472208457061086	Ncol_vs_neg	Ncol	neg	-0.95	ARCH542__Nvec_vc1.1_XM_032372575.2	no	""	Myb.HG2.2:NA
Nvec_vc1.1_XM_032372717.2	ARCH83	0.04584	6.09275403988904	Elav_vs_Fox	Elav	Fox	0.75	ARCH83__Nvec_vc1.1_XM_032372717.2	positive	GCM1/GCM2	GCM.HG1.0:GCM1/GCM2
Nvec_vc1.1_XM_032372717.2	ARCH83	0.0458	8.89259088564897	Elav_vs_Ncol	Elav	Ncol	0.75	ARCH83__Nvec_vc1.1_XM_032372717.2	positive	GCM1/GCM2	GCM.HG1.0:GCM1/GCM2
Nvec_vc1.1_XM_032372717.2	ARCH83	0.06926	6.75451482986858	Elav_vs_neg	Elav	neg	0.75	ARCH83__Nvec_vc1.1_XM_032372717.2	positive	GCM1/GCM2	GCM.HG1.0:GCM1/GCM2
Nvec_vc1.1_XM_032372717.2	ARCH83	-0.04584	-6.09275403988904	Fox_vs_Elav	Fox	Elav	0.75	ARCH83__Nvec_vc1.1_XM_032372717.2	positive	GCM1/GCM2	GCM.HG1.0:GCM1/GCM2
Nvec_vc1.1_XM_032372717.2	ARCH83	0.00754	2.79983684575992	Fox_vs_Ncol	Fox	Ncol	0.75	ARCH83__Nvec_vc1.1_XM_032372717.2	positive	GCM1/GCM2	GCM.HG1.0:GCM1/GCM2
Nvec_vc1.1_XM_032372717.2	ARCH83	0.05874	-2.12229942837144	Fox_vs_neg	Fox	neg	0.75	ARCH83__Nvec_vc1.1_XM_032372717.2	positive	GCM1/GCM2	GCM.HG1.0:GCM1/GCM2
Nvec_vc1.1_XM_032372717.2	ARCH83	-0.0458	-8.89259088564897	Ncol_vs_Elav	Ncol	Elav	0.75	ARCH83__Nvec_vc1.1_XM_032372717.2	positive	GCM1/GCM2	GCM.HG1.0:GCM1/GCM2
Nvec_vc1.1_XM_032372717.2	ARCH83	-0.00754	-2.79983684575992	Ncol_vs_Fox	Ncol	Fox	0.75	ARCH83__Nvec_vc1.1_XM_032372717.2	positive	GCM1/GCM2	GCM.HG1.0:GCM1/GCM2
Nvec_vc1.1_XM_032372717.2	ARCH83	0.0144	-4.75276250159185	Ncol_vs_neg	Ncol	neg	0.75	ARCH83__Nvec_vc1.1_XM_032372717.2	positive	GCM1/GCM2	GCM.HG1.0:GCM1/GCM2
Nvec_vc1.1_XM_032372867.2	ARCH234	0.00306	-0.614898547389334	Elav_vs_Fox	Elav	Fox	0.316666666666667	ARCH234__Nvec_vc1.1_XM_032372867.2	no	""	zf-C2H2.HG1.49:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26
Nvec_vc1.1_XM_032372867.2	ARCH234	0.06494	-0.604781782783479	Elav_vs_Ncol	Elav	Ncol	0.316666666666667	ARCH234__Nvec_vc1.1_XM_032372867.2	no	""	zf-C2H2.HG1.49:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26
Nvec_vc1.1_XM_032372867.2	ARCH234	-0.03701	-1.29163421831512	Elav_vs_neg	Elav	neg	0.316666666666667	ARCH234__Nvec_vc1.1_XM_032372867.2	no	""	zf-C2H2.HG1.49:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26
Nvec_vc1.1_XM_032372867.2	ARCH234	-0.00306	0.614898547389334	Fox_vs_Elav	Fox	Elav	0.316666666666667	ARCH234__Nvec_vc1.1_XM_032372867.2	no	""	zf-C2H2.HG1.49:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26
Nvec_vc1.1_XM_032372867.2	ARCH234	0.06256	0.0101167646058556	Fox_vs_Ncol	Fox	Ncol	0.316666666666667	ARCH234__Nvec_vc1.1_XM_032372867.2	no	""	zf-C2H2.HG1.49:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26
