gene	og	pfam
Nvec_vc1.1_XM_032371094.2	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_048723109.1	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_048723038.1	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	ZFP3/ZNF319/ZNF449/ZNF574
Nvec_NVE15272	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_001618929.3	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	ZFP3/ZNF319/ZNF449/ZNF574
Nvec_v1g242762	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_032371093.2	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_032372258.2	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_032371091.2	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_032382579.2	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	ZFP3/ZNF319/ZNF449/ZNF574
Nvec_v1g152262	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_048721905.1	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	ZFP3/ZNF319/ZNF449/ZNF574
Nvec_vc1.1_XM_048723108.1	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	ZFP3/ZNF319/ZNF449/ZNF574
Nvec_v1g113433	zf-C2H2.HG116.0:NA	
Nvec_vc1.1_XM_048720215.1	zf-C2H2.HG116.0:NA	
Nvec_v1g113398	zf-C2H2.HG116.1:NA	
Nvec_vc1.1_XM_048719714.1	zf-C2H2.HG116.1:NA	
Nvec_v1g114027	zf-C2H2.HG117.0:ZNF800	ZNF800
Nvec_vc1.1_XM_032378941.2	zf-C2H2.HG117.0:ZNF800	ZNF800
Nvec_vc1.1_XM_032375721.2	zf-C2H2.HG119.0:NA	
Nvec_NVE7081	zf-C2H2.HG119.0:NA	
Nvec_v1g25237	zf-C2H2.HG119.1:NA	
Nvec_vc1.1_XM_032378312.2	zf-C2H2.HG119.1:NA	
Nvec_v1g118928	zf-C2H2.HG130.0:NA	
Nvec_vc1.1_XM_032376930.1	zf-C2H2.HG130.0:NA	
Nvec_v1g126348	zf-C2H2.HG130.1:NA	
Nvec_vc1.1_XM_032373943.2	zf-C2H2.HG130.1:NA	
Nvec_vc1.1_XM_032366482.2	zf-C2H2.HG136.0:NA	
Nvec_v1g34342	zf-C2H2.HG136.0:NA	
Nvec_v1g145714	zf-C2H2.HG13.2:like:BCL6B/GLI4/ZFP90/ZNF7/ZNF10/ZNF19/ZNF75A/ZNF75D/ZNF79/ZNF358/ZNF485/ZNF572/ZNF621/ZNF672/ZNF785/ZSCAN5C	
Nvec_v1g121619	zf-C2H2.HG13.3:like:BCL6B/GLI4/ZFP90/ZNF7/ZNF10/ZNF19/ZNF75A/ZNF75D/ZNF79/ZNF358/ZNF485/ZNF572/ZNF621/ZNF672/ZNF785/ZSCAN5C	
Nvec_v1g97076	zf-C2H2.HG13.5:GLI4/ZFP90/ZNF7/ZNF10/ZNF19/ZNF75A/ZNF75D/ZNF79/ZNF358/ZNF485/ZNF572/ZNF621/ZNF672	GLI4/ZFP90/ZNF10/ZNF19/ZNF358/ZNF485/ZNF572/ZNF621/ZNF672/ZNF7/ZNF75A/ZNF75D/ZNF79
Nvec_vc1.1_XM_032385373.2	zf-C2H2.HG13.5:GLI4/ZFP90/ZNF7/ZNF10/ZNF19/ZNF75A/ZNF75D/ZNF79/ZNF358/ZNF485/ZNF572/ZNF621/ZNF672	GLI4/ZFP90/ZNF10/ZNF19/ZNF358/ZNF485/ZNF572/ZNF621/ZNF672/ZNF7/ZNF75A/ZNF75D/ZNF79
Nvec_vc1.1_XM_032383712.2	zf-C2H2.HG14.0:like:PRDM6	
Nvec_vc1.1_XM_032379506.2	zf-C2H2.HG14.0:like:PRDM6	
Nvec_v1g112691	zf-C2H2.HG14.0:like:PRDM6	
Nvec_vc1.1_XM_032379504.2	zf-C2H2.HG14.0:like:PRDM6	
Nvec_v1g142228	zf-C2H2.HG14.0:like:PRDM6	
Nvec_vc1.1_XM_032383713.2	zf-C2H2.HG14.0:like:PRDM6	
Nvec_NVE21127	zf-C2H2.HG14.0:like:PRDM6	
Nvec_v1g112757	zf-C2H2.HG14.0:like:PRDM6	
Nvec_vc1.1_XM_032383709.2	zf-C2H2.HG14.1:like:PRDM6	
Nvec_vc1.1_XM_048727822.1	zf-C2H2.HG14.2:like:PRDM6	
Nvec_vc1.1_XM_032362875.2	zf-C2H2.HG14.4:PRDM6	PRDM6
Nvec_v1g90179	zf-C2H2.HG14.4:PRDM6	PRDM6
Nvec_v1g90196	zf-C2H2.HG14.4:PRDM6	PRDM6
Nvec_v1g92799	zf-C2H2.HG15.1:OVOL1/OVOL2/OVOL3	OVOL1/OVOL2/OVOL3
Nvec_vc1.1_XM_032387283.2	zf-C2H2.HG15.1:OVOL1/OVOL2/OVOL3	OVOL1/OVOL2/OVOL3
Nvec_vc1.1_XM_032387281.2	zf-C2H2.HG15.1:OVOL1/OVOL2/OVOL3	OVOL1/OVOL2/OVOL3
Nvec_v1g37078	zf-C2H2.HG15.1:OVOL1/OVOL2/OVOL3	OVOL1/OVOL2/OVOL3
Nvec_vc1.1_XM_048730629.1	zf-C2H2.HG16.0:ZNF454/ZSCAN22	ZNF454/ZSCAN22
Nvec_v1g107943	zf-C2H2.HG16.0:ZNF454/ZSCAN22	ZNF454/ZSCAN22
Nvec_vc1.1_XM_001638761.3	zf-C2H2.HG16.2:like:TRERF1/ZNF541	
Nvec_v1g68554	zf-C2H2.HG16.2:like:TRERF1/ZNF541	
Nvec_vc1.1_XM_048731616.1	zf-C2H2.HG17.1:HIC2	HIC2
Nvec_v1g80021	zf-C2H2.HG18.0:ZNF277	ZNF277
Nvec_vc1.1_XM_032367197.2	zf-C2H2.HG18.0:ZNF277	ZNF277
Nvec_vc1.1_XM_001630559.3	zf-C2H2.HG19.0:ZNF496	ZNF496
Nvec_v1g61034	zf-C2H2.HG19.1:PRDM14	PRDM14
Nvec_v1g96522	zf-C2H2.HG19.1:PRDM14	PRDM14
Nvec_vc1.1_XM_032385745.2	zf-C2H2.HG19.1:PRDM14	PRDM14
Nvec_v1g104327	zf-C2H2.HG19.1:PRDM14	PRDM14
Nvec_vc1.1_XM_001633398.3	zf-C2H2.HG19.1:PRDM14	PRDM14
Nvec_vc1.1_XM_032363027.2	zf-C2H2.HG19.1:PRDM14	PRDM14
Nvec_vc1.1_XM_001624941.3	zf-C2H2.HG19.1:PRDM14	PRDM14
Nvec_v1g193459	zf-C2H2.HG19.1:PRDM14	PRDM14
Nvec_vc1.1_XM_048725325.1	zf-C2H2.HG1.1:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	
Nvec_v1g89177	zf-C2H2.HG1.1:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	
Nvec_NVE16808	zf-C2H2.HG1.3:ZBTB3	ZBTB3
Nvec_v1g185507	zf-C2H2.HG1.3:ZBTB3	ZBTB3
Nvec_NVE16807	zf-C2H2.HG1.3:ZBTB3	ZBTB3
Nvec_vc1.1_XM_032385905.2	zf-C2H2.HG1.3:ZBTB3	ZBTB3
Nvec_vc1.1_XM_048726881.1	zf-C2H2.HG1.3:ZBTB3	ZBTB3
Nvec_vc1.1_XM_001633508.3	zf-C2H2.HG1.3:ZBTB3	ZBTB3
Nvec_vc1.1_XM_048726885.1	zf-C2H2.HG1.3:ZBTB3	ZBTB3
Nvec_NVE15280	zf-C2H2.HG1.5:ZNF688	ZNF688
Nvec_v1g143532	zf-C2H2.HG1.5:ZNF688	ZNF688
Nvec_vc1.1_XM_001634673.3	zf-C2H2.HG1.5:ZNF688	ZNF688
Nvec_vc1.1_XM_032379498.2	zf-C2H2.HG1.6:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	
Nvec_v1g66221	zf-C2H2.HG1.7:PRDM13	PRDM13
Nvec_vc1.1_XM_048721414.1	zf-C2H2.HG1.7:PRDM13	PRDM13
Nvec_vc1.1_XM_001627907.3	zf-C2H2.HG1.8:ZNF18/ZNF513/ZNF784/ZSCAN4/ZSCAN5A/ZSCAN5B	ZSCAN4/ZSCAN5A/ZSCAN5B
Nvec_v1g21003	zf-C2H2.HG1.10:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	
Nvec_vc1.1_XM_032383547.2	zf-C2H2.HG1.10:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	
Nvec_v1g105290	zf-C2H2.HG1.11:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	
Nvec_vc1.1_XM_032382255.2	zf-C2H2.HG1.11:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	
