TF_ID	TF_Name	Species_Name	Status	Gene_ID	Family	Motif_ID
T131610_2.00	ztf-29	Caenorhabditis_elegans	D	WBGene00013438	C2H2 ZF	M00635_2.00
T131622_2.00	ztf-3	Caenorhabditis_elegans	D	WBGene00016905	C2H2 ZF	M00640_2.00
T131601_2.00	ztf-6	Caenorhabditis_elegans	D	WBGene00012317	C2H2 ZF	M00631_2.00
T131612_2.00	ztf-9	Caenorhabditis_elegans	D	WBGene00013966	C2H2 ZF	M00636_2.00
T076202_2.00	zfh-2	Caenorhabditis_elegans	D	WBGene00022518	C2H2 ZF,Homeodomain	M01850_2.00
T159400_2.00	ztf-11	Caenorhabditis_elegans	D	WBGene00009939	C2HC ZF	M00650_2.00
T160934_2.00	mex-6	Caenorhabditis_elegans	D	WBGene00003231	CCCH ZF	M00651_2.00
T160935_2.00	pie-1	Caenorhabditis_elegans	D	WBGene00004027	CCCH ZF	M01202_2.00
T165220_2.00	cey-1	Caenorhabditis_elegans	D	WBGene00000472	CSD	M01903_2.00
T165224_2.00	lin-28	Caenorhabditis_elegans	D	WBGene00003014	CSD	M01209_2.00
T167391_2.00	ceh-48	Caenorhabditis_elegans	D	WBGene00015934	CUT,Homeodomain	M01905_2.00
T168541_2.00	Y75B8A.6	Caenorhabditis_elegans	D	WBGene00013543	CxxC	M00652_2.00
T169434_2.00	dmd-10	Caenorhabditis_elegans	D	WBGene00007929	DM	M00657_2.00
T169436_2.00	dmd-3	Caenorhabditis_elegans	D	WBGene00012832	DM	M00658_2.00
T169433_2.00	dmd-4	Caenorhabditis_elegans	D	WBGene00007776	DM	M00656_2.00
T169437_2.00	dmd-5	Caenorhabditis_elegans	D	WBGene00017326	DM	M00659_2.00
T169432_2.00	dmd-6	Caenorhabditis_elegans	D	WBGene00007058	DM	M00655_2.00
T169439_2.00	dmd-8	Caenorhabditis_elegans	D	WBGene00020708	DM	M00660_2.00
T169440_2.00	dmd-9	Caenorhabditis_elegans	D	WBGene00022060	DM	M00661_2.00
T169431_2.00	mab-23	Caenorhabditis_elegans	D	WBGene00003114	DM	M00654_2.00
T169430_2.00	mab-3	Caenorhabditis_elegans	D	WBGene00003100	DM	M00653_2.00,M07546_2.00
T173579_2.00	dpl-1	Caenorhabditis_elegans	D	WBGene00001061	E2F	M09525_2.00
T173580_2.00	efl-1	Caenorhabditis_elegans	D	WBGene00001161	E2F	M08110_2.00,M08197_2.00,M09526_2.00
T173581_2.00	efl-2	Caenorhabditis_elegans	D	WBGene00001162	E2F	M00662_2.00,M01966_2.00
T177606_2.00	F19F10.1	Caenorhabditis_elegans	D	WBGene00017598	Ets	M01973_2.00
T188799_2.00	daf-16	Caenorhabditis_elegans	D	WBGene00000912	Forkhead	M01989_2.00,M10574_2.00
T188807_2.00	fkh-9	Caenorhabditis_elegans	D	WBGene00001441	Forkhead	M00663_2.00
T188809_2.00	let-381	Caenorhabditis_elegans	D	WBGene00002601	Forkhead	M00664_2.00
T188810_2.00	lin-31	Caenorhabditis_elegans	D	WBGene00003017	Forkhead	M00665_2.00
T188812_2.00	pha-4	Caenorhabditis_elegans	D	WBGene00004013	Forkhead	M08123_2.00,M08201_2.00,M09548_2.00
T195700_2.00	egl-27	Caenorhabditis_elegans	D	WBGene00001194	GATA	M08205_2.00
T195701_2.00	elt-1	Caenorhabditis_elegans	D	WBGene00001249	GATA	M08206_2.00,M08207_2.00
T195703_2.00	elt-3	Caenorhabditis_elegans	D	WBGene00001251	GATA	M08128_2.00,M09557_2.00
T195705_2.00	elt-6	Caenorhabditis_elegans	D	WBGene00001253	GATA	M00666_2.00
T195711_2.00	elt-7	Caenorhabditis_elegans	D	WBGene00015981	GATA	M00670_2.00
T195706_2.00	end-1	Caenorhabditis_elegans	D	WBGene00001310	GATA	M00667_2.00
T195707_2.00	end-3	Caenorhabditis_elegans	D	WBGene00001311	GATA	M00668_2.00
T195710_2.00	med-2	Caenorhabditis_elegans	D	WBGene00003181	GATA	M00669_2.00
T224608_2.00	ceh-19	Caenorhabditis_elegans	D	WBGene00000442	Homeodomain	M02180_2.00
T224610_2.00	ceh-22	Caenorhabditis_elegans	D	WBGene00000445	Homeodomain	M00376_2.00
T224611_2.00	ceh-23	Caenorhabditis_elegans	D	WBGene00000446	Homeodomain	M00671_2.00
T224612_2.00	ceh-24	Caenorhabditis_elegans	D	WBGene00000447	Homeodomain	M02181_2.00
T224614_2.00	ceh-28	Caenorhabditis_elegans	D	WBGene00000450	Homeodomain	M08210_2.00
T224619_2.00	ceh-34	Caenorhabditis_elegans	D	WBGene00000455	Homeodomain	M00672_2.00
T224620_2.00	ceh-36	Caenorhabditis_elegans	D	WBGene00000457	Homeodomain	M00673_2.00
T224621_2.00	ceh-37	Caenorhabditis_elegans	D	WBGene00000458	Homeodomain	M00674_2.00
T224598_2.00	ceh-5	Caenorhabditis_elegans	D	WBGene00000430	Homeodomain	M02179_2.00
T224662_2.00	ceh-51	Caenorhabditis_elegans	D	WBGene00013583	Homeodomain	M00678_2.00
T224664_2.00	ceh-53	Caenorhabditis_elegans	D	WBGene00015651	Homeodomain	M00679_2.00
T224674_2.00	ceh-54	Caenorhabditis_elegans	D	WBGene00020485	Homeodomain	M02188_2.00
T224650_2.00	ceh-57	Caenorhabditis_elegans	D	WBGene00007416	Homeodomain	M00675_2.00
T224651_2.00	ceh-58	Caenorhabditis_elegans	D	WBGene00007417	Homeodomain	M00676_2.00
T224658_2.00	ceh-62	Caenorhabditis_elegans	D	WBGene00011069	Homeodomain	M02187_2.00
T224663_2.00	ceh-74	Caenorhabditis_elegans	D	WBGene00013876	Homeodomain	M01248_2.00
T224657_2.00	ceh-90	Caenorhabditis_elegans	D	WBGene00010995	Homeodomain	M00677_2.00
T224627_2.00	egl-5	Caenorhabditis_elegans	D	WBGene00001174	Homeodomain	M09581_2.00
T224628_2.00	lim-4	Caenorhabditis_elegans	D	WBGene00002987	Homeodomain	M02182_2.00
T224632_2.00	lin-39	Caenorhabditis_elegans	D	WBGene00003024	Homeodomain	M08211_2.00,M09582_2.00
T224681_2.00	nsy-7	Caenorhabditis_elegans	D	WBGene00044508	Homeodomain	M00966_2.00
T224637_2.00	pal-1	Caenorhabditis_elegans	D	WBGene00003912	Homeodomain	M02183_2.00
T224638_2.00	pha-2	Caenorhabditis_elegans	D	WBGene00004011	Homeodomain	M02184_2.00
T224647_2.00	unc-62	Caenorhabditis_elegans	D	WBGene00006796	Homeodomain	M02185_2.00
T224648_2.00	vab-7	Caenorhabditis_elegans	D	WBGene00006873	Homeodomain	M02186_2.00
T237680_2.00	eyg-1	Caenorhabditis_elegans	D	WBGene00013147	Homeodomain,Paired box	M00680_2.00
T238866_2.00	ceh-18	Caenorhabditis_elegans	D	WBGene00000441	Homeodomain,POU	M00681_2.00
T238867_2.00	unc-86	Caenorhabditis_elegans	D	WBGene00006818	Homeodomain,POU	M02244_2.00
T242473_2.00	hsf-1	Caenorhabditis_elegans	D	WBGene00002004	HSF	M00682_2.00
T250013_2.00	madf-4	Caenorhabditis_elegans	D	WBGene00011575	MADF	M00683_2.00
T250010_2.00	madf-5	Caenorhabditis_elegans	D	WBGene00007242	MADF	M02276_2.00
T250021_2.00	madf-9	Caenorhabditis_elegans	D	WBGene00022608	MADF	M02277_2.00
T256827_2.00	unc-120	Caenorhabditis_elegans	D	WBGene00006844	MADS box	M00684_2.00
T282143_2.00	snpc-4	Caenorhabditis_elegans	D	WBGene00001568	Myb/SANT	M08151_2.00,M08216_2.00,M09602_2.00
T306122_2.00	daf-12	Caenorhabditis_elegans	D	WBGene00000908	Nuclear receptor	M00685_2.00,M08159_2.00
T306125_2.00	nhr-1	Caenorhabditis_elegans	D	WBGene00003600	Nuclear receptor	M00686_2.00
T306234_2.00	nhr-122	Caenorhabditis_elegans	D	WBGene00003712	Nuclear receptor	M00696_2.00
T306348_2.00	nhr-142	Caenorhabditis_elegans	D	WBGene00018430	Nuclear receptor	M00703_2.00
T306301_2.00	nhr-145	Caenorhabditis_elegans	D	WBGene00012703	Nuclear receptor	M02417_2.00
T306257_2.00	nhr-154	Caenorhabditis_elegans	D	WBGene00007547	Nuclear receptor	M00698_2.00
T306261_2.00	nhr-168	Caenorhabditis_elegans	D	WBGene00008221	Nuclear receptor	M00699_2.00
T306337_2.00	nhr-177	Caenorhabditis_elegans	D	WBGene00017503	Nuclear receptor	M02419_2.00
T306343_2.00	nhr-182	Caenorhabditis_elegans	D	WBGene00018265	Nuclear receptor	M00701_2.00,M00702_2.00
T306361_2.00	nhr-204	Caenorhabditis_elegans	D	WBGene00019816	Nuclear receptor	M00704_2.00
T306366_2.00	nhr-216	Caenorhabditis_elegans	D	WBGene00020385	Nuclear receptor	M00705_2.00
T306299_2.00	nhr-232	Caenorhabditis_elegans	D	WBGene00012494	Nuclear receptor	M00700_2.00
T306148_2.00	nhr-25	Caenorhabditis_elegans	D	WBGene00003623	Nuclear receptor	M08226_2.00
T306127_2.00	nhr-3	Caenorhabditis_elegans	D	WBGene00003602	Nuclear receptor	M00687_2.00
T306152_2.00	nhr-34	Caenorhabditis_elegans	D	WBGene00003627	Nuclear receptor	M00690_2.00
T306336_2.00	nhr-36	Caenorhabditis_elegans	D	WBGene00017198	Nuclear receptor	M02418_2.00
T306156_2.00	nhr-42	Caenorhabditis_elegans	D	WBGene00003632	Nuclear receptor	M00691_2.00
T306160_2.00	nhr-46	Caenorhabditis_elegans	D	WBGene00003636	Nuclear receptor	M00692_2.00
T306163_2.00	nhr-49	Caenorhabditis_elegans	D	WBGene00003639	Nuclear receptor	M02413_2.00
T306129_2.00	nhr-5	Caenorhabditis_elegans	D	WBGene00003604	Nuclear receptor	M00688_2.00
T306130_2.00	nhr-6	Caenorhabditis_elegans	D	WBGene00003605	Nuclear receptor	M01298_2.00
T306179_2.00	nhr-65	Caenorhabditis_elegans	D	WBGene00003655	Nuclear receptor	M00693_2.00
T306180_2.00	nhr-66	Caenorhabditis_elegans	D	WBGene00003656	Nuclear receptor	M00694_2.00
T306131_2.00	nhr-7	Caenorhabditis_elegans	D	WBGene00003606	Nuclear receptor	M00689_2.00
T306184_2.00	nhr-70	Caenorhabditis_elegans	D	WBGene00003660	Nuclear receptor	M00695_2.00
T306197_2.00	nhr-84	Caenorhabditis_elegans	D	WBGene00003674	Nuclear receptor	M02414_2.00
T306199_2.00	nhr-86	Caenorhabditis_elegans	D	WBGene00003676	Nuclear receptor	M02415_2.00
T306251_2.00	odr-7	Caenorhabditis_elegans	D	WBGene00003854	Nuclear receptor	M00697_2.00
T306252_2.00	sex-1	Caenorhabditis_elegans	D	WBGene00004786	Nuclear receptor	M02416_2.00
T312106_2.00	egl-38	Caenorhabditis_elegans	D	WBGene00001204	Paired box	M02426_2.00
T312112_2.00	npax-1	Caenorhabditis_elegans	D	WBGene00017664	Paired box	M02427_2.00
T312108_2.00	pax-2	Caenorhabditis_elegans	D	WBGene00003938	Paired box	M00706_2.00
T314398_2.00	mbr-1	Caenorhabditis_elegans	D	WBGene00011315	Pipsqueak	M00707_2.00
T316617_2.00	pros-1	Caenorhabditis_elegans	D	WBGene00000448	Prospero	M00708_2.00
T318853_2.00	daf-19	Caenorhabditis_elegans	D	WBGene00000914	RFX	M00709_2.00
T322109_2.00	spe-44	Caenorhabditis_elegans	D	WBGene00007732	SAND	M02467_2.00
T325233_2.00	sma-4	Caenorhabditis_elegans	D	WBGene00004858	SMAD	M02484_2.00
T333265_2.00	egl-13	Caenorhabditis_elegans	D	WBGene00001182	Sox	M00710_2.00
T333266_2.00	gei-3	Caenorhabditis_elegans	D	WBGene00001560	Sox	M00711_2.00
T333272_2.00	pop-1	Caenorhabditis_elegans	D	WBGene00004077	Sox	M00712_2.00
T333273_2.00	sem-2	Caenorhabditis_elegans	D	WBGene00004771	Sox	M02488_2.00
T340941_2.00	tbx-33	Caenorhabditis_elegans	D	WBGene00006552	T-box	M00713_2.00
T340946_2.00	tbx-38	Caenorhabditis_elegans	D	WBGene00006557	T-box	M00714_2.00
T340947_2.00	tbx-39	Caenorhabditis_elegans	D	WBGene00006558	T-box	M00715_2.00
T340948_2.00	tbx-40	Caenorhabditis_elegans	D	WBGene00006559	T-box	M02497_2.00
T340951_2.00	tbx-43	Caenorhabditis_elegans	D	WBGene00044798	T-box	M00716_2.00
T349258_2.00	lin-15B	Caenorhabditis_elegans	D	WBGene00023497	THAP finger	M09654_2.00
T350341_2.00	athp-1	Caenorhabditis_elegans	D	WBGene00008081	Unknown	M02543_2.00
T350339_2.00	dpy-27	Caenorhabditis_elegans	D	WBGene00001086	Unknown	M08179_2.00
T350340_2.00	lin-14	Caenorhabditis_elegans	D	WBGene00003003	Unknown	M02724_2.00
T014501_2.00	arid6	Danio_rerio	D	ENSDARG00000069988	ARID/BRIGHT	M01657_2.00
T017382_2.00	kmt2cb	Danio_rerio	D	ENSDARG00000075560	AT hook	M01679_2.00
T017379_2.00	phf21ab	Danio_rerio	D	ENSDARG00000021378	AT hook	M01678_2.00
T167721_2.00	A6H8I1_DANRE	Danio_rerio	D	A6H8I1_DANRE	CxxC	M01906_2.00
T167916_2.00	kdm2aa	Danio_rerio	D	ENSDARG00000059653	CxxC	M01910_2.00
T167914_2.00	kdm2ba	Danio_rerio	D	ENSDARG00000036593	CxxC	M01909_2.00
T208611_2.00	dharma	Danio_rerio	D	ENSDARG00000040955	Homeodomain	M02080_2.00
T208656_2.00	hoxd13a	Danio_rerio	D	ENSDARG00000059256	Homeodomain	M02081_2.00
T208748_2.00	si:dkey-43p13.5	Danio_rerio	D	ENSDARG00000104199	Homeodomain	M02082_2.00
T208511_2.00	vsx2	Danio_rerio	D	ENSDARG00000005574	Homeodomain	M02079_2.00
T238119_2.00	pou3f3b	Danio_rerio	D	ENSDARG00000095896	Homeodomain,POU	M02237_2.00
T240180_2.00	hsf2	Danio_rerio	D	ENSDARG00000053097	HSF	M02248_2.00
T299754_2.00	myrf	Danio_rerio	D	ENSDARG00000078676	Ndt80/PhoG	M02384_2.00
T302886_2.00	nr2f2	Danio_rerio	D	ENSDARG00000040926	Nuclear receptor	M02393_2.00
T311612_2.00	pax2b	Danio_rerio	D	ENSDARG00000032578	Paired box	M02425_2.00
T311614_2.00	pax9	Danio_rerio	D	ENSDARG00000053829	Paired box	M11204_2.00
T345282_2.00	lin54	Danio_rerio	D	ENSDARG00000063194	TCR/CxC	M02526_2.00
T348261_2.00	prkrira	Danio_rerio	D	ENSDARG00000042489	THAP finger	M02537_2.00
T348255_2.00	prkrirb	Danio_rerio	D	ENSDARG00000020964	THAP finger	M02536_2.00
T000021_2.00	bnl	Drosophila_melanogaster	D	FBgn0014135	ABF1	M01091_2.00
T011069_2.00	AP-2	Drosophila_melanogaster	D	FBgn0261953	AP-2	M03584_2.00,M03585_2.00,M03586_2.00,M03587_2.00,M03588_2.00,M03589_2.00
T014858_2.00	retn	Drosophila_melanogaster	D	FBgn0004795	ARID/BRIGHT	M01664_2.00,M03590_2.00,M05899_2.00,M09768_2.00
T017483_2.00	Xrp1	Drosophila_melanogaster	D	FBgn0261113	AT hook	M01686_2.00,M05900_2.00
T026337_2.00	BEAF-32	Drosophila_melanogaster	D	FBgn0015602	BED ZF	M08403_2.00
T026338_2.00	Dref	Drosophila_melanogaster	D	FBgn0015664	BED ZF	M05901_2.00,M09778_2.00
T038386_2.00	ac	Drosophila_melanogaster	D	FBgn0000022	bHLH	M03592_2.00,M05902_2.00
T038403_2.00	amos	Drosophila_melanogaster	D	FBgn0003270	bHLH	M03603_2.00,M03604_2.00,M05952_2.00
T038387_2.00	ase	Drosophila_melanogaster	D	FBgn0000137	bHLH	M05903_2.00
T038409_2.00	ato	Drosophila_melanogaster	D	FBgn0010433	bHLH	M05960_2.00,M05961_2.00,M05962_2.00
T038449_2.00	bigmax	Drosophila_melanogaster	D	FBgn0039509	bHLH	M03622_2.00,M05996_2.00
T038429_2.00	cato	Drosophila_melanogaster	D	FBgn0024249	bHLH	M05980_2.00
T038452_2.00	CG33557	Drosophila_melanogaster	D	FBgn0053557	bHLH	M06000_2.00
T038425_2.00	Clk	Drosophila_melanogaster	D	FBgn0023076	bHLH	M05972_2.00,M05973_2.00,M05974_2.00,M05975_2.00
T038392_2.00	crp	Drosophila_melanogaster	D	FBgn0001994	bHLH	M03595_2.00,M05937_2.00
T039049_2.00	cwo	Drosophila_melanogaster	D	FBgn0259938	bHLH	M03623_2.00,M03624_2.00,M03625_2.00,M06001_2.00
T038427_2.00	cyc	Drosophila_melanogaster	D	FBgn0023094	bHLH	M03615_2.00,M05977_2.00,M05978_2.00
T038388_2.00	da	Drosophila_melanogaster	D	FBgn0000413	bHLH	M03593_2.00,M05904_2.00,M05905_2.00,M05906_2.00,M05907_2.00,M05908_2.00,M05909_2.00,M05910_2.00,M05911_2.00,M05912_2.00,M05913_2.00,M05914_2.00,M05915_2.00,M05916_2.00,M05917_2.00,M05918_2.00,M05919_2.00,M05920_2.00,M05921_2.00,M05922_2.00,M05923_2.00,M05924_2.00,M05925_2.00,M05926_2.00,M05927_2.00,M05928_2.00,M05929_2.00,M05930_2.00,M05931_2.00,M05932_2.00,M05933_2.00
T038426_2.00	dimm	Drosophila_melanogaster	D	FBgn0023091	bHLH	M03613_2.00,M03614_2.00,M05976_2.00
T039054_2.00	dm	Drosophila_melanogaster	D	FBgn0262656	bHLH	M06002_2.00
T038408_2.00	dpn	Drosophila_melanogaster	D	FBgn0010109	bHLH	M03608_2.00,M05959_2.00
T038448_2.00	dys	Drosophila_melanogaster	D	FBgn0039411	bHLH	M05995_2.00
T038394_2.00	E(spl)m3-HLH	Drosophila_melanogaster	D	FBgn0002609	bHLH	M03596_2.00,M05939_2.00
T038395_2.00	E(spl)m5-HLH	Drosophila_melanogaster	D	FBgn0002631	bHLH	M05940_2.00,M05941_2.00
T038396_2.00	E(spl)m7-HLH	Drosophila_melanogaster	D	FBgn0002633	bHLH	M05942_2.00
T038390_2.00	E(spl)m8-HLH	Drosophila_melanogaster	D	FBgn0000591	bHLH	M05934_2.00
T038398_2.00	E(spl)mbeta-HLH	Drosophila_melanogaster	D	FBgn0002733	bHLH	M03597_2.00,M05945_2.00
T038399_2.00	E(spl)mdelta-HLH	Drosophila_melanogaster	D	FBgn0002734	bHLH	M03598_2.00,M05946_2.00
T038400_2.00	E(spl)mgamma-HLH	Drosophila_melanogaster	D	FBgn0002735	bHLH	M03599_2.00,M05947_2.00,M05948_2.00
T038444_2.00	Fer1	Drosophila_melanogaster	D	FBgn0037475	bHLH	M03620_2.00,M05990_2.00,M05991_2.00
T038447_2.00	Fer2	Drosophila_melanogaster	D	FBgn0038402	bHLH	M05994_2.00
T038446_2.00	Fer3	Drosophila_melanogaster	D	FBgn0037937	bHLH	M05993_2.00
T038391_2.00	h	Drosophila_melanogaster	D	FBgn0001168	bHLH	M03594_2.00,M05935_2.00,M05936_2.00,M06463_2.00,M09656_2.00,M09891_2.00
T038440_2.00	Hand	Drosophila_melanogaster	D	FBgn0032209	bHLH	M05984_2.00
T038439_2.00	Her	Drosophila_melanogaster	D	FBgn0030899	bHLH	M05983_2.00
T038434_2.00	Hey	Drosophila_melanogaster	D	FBgn0027788	bHLH	M03616_2.00,M03617_2.00,M05981_2.00
T039051_2.00	HLH106	Drosophila_melanogaster	D	FBgn0261283	bHLH	M03626_2.00,M03627_2.00
T038411_2.00	HLH4C	Drosophila_melanogaster	D	FBgn0011277	bHLH	M03609_2.00,M03610_2.00,M03611_2.00,M05963_2.00,M05964_2.00,M05965_2.00,M05966_2.00
T038422_2.00	HLH54F	Drosophila_melanogaster	D	FBgn0022740	bHLH	M05971_2.00
T038393_2.00	l(1)sc	Drosophila_melanogaster	D	FBgn0002561	bHLH	M05938_2.00
T038420_2.00	Max	Drosophila_melanogaster	D	FBgn0017578	bHLH	M03612_2.00,M05969_2.00,M05970_2.00
T038397_2.00	Met	Drosophila_melanogaster	D	FBgn0002723	bHLH	M05943_2.00,M05944_2.00
T038443_2.00	Mio	Drosophila_melanogaster	D	FBgn0032940	bHLH	M05989_2.00
T039056_2.00	Mitf	Drosophila_melanogaster	D	FBgn0263112	bHLH	M06003_2.00
T038428_2.00	Mnt	Drosophila_melanogaster	D	FBgn0023215	bHLH	M05979_2.00
T038401_2.00	nau	Drosophila_melanogaster	D	FBgn0002922	bHLH	M03600_2.00,M03601_2.00,M03602_2.00,M05949_2.00,M05950_2.00
T038402_2.00	net	Drosophila_melanogaster	D	FBgn0002931	bHLH	M05951_2.00
T038441_2.00	Oli	Drosophila_melanogaster	D	FBgn0032651	bHLH	M03618_2.00,M05985_2.00,M05986_2.00,M05987_2.00
T038445_2.00	sage	Drosophila_melanogaster	D	FBgn0037672	bHLH	M03621_2.00,M05992_2.00
T038406_2.00	sc	Drosophila_melanogaster	D	FBgn0004170	bHLH	M03607_2.00,M05957_2.00
T038442_2.00	Side	Drosophila_melanogaster	D	FBgn0032741	bHLH	M03619_2.00,M05988_2.00
T038407_2.00	sim	Drosophila_melanogaster	D	FBgn0004666	bHLH	M05958_2.00
T038404_2.00	ss	Drosophila_melanogaster	D	FBgn0003513	bHLH	M05953_2.00,M05954_2.00
T038450_2.00	tai	Drosophila_melanogaster	D	FBgn0041092	bHLH	M05997_2.00,M05998_2.00,M05999_2.00
T038417_2.00	tap	Drosophila_melanogaster	D	FBgn0015550	bHLH	M05967_2.00,M05968_2.00
T039058_2.00	tgo	Drosophila_melanogaster	D	FBgn0264075	bHLH	M06005_2.00,M06006_2.00,M06007_2.00,M06008_2.00,M06009_2.00,M06010_2.00,M06011_2.00,M06012_2.00
T038405_2.00	twi	Drosophila_melanogaster	D	FBgn0003900	bHLH	M03605_2.00,M03606_2.00,M05955_2.00,M05956_2.00,M07538_2.00,M09657_2.00,M09892_2.00
T039057_2.00	tx	Drosophila_melanogaster	D	FBgn0263118	bHLH	M06004_2.00
T038438_2.00	Usf	Drosophila_melanogaster	D	FBgn0029711	bHLH	M05982_2.00
T055663_2.00	brk	Drosophila_melanogaster	D	FBgn0024250	Brinker	M03628_2.00,M03629_2.00,M03630_2.00,M06013_2.00,M07539_2.00,M09658_2.00,M09903_2.00
T062297_2.00	Atf-2	Drosophila_melanogaster	D	FBgn0265193	bZIP	M03657_2.00,M03658_2.00,M06027_2.00
T062077_2.00	Atf3	Drosophila_melanogaster	D	FBgn0028550	bZIP	M03648_2.00
T062079_2.00	Atf6	Drosophila_melanogaster	D	FBgn0033010	bZIP	M03650_2.00,M03651_2.00,M03652_2.00,M06024_2.00
T062078_2.00	CG18619	Drosophila_melanogaster	D	FBgn0032202	bZIP	M03649_2.00
T062082_2.00	CG6272	Drosophila_melanogaster	D	FBgn0036126	bZIP	M06025_2.00,M06026_2.00
T062081_2.00	CG7786	Drosophila_melanogaster	D	FBgn0034096	bZIP	M03653_2.00
T062067_2.00	crc	Drosophila_melanogaster	D	FBgn0000370	bZIP	M03631_2.00,M06014_2.00
T062072_2.00	CrebA	Drosophila_melanogaster	D	FBgn0004396	bZIP	M03639_2.00,M03640_2.00,M03641_2.00,M06020_2.00
T062299_2.00	CrebB-17A	Drosophila_melanogaster	D	FBgn0265784	bZIP	M03659_2.00,M03660_2.00
T062294_2.00	FBgn0262975	Drosophila_melanogaster	D	FBgn0262975	bZIP	M03654_2.00,M03655_2.00,M03656_2.00,M08189_2.00
T062069_2.00	gt	Drosophila_melanogaster	D	FBgn0001150	bZIP	M03634_2.00,M03635_2.00,M05843_2.00,M06016_2.00,M06017_2.00,M06464_2.00,M09659_2.00
T062070_2.00	Jra	Drosophila_melanogaster	D	FBgn0001291	bZIP	M03636_2.00,M06018_2.00
T062071_2.00	kay	Drosophila_melanogaster	D	FBgn0001297	bZIP	M03637_2.00,M03638_2.00,M06019_2.00
T062075_2.00	Pdp1	Drosophila_melanogaster	D	FBgn0016694	bZIP	M03645_2.00,M03646_2.00
T062073_2.00	slbo	Drosophila_melanogaster	D	FBgn0005638	bZIP	M03642_2.00,M03643_2.00,M06021_2.00,M06022_2.00,M07540_2.00,M10035_2.00
T062068_2.00	tj	Drosophila_melanogaster	D	FBgn0000964	bZIP	M03632_2.00,M03633_2.00,M06015_2.00
T062074_2.00	vri	Drosophila_melanogaster	D	FBgn0016076	bZIP	M03644_2.00,M06023_2.00
T062076_2.00	Xbp1	Drosophila_melanogaster	D	FBgn0021872	bZIP	M03647_2.00
T117228_2.00	ab	Drosophila_melanogaster	D	FBgn0264442	C2H2 ZF	M06173_2.00,M06174_2.00,M06175_2.00,M06176_2.00
T114425_2.00	Aef1	Drosophila_melanogaster	D	FBgn0005694	C2H2 ZF	M03678_2.00,M06107_2.00,M06108_2.00
T114523_2.00	Blimp-1	Drosophila_melanogaster	D	FBgn0035625	C2H2 ZF	M03692_2.00,M06141_2.00,M06142_2.00
T114422_2.00	bowl	Drosophila_melanogaster	D	FBgn0004893	C2H2 ZF	M03676_2.00,M03677_2.00,M06090_2.00
T114387_2.00	br	Drosophila_melanogaster	D	FBgn0000210	C2H2 ZF	M06028_2.00,M06029_2.00,M06030_2.00,M06031_2.00,M06032_2.00,M06033_2.00,M06034_2.00,M06035_2.00,M06036_2.00,M08446_2.00,M08447_2.00,M08448_2.00,M08449_2.00,M10365_2.00,M10366_2.00,M10367_2.00
T082038_2.00	BRC1_DROME	Drosophila_melanogaster	D	BRC1_DROME	C2H2 ZF	M10097_2.00
T114388_2.00	btd	Drosophila_melanogaster	D	FBgn0000233	C2H2 ZF	M03661_2.00,M06037_2.00,M06466_2.00
T114453_2.00	Bteb2	Drosophila_melanogaster	D	FBgn0025679	C2H2 ZF	M03683_2.00,M06121_2.00,M06122_2.00
T114596_2.00	cbt	Drosophila_melanogaster	D	FBgn0043364	C2H2 ZF	M03705_2.00,M03706_2.00
T114390_2.00	Cf2	Drosophila_melanogaster	D	FBgn0000286	C2H2 ZF	M02670_2.00,M06038_2.00,M06039_2.00,M06040_2.00,M10368_2.00,M10369_2.00
T114532_2.00	CG10654	Drosophila_melanogaster	D	FBgn0036294	C2H2 ZF	M03693_2.00
T114597_2.00	CG12219	Drosophila_melanogaster	D	FBgn0043796	C2H2 ZF	M03707_2.00,M03708_2.00
T114464_2.00	CG12236	Drosophila_melanogaster	D	FBgn0029822	C2H2 ZF	M06125_2.00,M06126_2.00,M06127_2.00
T114522_2.00	CG12605	Drosophila_melanogaster	D	FBgn0035481	C2H2 ZF	M03691_2.00,M06139_2.00,M06140_2.00
T114498_2.00	CG12769	Drosophila_melanogaster	D	FBgn0033252	C2H2 ZF	M03687_2.00
T114541_2.00	CG14667	Drosophila_melanogaster	D	FBgn0037317	C2H2 ZF	M03694_2.00
T114569_2.00	CG17802	Drosophila_melanogaster	D	FBgn0038549	C2H2 ZF	M03699_2.00
T117223_2.00	CG2052	Drosophila_melanogaster	D	FBgn0262636	C2H2 ZF	M03711_2.00
T114515_2.00	CG3065	Drosophila_melanogaster	D	FBgn0034946	C2H2 ZF	M06134_2.00,M06135_2.00,M06136_2.00
T114605_2.00	CG31388	Drosophila_melanogaster	D	FBgn0051388	C2H2 ZF	M03709_2.00
T114486_2.00	CG3407	Drosophila_melanogaster	D	FBgn0031573	C2H2 ZF	M06130_2.00,M06131_2.00
T117220_2.00	CG42741	Drosophila_melanogaster	D	FBgn0261705	C2H2 ZF	M06169_2.00,M06170_2.00
T114577_2.00	CG4360	Drosophila_melanogaster	D	FBgn0038787	C2H2 ZF	M03701_2.00,M06156_2.00
T114573_2.00	CG4424	Drosophila_melanogaster	D	FBgn0038765	C2H2 ZF	M03700_2.00
T114574_2.00	CG4854	Drosophila_melanogaster	D	FBgn0038766	C2H2 ZF	M06154_2.00,M06155_2.00
T114531_2.00	CG7368	Drosophila_melanogaster	D	FBgn0036179	C2H2 ZF	M06146_2.00,M06147_2.00
