ID_JGI_Vienna	ID_Vienna	ID_JGI	ID_DToL
Nvec_NVE16563	NVE16563		Nvec_vc1.1_XM_048731356.1
Nvec_NVE16564	NVE16564		Nvec_vc1.1_XM_048731356.1
Nvec_v1g241121	NVE16565	v1g241121	Nvec_vc1.1_XM_001636274.3
Nvec_v1g241122	NVE16566	v1g241122	Nvec_vc1.1_XM_001636231.3
Nvec_v1g182679	NVE16567	v1g182679	Nvec_vc1.1_XM_001636275.3
Nvec_v1g95761	NVE16568	v1g95761	Nvec_vc1.1_XM_032386000.2
Nvec_v1g236699	NVE16569	v1g236699	Nvec_vc1.1_XM_001636233.3
Nvec_v1g182684	NVE16570	v1g182684	Nvec_vc1.1_XM_001636276.3
Nvec_v1g182684	NVE16571	v1g182684	Nvec_vc1.1_XM_001636276.3
Nvec_NVE16572	NVE16572		Nvec_vc1.1_XM_032386094.2
Nvec_v1g182686	NVE16573	v1g182686	Nvec_vc1.1_XM_032386090.2
Nvec_v1g241128	NVE16574	v1g241128	Nvec_vc1.1_XM_032386028.2
Nvec_v1g241129	NVE16575	v1g241129	Nvec_vc1.1_XM_032386026.2
Nvec_NVE16576	NVE16576		Nvec_NVE16576
Nvec_NVE16577	NVE16577		Nvec_NVE16577
Nvec_NVE16578	NVE16578		Nvec_NVE16578
Nvec_v1g95727	NVE16579	v1g95727	Nvec_vc1.1_XM_048731137.1
Nvec_v1g95736	NVE16580	v1g95736	Nvec_vc1.1_XM_032386058.2
Nvec_NVE16581	NVE16581		Nvec_NVE16581
Nvec_v1g163453	NVE16582	v1g163453	Nvec_vc1.1_XM_048730960.1
Nvec_NVE16583	NVE16583		Nvec_vc1.1_XM_048730962.1
Nvec_v1g241132	NVE16584	v1g241132	Nvec_vc1.1_XM_001636283.3
Nvec_NVE16585	NVE16585		Nvec_NVE16585
Nvec_v1g95608	NVE16586	v1g95608	Nvec_vc1.1_XM_001636284.3
Nvec_v1g95664	NVE16587	v1g95664	Nvec_vc1.1_XM_001636285.3
Nvec_v1g95828	NVE16588	v1g95828	Nvec_vc1.1_XM_001636287.3
Nvec_NVE16589	NVE16589		Nvec_NVE16589
Nvec_v1g95788	NVE16590	v1g95788	Nvec_vc1.1_XM_001636288.3
Nvec_NVE16591	NVE16591		Nvec_vc1.1_XM_032386048.2
Nvec_v1g203084	NVE16592	v1g203084	Nvec_vc1.1_XM_048725043.1
Nvec_v1g203084	NVE16592	v1g203084	Nvec_vc1.1_XM_032364979.2
Nvec_v1g203088	NVE16593	v1g203088	Nvec_vc1.1_XM_032386091.2
Nvec_v1g95803	NVE16594	v1g95803	Nvec_vc1.1_XM_048731786.1
Nvec_v1g203090	NVE16594	v1g203090	Nvec_vc1.1_XM_048731783.1
Nvec_v1g35757	NVE16594	v1g35757	Nvec_vc1.1_XM_048731786.1
Nvec_v1g203090	NVE16595	v1g203090	Nvec_vc1.1_XM_048731783.1
Nvec_NVE16596	NVE16596		Nvec_NVE16596
Nvec_v1g95687	NVE16597	v1g95687	Nvec_vc1.1_XM_001636242.3
Nvec_v1g95567	NVE16598	v1g95567	Nvec_vc1.1_XM_048731783.1
Nvec_v1g95706	NVE16598	v1g95706	Nvec_vc1.1_XM_048731783.1
Nvec_v1g232345	NVE16599	v1g232345	Nvec_vc1.1_XM_048731785.1
Nvec_v1g95829	NVE16600	v1g95829	Nvec_vc1.1_XM_001636295.3
Nvec_v1g95660	NVE16601	v1g95660	Nvec_vc1.1_XM_001636245.3
Nvec_v1g241139	NVE16602	v1g241139	Nvec_vc1.1_XM_001636298.3
Nvec_NVE16603	NVE16603		Nvec_vc1.1_XM_032386007.2
Nvec_v1g241141	NVE16604	v1g241141	Nvec_vc1.1_XM_001636246.3
Nvec_v1g203107	NVE16605	v1g203107	Nvec_vc1.1_XM_001636299.3
Nvec_v1g203108	NVE16606	v1g203108	Nvec_vc1.1_XM_032386008.2
Nvec_v1g241143	NVE16607	v1g241143	Nvec_vc1.1_XM_048730988.1
Nvec_v1g182709	NVE16608	v1g182709	Nvec_vc1.1_XM_001636248.3
Nvec_v1g95541	NVE16609	v1g95541	Nvec_vc1.1_XM_001636301.3
Nvec_NVE16610	NVE16610		Nvec_vc1.1_XM_032386070.2
Nvec_NVE16611	NVE16611		Nvec_NVE16611
Nvec_v1g182716	NVE16612	v1g182716	Nvec_vc1.1_XM_001636302.3
Nvec_NVE16613	NVE16613		Nvec_NVE16613
Nvec_v1g203118	NVE16614	v1g203118	Nvec_vc1.1_XM_048731556.1
Nvec_v1g241147	NVE16615	v1g241147	Nvec_vc1.1_XM_048731560.1
Nvec_v1g241148	NVE16616	v1g241148	Nvec_vc1.1_XM_001636305.3
Nvec_v1g95659	NVE16617	v1g95659	Nvec_vc1.1_XM_048731553.1
Nvec_v1g95776	NVE16617	v1g95776	Nvec_vc1.1_XM_048731553.1
Nvec_v1g95716	NVE16617	v1g95716	Nvec_vc1.1_XM_048731553.1
Nvec_NVE16618	NVE16618		Nvec_NVE16618
Nvec_v1g163483	NVE16619	v1g163483	Nvec_vc1.1_XM_001636306.3
Nvec_v1g241150	NVE16620	v1g241150	Nvec_vc1.1_XM_001636307.3
Nvec_v1g203127	NVE16621	v1g203127	Nvec_vc1.1_XM_032385987.2
Nvec_NVE16622	NVE16622		Nvec_vc1.1_XM_032385987.2
Nvec_v1g226592	NVE16623	v1g226592	Nvec_vc1.1_XM_032385993.2
Nvec_v1g241152	NVE16624	v1g241152	Nvec_vc1.1_XM_001636309.3
Nvec_v1g226592	NVE16624	v1g226592	Nvec_vc1.1_XM_032385993.2
Nvec_v1g234572	NVE16625	v1g234572	Nvec_vc1.1_XM_032385991.2
Nvec_NVE16626	NVE16626		Nvec_vc1.1_XM_048731187.1
Nvec_v1g241155	NVE16627	v1g241155	Nvec_vc1.1_XM_001636310.3
Nvec_v1g241156	NVE16628	v1g241156	Nvec_vc1.1_XM_001636311.3
Nvec_v1g95603	NVE16629	v1g95603	Nvec_vc1.1_XM_001636312.3
Nvec_v1g241157	NVE16630	v1g241157	Nvec_vc1.1_XM_001636256.3
Nvec_NVE16631	NVE16631		Nvec_NVE16631
Nvec_v1g95751	NVE16632	v1g95751	Nvec_vc1.1_XM_032386061.2
Nvec_v1g241158	NVE16633	v1g241158	Nvec_vc1.1_XM_032386029.2
Nvec_v1g95572	NVE16634	v1g95572	Nvec_vc1.1_XM_001636259.3
Nvec_v1g241161	NVE16635	v1g241161	Nvec_vc1.1_XM_048731729.1
Nvec_v1g241161	NVE16636	v1g241161	Nvec_vc1.1_XM_048731729.1
Nvec_NVE16637	NVE16637		Nvec_vc1.1_XM_048731729.1
Nvec_v1g71280	NVE16638	v1g71280	Nvec_vc1.1_XM_048731701.1
Nvec_v1g95565	NVE16638	v1g95565	Nvec_vc1.1_XM_048731701.1
Nvec_v1g182742	NVE16639	v1g182742	Nvec_vc1.1_XM_001636315.3
Nvec_v1g95684	NVE16640	v1g95684	Nvec_vc1.1_XM_048731064.1
Nvec_v1g203146	NVE16641	v1g203146	Nvec_vc1.1_XM_048731230.1
Nvec_NVE16642	NVE16642		Nvec_vc1.1_XM_048731230.1
Nvec_NVE16643	NVE16643		Nvec_vc1.1_XM_048731064.1
Nvec_v1g203150	NVE16644	v1g203150	Nvec_vc1.1_XM_001636318.3
Nvec_v1g95571	NVE16645	v1g95571	Nvec_vc1.1_XM_048731268.1
Nvec_v1g95672	NVE16646	v1g95672	Nvec_vc1.1_XM_048731263.1
Nvec_v1g95649	NVE16647	v1g95649	Nvec_vc1.1_XM_048731149.1
Nvec_NVE16648	NVE16648		Nvec_vc1.1_XM_048731149.1
Nvec_NVE16649	NVE16649		Nvec_vc1.1_XM_048731149.1
Nvec_v1g95836	NVE16786	v1g95836	Nvec_vc1.1_XM_048726615.1
Nvec_v1g95836	NVE16786	v1g95836	Nvec_vc1.1_XM_048726622.1
Nvec_v1g95942	NVE16786	v1g95942	Nvec_vc1.1_XM_048726597.1
Nvec_v1g95942	NVE16786	v1g95942	Nvec_vc1.1_XM_048726622.1
Nvec_v1g41468	NVE16786	v1g41468	Nvec_vc1.1_XM_048726597.1
Nvec_v1g41468	NVE16787	v1g41468	Nvec_vc1.1_XM_048726597.1
Nvec_v1g95908	NVE16788	v1g95908	Nvec_vc1.1_XM_048726597.1
Nvec_v1g95908	NVE16788	v1g95908	Nvec_vc1.1_XM_048726622.1
Nvec_v1g95908	NVE16789	v1g95908	Nvec_vc1.1_XM_048726597.1
Nvec_v1g95908	NVE16789	v1g95908	Nvec_vc1.1_XM_048726622.1
Nvec_NVE16790	NVE16790		Nvec_vc1.1_XM_048726622.1
Nvec_v1g96020	NVE16791	v1g96020	Nvec_vc1.1_XM_048726623.1
Nvec_v1g203170	NVE16792	v1g203170	Nvec_vc1.1_XM_001636131.3
Nvec_v1g95909	NVE16793	v1g95909	Nvec_vc1.1_XM_001636179.3
Nvec_v1g95867	NVE16794	v1g95867	Nvec_vc1.1_XM_001636180.3
Nvec_v1g234576	NVE16795	v1g234576	Nvec_vc1.1_XM_048726141.1
Nvec_v1g234576	NVE16796	v1g234576	Nvec_vc1.1_XM_048726141.1
Nvec_NVE16797	NVE16797		Nvec_NVE16797
Nvec_v1g241170	NVE16798	v1g241170	Nvec_vc1.1_XM_048726143.1
Nvec_NVE16799	NVE16799		Nvec_vc1.1_XM_032385951.2
Nvec_v1g203178	NVE16800	v1g203178	Nvec_vc1.1_XM_032385948.2
Nvec_v1g58468	NVE16801	v1g58468	Nvec_v1g58468
Nvec_NVE16802	NVE16802		Nvec_vc1.1_XM_048726956.1
Nvec_NVE16803	NVE16803		Nvec_vc1.1_XM_032385963.2
Nvec_NVE16804	NVE16804		Nvec_NVE16804
Nvec_NVE16805	NVE16805		Nvec_vc1.1_XM_032385963.2
Nvec_NVE16806	NVE16806		Nvec_vc1.1_XM_048726881.1
Nvec_NVE16807	NVE16807		Nvec_vc1.1_XM_048726881.1
Nvec_NVE16808	NVE16808		Nvec_vc1.1_XM_032385905.2
Nvec_NVE16809	NVE16809		Nvec_vc1.1_XM_048726885.1
Nvec_v1g95896	NVE16810	v1g95896	Nvec_vc1.1_XM_048726886.1
Nvec_v1g95896	NVE16811	v1g95896	Nvec_vc1.1_XM_048726886.1
Nvec_v1g203192	NVE16812	v1g203192	Nvec_vc1.1_XM_048726887.1
Nvec_v1g163524	NVE16813	v1g163524	Nvec_vc1.1_XM_032385983.2
Nvec_v1g96067	NVE16814	v1g96067	Nvec_vc1.1_XM_032385986.2
Nvec_v1g203195	NVE16815	v1g203195	Nvec_vc1.1_XM_032385969.2
Nvec_v1g241178	NVE16816	v1g241178	Nvec_vc1.1_XM_048726467.1
Nvec_v1g241179	NVE16817	v1g241179	Nvec_vc1.1_XM_048726465.1
Nvec_v1g96060	NVE16818	v1g96060	Nvec_vc1.1_XM_048726506.1
Nvec_v1g241181	NVE16819	v1g241181	Nvec_vc1.1_XM_032385972.2
Nvec_NVE16820	NVE16820		Nvec_vc1.1_XM_048726324.1
Nvec_NVE16821	NVE16821		Nvec_vc1.1_XM_048726324.1
Nvec_NVE16822	NVE16822		Nvec_vc1.1_XM_048726961.1
Nvec_NVE16823	NVE16823		Nvec_NVE16823
Nvec_v1g95856	NVE16824	v1g95856	Nvec_vc1.1_XM_001636187.3
Nvec_v1g163533	NVE16825	v1g163533	Nvec_vc1.1_XM_001636142.3
Nvec_NVE16826	NVE16826		Nvec_NVE16826
Nvec_NVE16827	NVE16827		Nvec_vc1.1_XM_048734019.1
Nvec_v1g96001	NVE16828	v1g96001	Nvec_vc1.1_XM_048727050.1
Nvec_NVE16829	NVE16829		Nvec_NVE16829
Nvec_v1g232358	NVE16830	v1g232358	Nvec_vc1.1_XM_032385923.2
Nvec_v1g241184	NVE16831	v1g241184	Nvec_vc1.1_XM_032385922.2
Nvec_NVE16832	NVE16832		Nvec_NVE16832
Nvec_v1g203212	NVE16833	v1g203212	Nvec_vc1.1_XM_001636190.3
Nvec_v1g95950	NVE16834	v1g95950	Nvec_vc1.1_XM_048726636.1
Nvec_NVE16835	NVE16835		Nvec_NVE16835
Nvec_v1g203215	NVE16836	v1g203215	Nvec_vc1.1_XM_048727057.1
Nvec_v1g241186	NVE16837	v1g241186	Nvec_vc1.1_XM_032385897.2
Nvec_v1g95978	NVE16838	v1g95978	Nvec_vc1.1_XM_032385967.2
Nvec_NVE16839	NVE16839		Nvec_vc1.1_XM_032385968.2
Nvec_v1g203219	NVE16840	v1g203219	Nvec_vc1.1_XM_048726302.1
Nvec_v1g95966	NVE16840	v1g95966	Nvec_vc1.1_XM_048726302.1
Nvec_v1g241189	NVE16841	v1g241189	Nvec_vc1.1_XM_032385873.2
Nvec_v1g241190	NVE16842	v1g241190	Nvec_vc1.1_XM_001636153.3
Nvec_NVE16843	NVE16843		Nvec_vc1.1_XM_048727821.1
Nvec_v1g203224	NVE16844	v1g203224	Nvec_vc1.1_XM_048727106.1
Nvec_v1g163545	NVE16845	v1g163545	Nvec_vc1.1_XM_001636155.3
Nvec_v1g95939	NVE16846	v1g95939	Nvec_vc1.1_XM_032385962.2
Nvec_v1g95939	NVE16847	v1g95939	Nvec_vc1.1_XM_032385962.2
Nvec_v1g203229	NVE16848	v1g203229	Nvec_vc1.1_XM_001636197.3
Nvec_v1g241193	NVE16849	v1g241193	Nvec_vc1.1_XM_001636198.3
Nvec_v1g95934	NVE16850	v1g95934	Nvec_vc1.1_XM_048726532.1
Nvec_v1g96039	NVE16851	v1g96039	Nvec_vc1.1_XM_048726533.1
Nvec_v1g96025	NVE16852	v1g96025	Nvec_vc1.1_XM_048726532.1
Nvec_v1g96019	NVE16853	v1g96019	Nvec_vc1.1_XM_048726533.1
Nvec_v1g163554	NVE16854	v1g163554	Nvec_vc1.1_XM_001636158.3
Nvec_v1g96024	NVE16855	v1g96024	Nvec_vc1.1_XM_001636201.3
Nvec_v1g95956	NVE16856	v1g95956	Nvec_vc1.1_XM_048726787.1
Nvec_v1g203253	NVE16857	v1g203253	Nvec_vc1.1_XM_048724082.1
Nvec_v1g163561	NVE16858	v1g163561	Nvec_vc1.1_XM_048724081.1
Nvec_v1g7208	NVE16859	v1g7208	Nvec_vc1.1_XM_001636163.3
Nvec_v1g163564	NVE16859	v1g163564	Nvec_vc1.1_XM_001636163.3
Nvec_NVE16860	NVE16860		Nvec_NVE16860
Nvec_NVE16861	NVE16861		Nvec_NVE16861
Nvec_v1g232363	NVE16862	v1g232363	Nvec_vc1.1_XM_032385925.2
Nvec_v1g23136	NVE16863	v1g23136	Nvec_v1g23136
Nvec_NVE16864	NVE16864		Nvec_vc1.1_XM_048733628.1
Nvec_v1g203263	NVE16865	v1g203263	Nvec_vc1.1_XM_032385930.2
Nvec_v1g203264	NVE16866	v1g203264	Nvec_vc1.1_XM_001636166.3
Nvec_v1g241202	NVE16867	v1g241202	Nvec_vc1.1_XM_048723457.1
Nvec_NVE16869	NVE16869		Nvec_vc1.1_XM_048723457.1
Nvec_NVE16870	NVE16870		Nvec_NVE16870
Nvec_NVE16871	NVE16871		Nvec_NVE16871
Nvec_v1g203270	NVE16872	v1g203270	Nvec_vc1.1_XM_048723457.1
Nvec_v1g203271	NVE16873	v1g203271	Nvec_v1g203271
Nvec_v1g1197	NVE16873	v1g1197	Nvec_vc1.1_XM_032385931.2
Nvec_v1g95910	NVE16874	v1g95910	Nvec_vc1.1_XM_001636213.3
Nvec_v1g203274	NVE16875	v1g203274	Nvec_vc1.1_XM_048724071.1
Nvec_v1g95962	NVE16876	v1g95962	Nvec_vc1.1_XM_032385896.2
Nvec_v1g241205	NVE16877	v1g241205	Nvec_vc1.1_XM_032385893.2
Nvec_v1g236707	NVE16878	v1g236707	Nvec_vc1.1_XM_048723442.1
Nvec_v1g182805	NVE16879	v1g182805	Nvec_vc1.1_XM_048723441.1
Nvec_NVE16880	NVE16880		Nvec_vc1.1_XM_001636172.3
Nvec_v1g203279	NVE16881	v1g203279	Nvec_vc1.1_XM_001636172.3
Nvec_v1g163572	NVE16882	v1g163572	Nvec_vc1.1_XM_001636216.3
Nvec_v1g96056	NVE16883	v1g96056	Nvec_vc1.1_XM_048725870.1
Nvec_v1g241212	NVE16884	v1g241212	Nvec_vc1.1_XM_032385862.2
Nvec_NVE16885	NVE16885		Nvec_vc1.1_XM_048725879.1
Nvec_NVE21340	NVE21340		Nvec_vc1.1_XM_048720634.1
Nvec_NVE21341	NVE21341		Nvec_vc1.1_XM_032379602.2
Nvec_v1g220967	NVE21342	v1g220967	Nvec_vc1.1_XM_048720757.1
Nvec_NVE21574	NVE21574		Nvec_NVE21574
Nvec_v1g98098	NVE18466	v1g98098	Nvec_vc1.1_XM_048731636.1
Nvec_v1g204083	NVE18467	v1g204083	Nvec_v1g204083
Nvec_v1g204084	NVE18468	v1g204084	Nvec_vc1.1_XM_001635410.3
Nvec_v1g204086	NVE18469	v1g204086	Nvec_vc1.1_XM_032384955.2
Nvec_v1g241602	NVE18470	v1g241602	Nvec_vc1.1_XM_001635365.3
Nvec_v1g98029	NVE18471	v1g98029	Nvec_vc1.1_XM_032384945.2
Nvec_v1g98095	NVE18471	v1g98095	Nvec_vc1.1_XM_032384945.2
Nvec_v1g98128	NVE18472	v1g98128	Nvec_vc1.1_XM_032384949.2
Nvec_v1g98014	NVE18474	v1g98014	Nvec_vc1.1_XM_048731618.1
Nvec_NVE18475	NVE18475		Nvec_vc1.1_XM_048731618.1
Nvec_v1g226653	NVE18476	v1g226653	Nvec_vc1.1_XM_001635369.3
Nvec_v1g98198	NVE18477	v1g98198	Nvec_vc1.1_XM_048731032.1
Nvec_v1g98198	NVE18478	v1g98198	Nvec_vc1.1_XM_048731032.1
Nvec_v1g204099	NVE18479	v1g204099	Nvec_vc1.1_XM_001635370.3
Nvec_v1g98238	NVE18480	v1g98238	Nvec_vc1.1_XM_032384965.2
Nvec_NVE18481	NVE18481		Nvec_vc1.1_XM_032384982.2
Nvec_v1g204108	NVE18482	v1g204108	Nvec_vc1.1_XM_032384971.2
Nvec_v1g204109	NVE18483	v1g204109	Nvec_vc1.1_XM_032384974.2
Nvec_v1g229018	NVE18484	v1g229018	Nvec_vc1.1_XM_001635374.3
Nvec_v1g97999	NVE18485	v1g97999	Nvec_vc1.1_XM_048731084.1
Nvec_v1g183502	NVE18486	v1g183502	Nvec_vc1.1_XM_048731084.1
Nvec_v1g98237	NVE18487	v1g98237	Nvec_vc1.1_XM_001635420.3
Nvec_v1g204115	NVE18488	v1g204115	Nvec_vc1.1_XM_001635377.3
Nvec_v1g68600	NVE18489	v1g68600	Nvec_vc1.1_XM_048731098.1
Nvec_v1g204117	NVE18490	v1g204117	Nvec_vc1.1_XM_032385032.2
Nvec_NVE18491	NVE18491		Nvec_NVE18491
Nvec_v1g29887	NVE18492	v1g29887	Nvec_vc1.1_XM_032384966.2
Nvec_v1g28047	NVE18492	v1g28047	Nvec_vc1.1_XM_032384966.2
Nvec_NVE18493	NVE18493		Nvec_vc1.1_XM_048724470.1
Nvec_v1g204120	NVE18494	v1g204120	Nvec_vc1.1_XM_032384970.2
Nvec_v1g241615	NVE18495	v1g241615	Nvec_vc1.1_XM_032385041.2
Nvec_v1g98056	NVE18496	v1g98056	Nvec_vc1.1_XM_048730993.1
Nvec_v1g98056	NVE18497	v1g98056	Nvec_vc1.1_XM_048730993.1
Nvec_NVE18498	NVE18498		Nvec_NVE18498
Nvec_v1g98151	NVE18499	v1g98151	Nvec_vc1.1_XM_048730992.1
Nvec_NVE18500	NVE18500		Nvec_vc1.1_XM_048730992.1
Nvec_v1g204127	NVE18501	v1g204127	Nvec_vc1.1_XM_001635426.3
Nvec_v1g204128	NVE18502	v1g204128	Nvec_vc1.1_XM_048731413.1
Nvec_v1g98049	NVE18503	v1g98049	Nvec_vc1.1_XM_048731524.1
Nvec_v1g241618	NVE18503	v1g241618	Nvec_vc1.1_XM_048731524.1
Nvec_v1g241617	NVE18504	v1g241617	Nvec_vc1.1_XM_048731523.1
Nvec_NVE18505	NVE18505		Nvec_vc1.1_XM_048731523.1
Nvec_v1g236760	NVE18506	v1g236760	Nvec_vc1.1_XM_001635385.3
Nvec_v1g241620	NVE18507	v1g241620	Nvec_vc1.1_XM_048731459.1
Nvec_v1g204136	NVE18508	v1g204136	Nvec_v1g204136
Nvec_v1g241621	NVE18509	v1g241621	Nvec_vc1.1_XM_032384991.2
Nvec_v1g236761	NVE18510	v1g236761	Nvec_vc1.1_XM_001635429.3
Nvec_v1g241624	NVE18511	v1g241624	Nvec_vc1.1_XM_032384990.2
Nvec_NVE18512	NVE18512		Nvec_NVE18512
Nvec_NVE18513	NVE18513		Nvec_vc1.1_XM_048720493.1
Nvec_v1g70040	NVE18514	v1g70040	Nvec_vc1.1_XM_032384997.2
Nvec_v1g241626	NVE18515	v1g241626	Nvec_vc1.1_XM_032385040.2
Nvec_v1g241628	NVE18516	v1g241628	Nvec_vc1.1_XM_001635393.3
Nvec_v1g183513	NVE18517	v1g183513	Nvec_vc1.1_XM_001635431.3
Nvec_v1g98066	NVE18517	v1g98066	Nvec_vc1.1_XM_001635431.3
Nvec_v1g98067	NVE18518	v1g98067	Nvec_vc1.1_XM_032385038.2
Nvec_v1g98096	NVE18519	v1g98096	Nvec_vc1.1_XM_001635434.3
Nvec_v1g241631	NVE18520	v1g241631	Nvec_vc1.1_XM_032385037.2
Nvec_NVE18521	NVE18521		Nvec_NVE18521
Nvec_v1g241632	NVE18522	v1g241632	Nvec_vc1.1_XM_048731196.1
Nvec_v1g241633	NVE18523	v1g241633	Nvec_vc1.1_XM_001635435.3
Nvec_v1g241634	NVE18524	v1g241634	Nvec_vc1.1_XM_032384956.2
Nvec_v1g204159	NVE18525	v1g204159	Nvec_vc1.1_XM_048731201.1
Nvec_v1g229025	NVE18526	v1g229025	Nvec_vc1.1_XM_032385023.2
Nvec_NVE18527	NVE18527		Nvec_vc1.1_XM_032385023.2
Nvec_v1g98166	NVE18528	v1g98166	Nvec_vc1.1_XM_048731205.1
Nvec_NVE18530	NVE18530		Nvec_vc1.1_XM_032385016.2
Nvec_NVE18531	NVE18531		Nvec_vc1.1_XM_032385014.2
Nvec_v1g98013	NVE18532	v1g98013	Nvec_v1g98013
Nvec_v1g98072	NVE18533	v1g98072	Nvec_vc1.1_XM_032385026.2
Nvec_NVE18534	NVE18534		Nvec_vc1.1_XM_032385018.2
Nvec_NVE18535	NVE18535		Nvec_vc1.1_XM_048731614.1
Nvec_v1g229027	NVE18536	v1g229027	Nvec_vc1.1_XM_032385020.2
Nvec_v1g98008	NVE18537	v1g98008	Nvec_vc1.1_XM_001635403.3
Nvec_v1g241642	NVE18538	v1g241642	Nvec_vc1.1_XM_001635437.3
Nvec_NVE18539	NVE18539		Nvec_vc1.1_XM_048731617.1
Nvec_NVE18540	NVE18540		Nvec_vc1.1_XM_048731617.1
Nvec_v1g98111	NVE18541	v1g98111	Nvec_vc1.1_XM_048731597.1
Nvec_v1g98001	NVE18542	v1g98001	Nvec_vc1.1_XM_032385035.2
Nvec_v1g164307	NVE18544	v1g164307	Nvec_vc1.1_XM_001635438.3
Nvec_v1g241645	NVE18545	v1g241645	Nvec_vc1.1_XM_001635406.3
Nvec_NVE18546	NVE18546		Nvec_vc1.1_XM_032385004.2
Nvec_v1g204182	NVE18547	v1g204182	Nvec_vc1.1_XM_001635439.3
Nvec_v1g236766	NVE18548	v1g236766	Nvec_vc1.1_XM_001635407.3
Nvec_NVE18549	NVE18549		Nvec_vc1.1_XM_032385008.2
Nvec_v1g204186	NVE18550	v1g204186	Nvec_vc1.1_XM_032385005.2
Nvec_NVE18551	NVE18551		Nvec_NVE18551
Nvec_v1g98197	NVE18552	v1g98197	Nvec_vc1.1_XM_032385011.2
Nvec_v1g98120	NVE18553	v1g98120	Nvec_vc1.1_XM_048731809.1
Nvec_v1g183554	NVE18553	v1g183554	Nvec_vc1.1_XM_048731809.1
Nvec_v1g164322	NVE18553	v1g164322	Nvec_vc1.1_XM_048731809.1
Nvec_v1g241653	NVE18675	v1g241653	Nvec_vc1.1_XM_048727100.1
Nvec_v1g204195	NVE18676	v1g204195	Nvec_vc1.1_XM_048727926.1
Nvec_v1g98290	NVE18677	v1g98290	Nvec_vc1.1_XM_001635274.3
Nvec_v1g164325	NVE18678	v1g164325	Nvec_vc1.1_XM_001635275.3
Nvec_v1g241655	NVE18679	v1g241655	Nvec_vc1.1_XM_001635315.3
Nvec_v1g241656	NVE18680	v1g241656	Nvec_vc1.1_XM_001635276.3
Nvec_v1g204200	NVE18681	v1g204200	Nvec_vc1.1_XM_001635316.3
Nvec_v1g67328	NVE18682	v1g67328	Nvec_vc1.1_XM_001635277.3
Nvec_v1g98450	NVE18683	v1g98450	Nvec_vc1.1_XM_032384889.2
Nvec_v1g98402	NVE18684	v1g98402	Nvec_vc1.1_XM_048731989.1
Nvec_NVE18685	NVE18685		Nvec_vc1.1_XM_048732006.1
Nvec_v1g98246	NVE18686	v1g98246	Nvec_vc1.1_XM_048732026.1
Nvec_v1g98336	NVE18687	v1g98336	Nvec_vc1.1_XM_032384859.2
Nvec_v1g241660	NVE18688	v1g241660	Nvec_v1g241660
Nvec_v1g236767	NVE18689	v1g236767	Nvec_vc1.1_XM_001635319.3
Nvec_v1g204215	NVE18690	v1g204215	Nvec_vc1.1_XM_048729440.1
Nvec_v1g98457	NVE18691	v1g98457	Nvec_vc1.1_XM_048731747.1
Nvec_NVE18692	NVE18692		Nvec_NVE18692
Nvec_v1g98430	NVE18693	v1g98430	Nvec_vc1.1_XM_032384881.2
Nvec_v1g232469	NVE18694	v1g232469	Nvec_vc1.1_XM_032384881.2
Nvec_v1g232469	NVE18694	v1g232469	Nvec_vc1.1_XM_001635324.3
Nvec_NVE18695	NVE18695		Nvec_NVE18695
Nvec_v1g98367	NVE18696	v1g98367	Nvec_vc1.1_XM_032384867.2
Nvec_v1g98333	NVE18697	v1g98333	Nvec_vc1.1_XM_048730864.1
Nvec_v1g164341	NVE18698	v1g164341	Nvec_vc1.1_XM_001635326.3
Nvec_v1g98446	NVE18699	v1g98446	Nvec_vc1.1_XM_048730862.1
Nvec_v1g164344	NVE18700	v1g164344	Nvec_vc1.1_XM_001635327.3
Nvec_v1g204234	NVE18701	v1g204234	Nvec_vc1.1_XM_001635285.3
Nvec_v1g98292	NVE18702	v1g98292	Nvec_vc1.1_XM_032384872.2
Nvec_v1g241669	NVE18703	v1g241669	Nvec_v1g241669
Nvec_v1g241670	NVE18704	v1g241670	Nvec_vc1.1_XM_048730859.1
Nvec_v1g241672	NVE18705	v1g241672	Nvec_vc1.1_XM_032384912.2
Nvec_v1g98273	NVE18705	v1g98273	Nvec_vc1.1_XM_032384912.2
Nvec_NVE18706	NVE18706		Nvec_vc1.1_XM_048731695.1
Nvec_NVE18707	NVE18707		Nvec_NVE18707
Nvec_v1g241673	NVE18708	v1g241673	Nvec_v1g241673
Nvec_v1g241673	NVE18709	v1g241673	Nvec_v1g241673
Nvec_NVE18710	NVE18710		Nvec_NVE18710
Nvec_v1g164353	NVE18711	v1g164353	Nvec_vc1.1_XM_001635331.3
Nvec_v1g164354	NVE18712	v1g164354	Nvec_vc1.1_XM_001635332.3
Nvec_v1g98282	NVE18713	v1g98282	Nvec_vc1.1_XM_001635290.3
Nvec_v1g98426	NVE18713	v1g98426	Nvec_vc1.1_XM_001635290.3
Nvec_v1g183590	NVE18714	v1g183590	Nvec_vc1.1_XM_048731128.1
Nvec_v1g183595	NVE18715	v1g183595	Nvec_vc1.1_XM_001635292.3
Nvec_v1g204254	NVE18716	v1g204254	Nvec_vc1.1_XM_001635335.3
Nvec_v1g241683	NVE18717	v1g241683	Nvec_vc1.1_XM_032384939.2
Nvec_v1g241683	NVE18718	v1g241683	Nvec_vc1.1_XM_032384939.2
